,model,prior,duplicates_level,distortion_level,num_iter,precision_mean,recall_mean,f1score_mean,precision_std,recall_std,f1score_std
85,No Diri,uniform,Low,High,50000,0.309307935,0.85,0.45347730999999997,0.010080595799762245,0.0,0.01082491451741622
86,No Diri,uniform,Low,Low,10000,0.32684543,0.9523810000000001,0.486532185,0.012996534958174542,0.0,0.01441320671760798
87,No Diri,uniform,Low,Low,50000,0.33726685500000003,0.9523810000000001,0.49805000499999996,0.010017300496980998,0.0,0.010925926848097314
88,No Diri,uniform,Medium,High,10000,0.970098415,0.8592402299999999,0.91130431,0.004654376503585816,0.005512848741478495,0.004614304608371882
89,No Diri,uniform,Medium,High,50000,0.9738694649999999,0.8642710600000001,0.9157964350000001,0.004155555693827254,0.0034553169854436155,0.0028414747561368975
90,No Diri,uniform,Medium,Low,10000,0.99967249,0.92393937,0.9603134499999999,0.0007998832374658748,0.0024763990149323347,0.001430695827211353
91,No Diri,uniform,Medium,Low,50000,1.0,0.93010098,0.963781565,0.0,0.003492944894407657,0.001877170318738449
92,No Diri,uniform,Very High,High,10000,0.9998817649999999,0.849362835,0.9184923100000001,0.0002887695261568284,0.0037399565273683773,0.002177731457974703
93,No Diri,uniform,Very High,High,50000,1.0,0.857712935,0.92340347,0.0,0.0036429457223624904,0.002109898262975092
94,No Diri,uniform,Very High,Low,10000,1.0,0.92159763,0.95919907,0.0,0.0010850511237531142,0.0005877878108905867
95,No Diri,uniform,Very High,Low,50000,1.0,0.9227153149999999,0.9598041399999999,0.0,0.0009884962158301365,0.0005346365340854737
96,No Empirical,Bounded NBD,High,High,10000,0.9965077149999999,0.77230215,0.870162885,0.002403304811531748,0.008955065655611681,0.005459891281862947
97,No Empirical,Bounded NBD,High,High,50000,0.997954945,0.760231805,0.863018675,0.0016823059823928479,0.003223360449572534,0.0023055890841890293
98,No Empirical,Bounded NBD,High,Low,10000,1.0,0.93642173,0.9671665450000001,0.0,0.0015198955670841638,0.000810387819747261
99,No Empirical,Bounded NBD,High,Low,50000,1.0,0.941533555,0.96988562,0.0,0.0017689798717949545,0.0009391420522561271
100,No Empirical,Bounded NBD,Low,High,10000,0.996917515,0.7908333200000001,0.881879645,0.007528826594341108,0.017501046919409353,0.010869191856438955
101,No Empirical,Bounded NBD,Low,High,50000,1.0,0.7725000150000001,0.87161777,0.0,0.009785691457981676,0.006183187568773232
102,No Empirical,Bounded NBD,Low,Low,10000,0.9725265000000001,0.9523810000000001,0.962328715,0.009002719613188248,0.0,0.004407827960425688
103,No Empirical,Bounded NBD,Low,Low,50000,0.976467485,0.9523810000000001,0.964258045,0.00809762504216184,0.0,0.003951603453826024
104,No Empirical,Bounded NBD,Medium,High,10000,0.9863905550000001,0.7922997900000001,0.8785954200000001,0.004930227401339724,0.02023202688066361,0.012042624656549195
105,No Empirical,Bounded NBD,Medium,High,50000,0.989783935,0.771868585,0.867130135,0.0038866764467012154,0.024221921726756766,0.014785444202902122
106,No Empirical,Bounded NBD,Medium,Low,10000,0.99868803,0.91989897,0.957674165,0.0022838541185553284,0.0017678648582251538,0.0015844742768419363
107,No Empirical,Bounded NBD,Medium,Low,50000,1.0,0.92454543,0.9607901999999999,0.0,0.0035463452702599024,0.0019153395329068441
108,No Empirical,Bounded NBD,Very High,High,10000,0.99683382,0.82260227,0.90137181,0.0011389141807695013,0.0028908958010860305,0.0015028537905212957
109,No Empirical,Bounded NBD,Very High,High,50000,0.9973935349999999,0.8338698900000001,0.9083267700000001,0.0010680946263397332,0.003549631312789644,0.002183623978643125
110,No Empirical,Bounded NBD,Very High,Low,10000,1.0,0.921926365,0.95937733,0.0,0.0005170262492318288,0.0002797266204895657
111,No Empirical,Bounded NBD,Very High,Low,50000,1.0,0.922550945,0.9597153199999999,0.0,0.0007571656757275514,0.0004096940650623584
112,No Empirical,Pitman,High,High,10000,0.9992678999999999,0.76454837,0.8662573849999999,0.0013162690018621406,0.009863619105960742,0.006450091927967936
113,No Empirical,Pitman,High,High,50000,0.9987531649999999,0.76035172,0.8633604800000001,0.0018552211263506626,0.009664274876852801,0.005952199807112449
114,No Empirical,Pitman,High,Low,10000,1.0,0.936461675,0.96718719,0.0,0.002175454835654771,0.001159918352798108
115,No Empirical,Pitman,High,Low,50000,1.0,0.93845846,0.9682501950000001,0.0,0.0028561248401507864,0.001520948706867216
116,No Empirical,Pitman,Low,High,10000,0.99897959,0.78583334,0.879439775,0.004563412249841113,0.026087461306685038,0.016233512726159867
117,No Empirical,Pitman,Low,High,50000,1.0,0.7675000200000001,0.8683443649999999,0.0,0.0183173812577189,0.011570768498622302
118,No Empirical,Pitman,Low,Low,10000,0.97808039,0.9523810000000001,0.965038535,0.009379353790438362,0.0,0.004560911317209269
119,No Empirical,Pitman,Low,Low,50000,0.978053955,0.9523810000000001,0.965032235,0.007763557285262497,0.0,0.003788579938276456
120,No Empirical,Pitman,Medium,High,10000,0.9908899449999999,0.7922997900000001,0.8804508999999999,0.004275215160541141,0.016172173594167668,0.010417053799015297
121,No Empirical,Pitman,Medium,High,50000,0.991809545,0.782238195,0.8744920800000001,0.003718111351136147,0.02126104628151471,0.013441676157408057
122,No Empirical,Pitman,Medium,Low,10000,0.99978118,0.9209090699999999,0.958723335,0.0009785927896729953,0.002951297538211424,0.00171660808765577
123,No Empirical,Pitman,Medium,Low,50000,1.0,0.9226262399999999,0.959751145,0.0,0.004352631080453133,0.0023514626915972178
124,No Empirical,Pitman,Very High,High,10000,0.9994678450000001,0.817236765,0.899208215,0.001103438394758128,0.0036573730003169286,0.0022728678819303465
125,No Empirical,Pitman,Very High,High,50000,0.99857653,0.8230382300000001,0.90234272,0.0013417705816530226,0.00472387612767089,0.0029766372757119245
126,No Empirical,Pitman,Very High,Low,10000,1.0,0.9219592349999999,0.95939514,0.0,0.00048171039156540125,0.00026069291553575054
127,No Empirical,Pitman,Very High,Low,50000,1.0,0.92268244,0.959786265,0.0,0.0011565986495801208,0.0006253065440035625
128,No Empirical,uniform,High,High,10000,0.99947295,0.748521185,0.855950215,0.0011598226123443523,0.009221962643047471,0.0058970269869231574
129,No Empirical,uniform,High,High,50000,0.9988775750000001,0.742885695,0.85204029,0.0015694695804885767,0.00872298795901564,0.005655146252369092
130,No Empirical,uniform,High,Low,10000,1.0,0.9360223700000001,0.96695343,0.0,0.0015953489475082866,0.0008512491799825806
131,No Empirical,uniform,High,Low,50000,1.0,0.9404952200000001,0.969334685,0.0,0.001454418003912669,0.0007725880656836892
132,No Empirical,uniform,Low,High,10000,0.44000113,0.8025000050000001,0.5681669250000001,0.017799234270581762,0.0061058046871269875,0.015030780854348441
133,No Empirical,uniform,Low,High,50000,0.44858751,0.8025000050000001,0.5752006,0.021320378561216463,0.006105804687126981,0.017005663879982657
134,No Empirical,uniform,Low,Low,10000,0.387110505,0.9523810000000001,0.55006984,0.0237042890534598,0.0,0.02396334623431553
135,No Empirical,uniform,Low,Low,50000,0.4156098650000001,0.9523810000000001,0.578615605,0.010261851551166783,0.0,0.009953151875264412
136,No Empirical,uniform,Medium,High,10000,0.9824856499999999,0.8029774100000001,0.8836397149999999,0.006132862460591009,0.011700903472804747,0.006525223531825505
137,No Empirical,uniform,Medium,High,50000,0.98675625,0.77751541,0.869572155,0.004532229757670691,0.020547639076056747,0.012384209840101128
138,No Empirical,uniform,Medium,Low,10000,0.99934306,0.91989897,0.95797559,0.001250609456646072,0.001767864858225154,0.0011218744961705512
139,No Empirical,uniform,Medium,Low,50000,0.999673675,0.92606058,0.961455765,0.0010652830564665504,0.004008375188553381,0.002248694807233491
140,No Empirical,uniform,Very High,High,10000,1.0,0.79681422,0.8869145850000001,0.0,0.0036181552188926528,0.002244112423132572
141,No Empirical,uniform,Very High,High,50000,1.0,0.8041247549999999,0.8914052,0.0,0.008573794584201249,0.00531990595435275
142,No Empirical,uniform,Very High,Low,10000,1.0,0.9220578549999999,0.95944849,0.0,0.000620977335356381,0.0003360009804183357
143,No Empirical,uniform,Very High,Low,50000,1.0,0.922781055,0.95983978,0.0,0.0008391138668575568,0.0004539355850430392
144,None,Bounded NBD,High,High,10000,0.9947985149999999,0.7868505100000001,0.8786801750000001,0.003452077804403875,0.005466457782734725,0.004096372321415385
145,None,Bounded NBD,High,High,50000,0.996529515,0.804396485,0.8902081000000001,0.002886660939248689,0.005477683092068364,0.00420961412895967
146,None,Bounded NBD,High,Low,10000,1.0,0.9367412099999999,0.9673370050000001,0.0,0.0014098779379417112,0.0007514638818753229
147,None,Bounded NBD,High,Low,50000,1.0,0.940734835,0.969461535,0.0,0.0019148274984213422,0.0010168058155839521
148,None,Bounded NBD,Low,High,10000,0.9004062599999999,0.84833333,0.873517565,0.018087096099048353,0.005129902020209257,0.009693509622980533
149,None,Bounded NBD,Low,High,50000,0.903524425,0.85,0.8759283700000001,0.008155200168370107,0.0,0.003835993825402506
150,None,Bounded NBD,Low,Low,10000,0.9733197350000001,0.9523810000000001,0.9627158100000001,0.009254364636797909,0.0,0.004530788282511959
151,None,Bounded NBD,Low,Low,50000,0.9725265000000001,0.9523810000000001,0.962328715,0.009002719613188223,0.0,0.004407827960425721
152,None,Bounded NBD,Medium,High,10000,0.9863941,0.8391170450000001,0.9067958150000001,0.00518004106476306,0.005818350441624571,0.0037242458225263744
153,None,Bounded NBD,Medium,High,50000,0.988006235,0.8540041049999999,0.91611625,0.0043172160151354715,0.007680187988480167,0.005448597682600715
154,None,Bounded NBD,Medium,Low,10000,0.99989035,0.92040402,0.958500785,0.0004903697074657002,0.00221301822134393,0.0012475267166319516
155,None,Bounded NBD,Medium,Low,50000,0.9998915399999999,0.92717169,0.96215623,0.00048504786567924596,0.003435590670107012,0.0018328215349707572
156,None,Bounded NBD,Very High,High,10000,0.995177355,0.8301811000000001,0.905217185,0.002700954176714311,0.004382380644304985,0.003233559360873016
157,None,Bounded NBD,Very High,High,50000,0.9953489899999999,0.8392354,0.910647215,0.0017466871068879018,0.0027790082221805937,0.0018561612870242052
158,None,Bounded NBD,Very High,Low,10000,1.0,0.921762,0.9592883999999999,0.0,0.0,0.0
159,None,Bounded NBD,Very High,Low,50000,1.0,0.9224523249999999,0.95966197,0.0,0.0007225702565549682,0.0003910020286660932
160,None,Pitman,High,High,10000,0.99604147,0.782653875,0.876542955,0.003350389388068844,0.0031218715587516075,0.0024987386383144047
161,None,Pitman,High,High,50000,0.997965995,0.8017586,0.88916261,0.0024833093955816594,0.0031013338152614664,0.0021624261352520334
162,None,Pitman,High,Low,10000,1.0,0.9359025649999999,0.966889635,0.0,0.0014164086792325433,0.0007557068864210471
163,None,Pitman,High,Low,50000,1.0,0.93993611,0.9690374,0.0,0.001749904865955505,0.0009302016018047095
164,None,Pitman,Low,High,10000,0.929014525,0.8491666649999999,0.8872664699999999,0.010853117475389503,0.0037267874160595424,0.0054842490634159895
165,None,Pitman,Low,High,50000,0.93503063,0.85,0.89046434,0.010308769546673407,0.0,0.004688711112471144
166,None,Pitman,Low,Low,10000,0.97808039,0.9523810000000001,0.965038535,0.009379353790438347,0.0,0.004560911317209275
167,None,Pitman,Low,Low,50000,0.97726072,0.9523810000000001,0.96464514,0.00797398991865031,0.0,0.0038912700871242306
168,None,Pitman,Medium,High,10000,0.989708985,0.8360369649999999,0.9063816149999999,0.006261689088692229,0.006964159554709181,0.004797760739989451
169,None,Pitman,Medium,High,50000,0.9924500500000001,0.84969199,0.915530635,0.003214656211380679,0.005436830843413727,0.0037450172489624433
170,None,Pitman,Medium,Low,10000,0.99989035,0.91999998,0.9582818550000001,0.0004903697074657002,0.0020095392395692514,0.0011323770826637664
171,None,Pitman,Medium,Low,50000,1.0,0.92515149,0.9611164249999999,0.0,0.004012392268420941,0.0021642315570427786
172,None,Pitman,Very High,High,10000,0.995014965,0.8296780650000001,0.904852245,0.002022954176517483,0.003436957330221475,0.002395274212952838
173,None,Pitman,Very High,High,50000,0.9958669600000001,0.84030852,0.911495535,0.001277834446240966,0.0032047202887385538,0.002107535453475904
174,None,Pitman,Very High,Low,10000,1.0,0.9218277450000001,0.9593239800000001,0.0,0.00029402057836144845,0.00015911859727886748
175,None,Pitman,Very High,Low,50000,1.0,0.92258382,0.95973302,0.0,0.0009509562121747272,0.0005143366126943498
176,None,uniform,High,High,10000,0.999285865,0.78169465,0.8771944850000001,0.001243646860214362,0.003227803932527824,0.002110324266496303
177,None,uniform,High,High,50000,0.99984879,0.791886485,0.88379297,0.0006762316777554818,0.004208099752079013,0.0026523824908938082
178,None,uniform,High,Low,10000,1.0,0.9357827499999999,0.966825575,0.0,0.001563447596112366,0.0008341099781550745
179,None,uniform,High,Low,50000,1.0,0.9405351449999999,0.9693556000000001,0.0,0.00180422672034164,0.0009585174918097533
180,None,uniform,Low,High,10000,0.26438581,0.85,0.40326509999999993,0.007543771080964746,0.0,0.008787722085536822
181,None,uniform,Low,High,50000,0.268429405,0.85,0.40796809500000003,0.006510659308555393,0.0,0.007514294231906135
182,None,uniform,Low,Low,10000,0.305915335,0.9523810000000001,0.463032545,0.007648142125983066,0.0,0.008776540325776065
183,None,uniform,Low,Low,50000,0.313438475,0.9523810000000001,0.4716172,0.0063583538838680636,0.0,0.007199040076799713
184,None,uniform,Medium,High,10000,0.9786203600000001,0.8394250550000001,0.9036666500000001,0.005754770400962084,0.00687839360763488,0.004059762954254405
185,None,uniform,Medium,High,50000,0.983884805,0.85790553,0.9165777399999999,0.004466146785184748,0.0045478147069253376,0.003484629412509507
186,None,uniform,Medium,Low,10000,0.999235805,0.9215151300000001,0.958798955,0.0014646879532855834,0.003546345270259928,0.001975738046634994
187,None,uniform,Medium,Low,50000,0.9996727200000001,0.9252525,0.9610191849999999,0.0007993309449651632,0.004298003768213696,0.0023968913437979696
188,None,uniform,Very High,High,10000,0.9998374999999999,0.82726358,0.9053954599999999,0.0005656071260624513,0.004131413872628515,0.0025430436708794506
189,None,uniform,Very High,High,50000,1.0,0.83544602,0.9103445000000001,0.0,0.002604622760764912,0.001544794985205385
190,None,uniform,Very High,Low,10000,1.0,0.9221235999999999,0.95948396,0.0,0.0009168550973156387,0.0004963440343360893
191,None,uniform,Very High,Low,50000,1.0,0.9225838249999999,0.9597329350000001,0.0,0.001105813198688957,0.0005979699607619464
