,model,prior,duplicates_level,distortion_level,num_iter,precision_median,recall_median,f1score_median,precision_std,recall_std,f1score_std,precision_lower_bound,precision_upper_bound,recall_lower_bound,recall_upper_bound,f1score_lower_bound,f1score_upper_bound
125,No Empirical,Pitman,Very High,High,50000,0.99757675,0.824279,0.9025150500000001,0.0013417705816530226,0.00472387612767089,0.0029766372757119245,0.9967569525,1.0,0.8148893,0.829678035,0.8973965075,0.9067208125
126,No Empirical,Pitman,Very High,Low,10000,1.0,0.921762,0.9592884,0.0,0.00048171039156540125,0.00026069291553575054,1.0,1.0,0.921762,0.9230769,0.9592884,0.96
127,No Empirical,Pitman,Very High,Low,50000,1.0,0.92241945,0.9596442000000001,0.0,0.0011565986495801208,0.0006253065440035625,1.0,1.0,0.921762,0.9253944875,0.9592884,0.9612518175
128,No Empirical,uniform,High,High,10000,1.0,0.75179855,0.85831615,0.0011598226123443523,0.009221962643047471,0.0058970269869231574,0.996825065,1.0,0.7320543775,0.75989212,0.8452978875,0.8629480925
129,No Empirical,uniform,High,High,50000,1.0,0.7434053,0.8528198,0.0015694695804885767,0.00872298795901564,0.005655146252369092,0.9967576625,1.0,0.725839305,0.7602318175,0.84056588,0.863175885
130,No Empirical,uniform,High,Low,10000,1.0,0.93570285,0.96678355,0.0,0.0015953489475082866,0.0008512491799825806,1.0,1.0,0.93328673,0.9389177175,0.9654922675000001,0.9684966724999999
131,No Empirical,uniform,High,Low,50000,1.0,0.9408946,0.9695473,0.0,0.001454418003912669,0.0007725880656836892,1.0,1.0,0.9380790824999999,0.9429113175,0.9680503174999999,0.97061688
132,No Empirical,uniform,Low,High,10000,0.440367,0.8,0.56890735,0.017799234270581762,0.0061058046871269875,0.015030780854348441,0.410111065,0.468735725,0.8,0.8166667,0.5422369324999999,0.591092285
133,No Empirical,uniform,Low,High,50000,0.44294290000000003,0.8,0.5714286,0.021320378561216463,0.006105804687126981,0.017005663879982657,0.4245358225,0.4952722424999999,0.8,0.8166667,0.5546666475,0.6120005875
134,No Empirical,uniform,Low,Low,10000,0.3846312,0.952381,0.5479566,0.0237042890534598,0.0,0.02396334623431553,0.3487049275,0.42896508499999997,0.952381,0.952381,0.5103306,0.591481625
135,No Empirical,uniform,Low,Low,50000,0.4137931,0.952381,0.5769231,0.010261851551166783,0.0,0.009953151875264412,0.39723682,0.43183228,0.952381,0.952381,0.56062888,0.5942209975
136,No Empirical,uniform,Medium,High,10000,0.9826302,0.8069815,0.88440125,0.006132862460591009,0.011700903472804747,0.006525223531825505,0.96990599,0.992189335,0.7782341,0.8151951,0.868607645,0.8915317075
137,No Empirical,uniform,Medium,High,50000,0.98803865,0.7659138,0.8627683500000001,0.004532229757670691,0.020547639076056747,0.012384209840101128,0.9760135925,0.991989835,0.7597536,0.8212011899999999,0.858942275,0.896721795
138,No Empirical,uniform,Medium,Low,10000,1.0,0.9191919,0.9578947,0.001250609456646072,0.001767864858225154,0.0011218744961705512,0.996660715,1.0,0.9191919,0.924292905,0.9563598225000001,0.96065688
139,No Empirical,uniform,Medium,Low,50000,1.0,0.9252525,0.9611752,0.0010652830564665504,0.004008375188553381,0.002248694807233491,0.9966820475,1.0,0.9191919,0.93141411,0.9578947,0.9644881599999999
140,No Empirical,uniform,Very High,High,10000,1.0,0.7971160500000001,0.88710575,0.0,0.0036181552188926528,0.002244112423132572,1.0,1.0,0.7896881474999999,0.8018611525,0.8824865425,0.8900362375
141,No Empirical,uniform,Very High,High,50000,1.0,0.80583505,0.8924790499999999,0.0,0.008573794584201249,0.00531990595435275,1.0,1.0,0.78061703,0.8119215525,0.876793195,0.896199145
142,No Empirical,uniform,Very High,Low,10000,1.0,0.921762,0.9592884,0.0,0.000620977335356381,0.0003360009804183357,1.0,1.0,0.921762,0.9234220875,0.9592884,0.960186585
143,No Empirical,uniform,Very High,Low,50000,1.0,0.9230769,0.96,0.0,0.0008391138668575568,0.0004539355850430392,1.0,1.0,0.921762,0.924079535,0.9592884,0.96054188
144,None,Bounded NBD,High,High,10000,0.9954017500000001,0.7865707,0.878768,0.003452077804403875,0.005466457782734725,0.004096372321415385,0.98839057,1.0,0.7768185775,0.7945643,0.8717036499999999,0.8841057625
145,None,Bounded NBD,High,High,50000,0.9970282500000001,0.8041567,0.89011945,0.002886660939248689,0.005477683092068364,0.00420961412895967,0.9915741725,1.0,0.79486408,0.8129496,0.88334771,0.896594265
146,None,Bounded NBD,High,Low,10000,1.0,0.9365015999999999,0.9672097,0.0,0.0014098779379417112,0.0007514638818753229,1.0,1.0,0.9353035,0.9392971,0.9665704,0.9686985
147,None,Bounded NBD,High,Low,50000,1.0,0.9408946,0.9695473,0.0,0.0019148274984213422,0.0010168058155839521,1.0,1.0,0.9376597649999999,0.943750005,0.9678268775,0.9710606625
148,None,Bounded NBD,Low,High,10000,0.8947368,0.85,0.8717949,0.018087096099048353,0.005129902020209257,0.009693509622980533,0.8644068,0.9272727,0.8333333,0.85,0.85586085,0.8869565
149,None,Bounded NBD,Low,High,50000,0.9107143,0.85,0.8793103,0.008155200168370107,0.0,0.003835993825402506,0.8947368,0.9107143,0.85,0.85,0.8717949,0.8793103
150,None,Bounded NBD,Low,Low,10000,0.9677419,0.952381,0.96,0.009254364636797909,0.0,0.004530788282511959,0.9596774275000001,0.9836066,0.952381,0.952381,0.956000025,0.9677419
151,None,Bounded NBD,Low,Low,50000,0.9677419,0.952381,0.96,0.009002719613188223,0.0,0.004407827960425721,0.9596774275000001,0.9836066,0.952381,0.952381,0.956000025,0.9677419
152,None,Bounded NBD,Medium,High,10000,0.9867126500000001,0.8377823,0.907068,0.00518004106476306,0.005818350441624571,0.0037242458225263744,0.9783627,0.9939758175,0.82946613,0.8470739350000001,0.900381775,0.91232893
153,None,Bounded NBD,Medium,High,50000,0.9880935500000001,0.8542094,0.9167122999999999,0.0043172160151354715,0.007680187988480167,0.005448597682600715,0.98097387,0.9941589375,0.83973303,0.8655544350000001,0.90647707,0.924799155
154,None,Bounded NBD,Medium,Low,10000,1.0,0.9191919,0.9578947,0.0004903697074657002,0.00221301822134393,0.0012475267166319516,0.998848675,1.0,0.9191919,0.9252525,0.95736592,0.9611752
155,None,Bounded NBD,Medium,Low,50000,1.0,0.9292929,0.9633508,0.00048504786567924596,0.003435590670107012,0.0018328215349707572,0.99886117,1.0,0.92111109,0.93141411,0.9589346175,0.9644881599999999
156,None,Bounded NBD,Very High,High,10000,0.9959709999999999,0.82997985,0.9041596000000001,0.002700954176714311,0.004382380644304985,0.003233559360873016,0.990723995,0.999238195,0.8249497,0.8384976875,0.900648355,0.9111558175000001
157,None,Bounded NBD,Very High,High,50000,0.9960064,0.8383635,0.9103825000000001,0.0017466871068879018,0.0027790082221805937,0.0018561612870242052,0.9920535775,0.9976184300000001,0.8363514,0.8454225175,0.908135015,0.91506504
158,None,Bounded NBD,Very High,Low,10000,1.0,0.921762,0.9592884,0.0,0.0,0.0,1.0,1.0,0.921762,0.921762,0.9592884,0.9592884
159,None,Bounded NBD,Very High,Low,50000,1.0,0.92241945,0.9596442000000001,0.0,0.0007225702565549682,0.0003910020286660932,1.0,1.0,0.921762,0.9234220875,0.9592884,0.960186585
160,None,Pitman,High,High,10000,0.9969278,0.7833733,0.87626315,0.003350389388068844,0.0031218715587516075,0.0024987386383144047,0.98986666,1.0,0.776898465,0.787450035,0.871927455,0.8804668250000001
161,None,Pitman,High,High,50000,1.0,0.8013589,0.88893825,0.0024833093955816594,0.0031013338152614664,0.0021624261352520334,0.9930511875,1.0,0.797342115,0.807773785,0.885076415,0.8925798725
162,None,Pitman,High,Low,10000,1.0,0.9353035,0.9665704,0.0,0.0014164086792325433,0.0007557068864210471,1.0,1.0,0.9337061,0.9385383350000001,0.9657166,0.968294655
163,None,Pitman,High,Low,50000,1.0,0.9404952,0.9693352,0.0,0.001749904865955505,0.0009302016018047095,1.0,1.0,0.936901,0.9429113175,0.9674227,0.97061688
164,None,Pitman,Low,High,10000,0.9272727,0.85,0.8869565,0.010853117475389503,0.0037267874160595424,0.0054842490634159895,0.9107143,0.9444444,0.8412499825,0.85,0.8781987175,0.8947368
165,None,Pitman,Low,High,50000,0.93585855,0.85,0.8908466500000001,0.010308769546673407,0.0,0.004688711112471144,0.91857954,0.9444444,0.85,0.85,0.882942245,0.8947368
166,None,Pitman,Low,Low,10000,0.9836066,0.952381,0.9677419,0.009379353790438347,0.0,0.004560911317209275,0.9677419,0.992213135,0.952381,0.952381,0.96,0.9718725475
167,None,Pitman,Low,Low,50000,0.9836066,0.952381,0.9677419,0.00797398991865031,0.0,0.0038912700871242306,0.9677419,0.9836066,0.952381,0.952381,0.96,0.9677419
168,None,Pitman,Medium,High,10000,0.9926471,0.8347023,0.9050279,0.006261689088692229,0.006964159554709181,0.004797760739989451,0.9748591074999999,0.9951574,0.826334695,0.8493326225,0.900053295,0.9154209624999999
169,None,Pitman,Medium,High,50000,0.99280575,0.8480493,0.91551715,0.003214656211380679,0.005436830843413727,0.0037450172489624433,0.985593335,0.9952386175,0.8418891,0.859394235,0.908657905,0.9218612174999999
170,None,Pitman,Medium,Low,10000,1.0,0.9191919,0.9578947,0.0004903697074657002,0.0020095392395692514,0.0011323770826637664,0.998848675,1.0,0.918131295,0.924292905,0.9568397775,0.96065688
171,None,Pitman,Medium,Low,50000,1.0,0.9232323,0.960084,0.0,0.004012392268420941,0.0021642315570427786,1.0,1.0,0.9191919,0.93141411,0.9578947,0.9644881599999999
172,None,Pitman,Very High,High,10000,0.9947655,0.82930915,0.90443055,0.002022954176517483,0.003436957330221475,0.002395274212952838,0.9920080649999999,0.998484845,0.8252682825000001,0.8370892175,0.9017772275,0.9102444399999999
173,None,Pitman,Very High,High,50000,0.9968064,0.8403756,0.911936,0.001277834446240966,0.0032047202887385538,0.002107535453475904,0.9935925475,0.9968355250000001,0.8346244475,0.845103935,0.9078986075,0.9147200950000001
174,None,Pitman,Very High,Low,10000,1.0,0.921762,0.9592884,0.0,0.00029402057836144845,0.00015911859727886748,1.0,1.0,0.921762,0.9224523225,0.9592884,0.95966199
175,None,Pitman,Very High,Low,50000,1.0,0.92241945,0.9596442000000001,0.0,0.0009509562121747272,0.0005143366126943498,1.0,1.0,0.921762,0.9244247225,0.9592884,0.9607282549999999
176,None,uniform,High,High,10000,1.0,0.78057555,0.8765155,0.001243646860214362,0.003227803932527824,0.002110324266496303,0.996933865,1.0,0.7785771,0.78950839,0.87488673,0.8821649775
177,None,uniform,High,High,50000,1.0,0.7913669,0.8835341,0.0006762316777554818,0.004208099752079013,0.0026523824908938082,0.998412295,1.0,0.78531175,0.7989808325,0.8797469849999999,0.88825935
178,None,uniform,High,Low,10000,1.0,0.9353035,0.9665704,0.0,0.001563447596112366,0.0008341099781550745,1.0,1.0,0.9337061,0.9389177175,0.9657166,0.9684966724999999
179,None,uniform,High,Low,50000,1.0,0.9408946,0.9695473,0.0,0.00180422672034164,0.0009585174918097533,1.0,1.0,0.9372803825,0.9429113175,0.96762486,0.97061688
180,None,uniform,Low,High,10000,0.26493685,0.85,0.40396200000000004,0.007543771080964746,0.0,0.008787722085536822,0.2518222575,0.276462255,0.85,0.85,0.3885358425,0.4172223075
181,None,uniform,Low,High,50000,0.2691312,0.85,0.4088193,0.006510659308555393,0.0,0.007514294231906135,0.257517255,0.28040758499999996,0.85,0.85,0.39527818000000003,0.42169058
182,None,uniform,Low,Low,10000,0.3061224,0.952381,0.4633205,0.007648142125983066,0.0,0.008776540325776065,0.29330669000000004,0.3157895,0.952381,0.952381,0.4484864725,0.4743083
183,None,uniform,Low,Low,50000,0.3141361,0.952381,0.4724409,0.0063583538838680636,0.0,0.007199040076799713,0.3045685,0.3234960425,0.952381,0.952381,0.4615385,0.4829479325
184,None,uniform,Medium,High,10000,0.9784171500000001,0.8398357,0.9033673,0.005754770400962084,0.00687839360763488,0.004059762954254405,0.96680948,0.98673164,0.8275154,0.8512833525,0.895994045,0.9105262975
185,None,uniform,Medium,High,50000,0.98469655,0.8583162,0.9166678,0.004466146785184748,0.0045478147069253376,0.003484629412509507,0.9742959475,0.9905447675,0.848921995,0.8635010350000001,0.9108639525000001,0.9215834275
186,None,uniform,Medium,Low,10000,1.0,0.9191919,0.9578947,0.0014646879532855834,0.003546345270259928,0.001975738046634994,0.9956326725,1.0,0.9191919,0.9292929,0.9563598225000001,0.9633508
187,None,uniform,Medium,Low,50000,1.0,0.9242424,0.9606296000000001,0.0007993309449651632,0.004298003768213696,0.0023968913437979696,0.99781156,1.0,0.9191919,0.93141411,0.95736592,0.9644881599999999
188,None,uniform,Very High,High,10000,1.0,0.8272971499999999,0.9054872,0.0005656071260624513,0.004131413872628515,0.0025430436708794506,0.9983343,1.0,0.8212106,0.8340543525,0.9015480124999999,0.90951941
189,None,uniform,Very High,High,50000,1.0,0.83467475,0.90988845,0.0,0.002604622760764912,0.001544794985205385,1.0,1.0,0.8319416475,0.8407277175,0.908261825,0.9134731475
190,None,uniform,Very High,Low,10000,1.0,0.921762,0.9592884,0.0,0.0009168550973156387,0.0004963440343360893,1.0,1.0,0.92072649,0.9237344,0.95872707,0.9603554
191,None,uniform,Very High,Low,50000,1.0,0.921762,0.9592884,0.0,0.001105813198688957,0.0005979699607619464,1.0,1.0,0.921762,0.9250493,0.9592884,0.9610656
