,model,prior,duplicates_level,distortion_level,num_iter,replicates,precision,recall,f1score
1034,None,Pitman,Very High,Low,10000,18,1.0,0.921762,0.9592884
1035,None,Pitman,Low,High,10000,18,0.9272727,0.85,0.8869565
1036,None,Pitman,High,Low,10000,18,1.0,0.936901,0.9674227
1037,None,Pitman,Medium,Low,10000,18,1.0,0.9171717,0.9567966
1038,None,Pitman,Very High,High,10000,18,0.9967742,0.8289738,0.9051629
1039,None,Pitman,Low,Low,10000,18,0.9677419,0.952381,0.96
1040,None,Pitman,Very High,High,10000,20,0.9927769,0.8296445,0.9039094
1041,None,Pitman,High,High,10000,20,0.9959432,0.784972,0.8779616
1042,None,Pitman,Low,High,10000,20,0.9272727,0.85,0.8869565
1043,None,Pitman,Medium,High,10000,20,0.9926471,0.8316222,0.9050279
1044,None,Pitman,Low,Low,10000,20,0.9836066,0.952381,0.9677419
1045,None,Pitman,Very High,Low,10000,20,1.0,0.921762,0.9592884
1046,None,Pitman,High,Low,10000,20,1.0,0.9353035,0.9665704
1047,None,Pitman,Medium,Low,10000,20,1.0,0.9191919,0.9578947
1048,None,Pitman,Low,High,10000,3,0.9272727,0.85,0.8869565
1049,None,Pitman,Very High,Low,10000,3,1.0,0.921762,0.9592884
1050,None,Pitman,Medium,High,10000,3,0.9926471,0.8316222,0.9050279
1051,None,Pitman,High,Low,10000,3,1.0,0.9353035,0.9665704
1052,None,Pitman,Low,Low,10000,3,0.9836066,0.952381,0.9677419
1053,None,Pitman,High,High,10000,3,0.9939086,0.7825739,0.8756708
1054,None,Pitman,Very High,High,10000,3,0.993538,0.8249497,0.9014291
1055,None,Pitman,Medium,Low,10000,3,1.0,0.9191919,0.9578947
1056,None,Pitman,Very High,Low,10000,5,1.0,0.921762,0.9592884
1057,None,Pitman,Medium,Low,10000,5,1.0,0.9191919,0.9578947
1058,None,Pitman,High,Low,10000,5,1.0,0.9337061,0.9657166
1059,None,Pitman,Very High,High,10000,5,0.9920382,0.8356808,0.9071715
1060,None,Pitman,Medium,High,10000,5,0.9951574,0.8439425,0.9133333
1061,None,Pitman,Low,High,10000,5,0.9272727,0.85,0.8869565
1062,None,Pitman,Low,Low,10000,5,0.9677419,0.952381,0.96
1063,None,Pitman,High,High,10000,5,0.9989806,0.7833733,0.8781362
1064,None,Pitman,High,High,10000,7,1.0,0.7857714,0.8800358
1065,None,Pitman,Medium,Low,10000,7,1.0,0.9191919,0.9578947
1066,None,Pitman,Medium,High,10000,7,0.992629,0.8295688,0.9038031
1067,None,Pitman,High,Low,10000,7,1.0,0.9337061,0.9657166
1068,None,Pitman,Very High,High,10000,7,0.9951574,0.8269618,0.9032967
1069,None,Pitman,Very High,Low,10000,7,1.0,0.921762,0.9592884
1070,None,Pitman,Low,Low,10000,7,0.9836066,0.952381,0.9677419
1071,None,Pitman,Low,High,10000,7,0.9444444,0.85,0.8947368
1072,None,Pitman,High,High,10000,9,1.0,0.7793765,0.8760108
1073,None,Pitman,High,Low,10000,9,1.0,0.936901,0.9674227
1074,None,Pitman,Medium,High,10000,9,0.9925743,0.8234086,0.9001122
1075,None,Pitman,Medium,Low,10000,9,1.0,0.9191919,0.9578947
1076,None,Pitman,Very High,High,10000,9,0.9951535,0.8262911,0.9028948
1077,None,Pitman,Low,Low,10000,9,0.9677419,0.952381,0.96
1078,None,Pitman,Very High,Low,10000,9,1.0,0.921762,0.9592884
1079,None,Pitman,Low,High,10000,9,0.9107143,0.85,0.8793103
1080,None,Pitman,High,High,10000,11,0.9969543,0.784972,0.8783542
1081,None,Pitman,Medium,High,10000,11,0.992665,0.8336756,0.90625
1082,None,Pitman,Low,Low,10000,11,0.9836066,0.952381,0.9677419
1083,None,Pitman,Medium,Low,10000,11,1.0,0.9232323,0.960084
1084,None,Pitman,Very High,Low,10000,11,1.0,0.921762,0.9592884
1085,None,Pitman,Very High,High,10000,11,0.9943457,0.8256204,0.902162
1086,None,Pitman,Low,High,10000,11,0.9444444,0.85,0.8947368
1087,None,Pitman,High,Low,10000,11,1.0,0.936901,0.9674227
1088,None,Pitman,Low,High,10000,13,0.9272727,0.85,0.8869565
1089,None,Pitman,Medium,Low,10000,13,1.0,0.9191919,0.9578947
1090,None,Pitman,Very High,High,10000,13,0.996769,0.8276325,0.9043606
1091,None,Pitman,High,High,10000,13,0.9928862,0.7809752,0.8742729
1092,None,Pitman,Low,Low,10000,13,0.9677419,0.952381,0.96
1093,None,Pitman,High,Low,10000,13,1.0,0.9353035,0.9665704
1094,None,Pitman,Very High,Low,10000,13,1.0,0.921762,0.9592884
1095,None,Pitman,Medium,High,10000,13,0.9902913,0.8377823,0.9076752
1096,None,Pitman,High,High,10000,15,0.9898374,0.7785771,0.8715884
1097,None,Pitman,Low,Low,10000,15,0.9836066,0.952381,0.9677419
1098,None,Pitman,Very High,High,10000,15,0.9967768,0.8296445,0.9055637
1099,None,Pitman,Medium,High,10000,15,0.9926471,0.8316222,0.9050279
1100,None,Pitman,Very High,Low,10000,15,1.0,0.921762,0.9592884
1101,None,Pitman,High,Low,10000,15,1.0,0.9353035,0.9665704
1102,None,Pitman,Medium,Low,10000,15,1.0,0.9191919,0.9578947
1103,None,Pitman,Low,High,10000,15,0.9272727,0.85,0.8869565
1104,None,Pitman,Low,Low,10000,17,0.9836066,0.952381,0.9677419
1105,None,Pitman,Very High,Low,10000,17,1.0,0.9230769,0.96
1106,None,Pitman,Medium,High,10000,17,0.9832134,0.8418891,0.9070796
1107,None,Pitman,Low,High,10000,17,0.9272727,0.85,0.8869565
1108,None,Pitman,Medium,Low,10000,17,1.0,0.9191919,0.9578947
1109,None,Pitman,Very High,High,10000,17,0.996769,0.8276325,0.9043606
1110,None,Pitman,High,High,10000,17,1.0,0.7857714,0.8800358
1111,None,Pitman,High,Low,10000,17,1.0,0.9353035,0.9665704
1112,None,Pitman,Low,Low,10000,19,0.9836066,0.952381,0.9677419
1113,None,Pitman,Low,High,10000,19,0.9272727,0.85,0.8869565
1114,None,Pitman,High,High,10000,19,0.9969168,0.7753797,0.8723022
1115,None,Pitman,Medium,High,10000,19,0.9904762,0.8542094,0.9173098
1116,None,Pitman,Very High,Low,10000,19,1.0,0.921762,0.9592884
1117,None,Pitman,Medium,Low,10000,19,1.0,0.9232323,0.960084
1118,None,Pitman,Very High,High,10000,19,1.0,0.8343394,0.9096892
1119,None,Pitman,High,Low,10000,19,1.0,0.936901,0.9674227
1120,None,uniform,Low,High,10000,0,0.265625,0.85,0.4047619
1121,None,uniform,Very High,Low,10000,0,1.0,0.921762,0.9592884
1122,None,uniform,Medium,High,10000,0,0.9738717,0.8418891,0.9030837
1123,None,uniform,Very High,High,10000,0,1.0,0.8229376,0.9028698
1124,None,uniform,High,High,10000,0,1.0,0.7801759,0.8765155
1125,None,uniform,Medium,Low,10000,0,1.0,0.9191919,0.9578947
1126,None,uniform,High,Low,10000,0,1.0,0.936901,0.9674227
1127,None,uniform,Low,Low,10000,0,0.2912621,0.952381,0.4460967
1128,None,uniform,Very High,High,10000,2,1.0,0.8256204,0.904482
1129,None,uniform,Medium,Low,10000,2,1.0,0.9191919,0.9578947
1130,None,uniform,Low,Low,10000,2,0.3030303,0.952381,0.4597701
1131,None,uniform,Low,High,10000,2,0.2771739,0.85,0.4180328
1132,None,uniform,Very High,Low,10000,2,1.0,0.921762,0.9592884
1133,None,uniform,Medium,High,10000,2,0.9785714,0.8439425,0.9062845
1134,None,uniform,High,High,10000,2,0.9969419,0.7817746,0.8763441
1135,None,uniform,High,Low,10000,2,1.0,0.9337061,0.9657166
1136,None,uniform,Low,High,10000,4,0.255,0.85,0.3923077
1137,None,uniform,Very High,High,10000,4,1.0,0.8249497,0.9040794
1138,None,uniform,High,Low,10000,4,1.0,0.9353035,0.9665704
1139,None,uniform,Low,Low,10000,4,0.2970297,0.952381,0.4528302
1140,None,uniform,High,High,10000,4,1.0,0.7801759,0.8765155
1141,None,uniform,Medium,High,10000,4,0.9831731,0.8398357,0.9058693
1142,None,uniform,Very High,Low,10000,4,1.0,0.921762,0.9592884
1143,None,uniform,Medium,Low,10000,4,0.9978214,0.9252525,0.9601677
1144,None,uniform,Medium,Low,10000,6,1.0,0.9191919,0.9578947
1145,None,uniform,Medium,High,10000,6,0.9855422,0.8398357,0.9068736
1146,None,uniform,High,Low,10000,6,1.0,0.936901,0.9674227
1147,None,uniform,Very High,High,10000,6,1.0,0.8323273,0.9084919
1148,None,uniform,Very High,Low,10000,6,1.0,0.921762,0.9592884
1149,None,uniform,High,High,10000,6,1.0,0.7865707,0.8805369
1150,None,uniform,Low,High,10000,6,0.255,0.85,0.3923077
1151,None,uniform,Low,Low,10000,6,0.3092784,0.952381,0.4669261
1152,None,uniform,Low,Low,10000,8,0.3157895,0.952381,0.4743083
1153,None,uniform,Low,High,10000,8,0.2562814,0.85,0.3938224
1154,None,uniform,High,Low,10000,8,1.0,0.9353035,0.9665704
1155,None,uniform,Medium,High,10000,8,0.9809976,0.8480493,0.9096916
1156,None,uniform,Medium,Low,10000,8,1.0,0.9191919,0.9578947
1157,None,uniform,Very High,Low,10000,8,1.0,0.9197896,0.9582192
1158,None,uniform,Very High,High,10000,8,1.0,0.8222669,0.902466
1159,None,uniform,High,High,10000,8,1.0,0.7785771,0.8755056
1160,None,uniform,High,Low,10000,10,1.0,0.9353035,0.9665704
1161,None,uniform,Very High,High,10000,10,1.0,0.8350101,0.9100877
1162,None,uniform,Medium,High,10000,10,0.9854369,0.8336756,0.9032258
1163,None,uniform,Low,Low,10000,10,0.2955665,0.952381,0.4511278
1164,None,uniform,High,High,10000,10,1.0,0.7793765,0.8760108
1165,None,uniform,Very High,Low,10000,10,1.0,0.921762,0.9592884
1166,None,uniform,Low,High,10000,10,0.2628866,0.85,0.4015748
1167,None,uniform,Medium,Low,10000,10,0.997807,0.9191919,0.9568875
1168,None,uniform,Medium,High,10000,12,0.9694118,0.8459959,0.9035088
1169,None,uniform,Low,High,10000,12,0.2684211,0.85,0.408
1170,None,uniform,Very High,High,10000,12,1.0,0.8296445,0.9068915
1171,None,uniform,Very High,Low,10000,12,1.0,0.921762,0.9592884
1172,None,uniform,High,High,10000,12,0.9969388,0.7809752,0.8758404
1173,None,uniform,Low,Low,10000,12,0.3061224,0.952381,0.4633205
1174,None,uniform,High,Low,10000,12,1.0,0.9353035,0.9665704
1175,None,uniform,Medium,Low,10000,12,1.0,0.9292929,0.9633508
1176,None,uniform,Very High,High,10000,14,1.0,0.832998,0.9088913
1177,None,uniform,Low,Low,10000,14,0.3015075,0.952381,0.4580153
1178,None,uniform,High,Low,10000,14,1.0,0.9337061,0.9657166
1179,None,uniform,High,High,10000,14,1.0,0.7793765,0.8760108
1180,None,uniform,Medium,Low,10000,14,0.9978214,0.9252525,0.9601677
1181,None,uniform,Medium,High,10000,14,0.9856115,0.8439425,0.909292
1182,None,uniform,Low,High,10000,14,0.2727273,0.85,0.4129555
1183,None,uniform,Very High,Low,10000,14,1.0,0.921762,0.9592884
1184,None,uniform,Medium,High,10000,16,0.9784689,0.8398357,0.9038674
1185,None,uniform,Very High,High,10000,16,0.997561,0.8229376,0.9018743
1186,None,uniform,Low,Low,10000,16,0.3157895,0.952381,0.4743083
1187,None,uniform,Low,High,10000,16,0.2602041,0.85,0.3984375
1188,None,uniform,Medium,Low,10000,16,1.0,0.9191919,0.9578947
1189,None,uniform,Very High,Low,10000,16,1.0,0.921762,0.9592884
1190,None,uniform,High,Low,10000,16,1.0,0.9392971,0.9686985
1191,None,uniform,High,High,10000,16,0.9969388,0.7809752,0.8758404
1192,None,uniform,High,Low,10000,18,1.0,0.9353035,0.9665704
1193,None,uniform,Medium,High,10000,18,0.9739953,0.8459959,0.9054945
1194,None,uniform,High,High,10000,18,1.0,0.7793765,0.8760108
1195,None,uniform,Low,Low,10000,18,0.3141361,0.952381,0.4724409
1196,None,uniform,Medium,Low,10000,18,0.9956427,0.9232323,0.9580713
1197,None,uniform,Very High,High,10000,18,1.0,0.8289738,0.9064906
1198,None,uniform,Low,High,10000,18,0.2727273,0.85,0.4129555
1199,None,uniform,Very High,Low,10000,18,1.0,0.921762,0.9592884
1200,None,uniform,Very High,Low,10000,20,1.0,0.9230769,0.96
1201,None,uniform,Medium,Low,10000,20,1.0,0.9191919,0.9578947
1202,None,uniform,Low,Low,10000,20,0.3157895,0.952381,0.4743083
1203,None,uniform,Very High,High,10000,20,1.0,0.8269618,0.9052863
1204,None,uniform,Medium,High,10000,20,0.9783654,0.835729,0.9014396
1205,None,uniform,High,High,10000,20,1.0,0.7825739,0.8780269
1206,None,uniform,High,Low,10000,20,1.0,0.9361022,0.9669967
1207,None,uniform,Low,High,10000,20,0.2756757,0.85,0.4163265
1208,None,uniform,High,Low,10000,3,1.0,0.9337061,0.9657166
1209,None,uniform,Very High,High,10000,3,1.0,0.8222669,0.902466
1210,None,uniform,Very High,Low,10000,3,1.0,0.9230769,0.96
1211,None,uniform,Low,Low,10000,3,0.3108808,0.952381,0.46875
1212,None,uniform,Medium,High,10000,3,0.9781553,0.8275154,0.8965517
1213,None,uniform,High,High,10000,3,1.0,0.7809752,0.8770197
1214,None,uniform,Medium,Low,10000,3,1.0,0.9191919,0.9578947
1215,None,uniform,Low,High,10000,3,0.2684211,0.85,0.408
1216,None,uniform,High,Low,10000,5,1.0,0.9337061,0.9657166
1217,None,uniform,Very High,High,10000,5,1.0,0.8303152,0.907292
1218,None,uniform,Low,Low,10000,5,0.3108808,0.952381,0.46875
1219,None,uniform,Medium,Low,10000,5,0.9956236,0.9191919,0.9558824
1220,None,uniform,Very High,Low,10000,5,1.0,0.9237344,0.9603554
1221,None,uniform,High,High,10000,5,1.0,0.7841727,0.8790323
1222,None,uniform,Medium,High,10000,5,0.9760192,0.835729,0.9004425
1223,None,uniform,Low,High,10000,5,0.2628866,0.85,0.4015748
1224,None,uniform,Very High,High,10000,7,1.0,0.8202549,0.9012528
1225,None,uniform,High,Low,10000,7,1.0,0.9361022,0.9669967
1226,None,uniform,Low,Low,10000,7,0.3061224,0.952381,0.4633205
1227,None,uniform,Very High,Low,10000,7,1.0,0.9237344,0.9603554
1228,None,uniform,High,High,10000,7,1.0,0.7801759,0.8765155
1229,None,uniform,Low,High,10000,7,0.2524752,0.85,0.389313
1230,None,uniform,Medium,Low,10000,7,1.0,0.9191919,0.9578947
1231,None,uniform,Medium,High,10000,7,0.9806295,0.8316222,0.9
1232,None,uniform,Very High,Low,10000,9,1.0,0.921762,0.9592884
1233,None,uniform,Low,High,10000,9,0.2698413,0.85,0.4096386
1234,None,uniform,Low,Low,10000,9,0.3,0.952381,0.4562738
1235,None,uniform,Medium,High,10000,9,0.964455,0.835729,0.8954895
1236,None,uniform,Medium,Low,10000,9,1.0,0.9232323,0.960084
1237,None,uniform,Very High,High,10000,9,1.0,0.8309859,0.9076923
1238,None,uniform,High,High,10000,9,1.0,0.7801759,0.8765155
1239,None,uniform,High,Low,10000,9,1.0,0.936901,0.9674227
1240,None,uniform,Medium,Low,10000,11,1.0,0.9191919,0.9578947
1241,None,uniform,Low,Low,10000,11,0.2955665,0.952381,0.4511278
1242,None,uniform,High,Low,10000,11,1.0,0.9353035,0.9665704
1243,None,uniform,Very High,Low,10000,11,1.0,0.921762,0.9592884
1244,None,uniform,Very High,High,10000,11,1.0,0.8236083,0.9032733
1245,None,uniform,Medium,High,10000,11,0.976247,0.8439425,0.9052863
1246,None,uniform,Low,High,10000,11,0.2670157,0.85,0.4063745
1247,None,uniform,High,High,10000,11,1.0,0.7833733,0.8785298
1248,None,uniform,Very High,High,10000,13,0.999189,0.8262911,0.9045521
1249,None,uniform,High,Low,10000,13,1.0,0.9353035,0.9665704
1250,None,uniform,Low,Low,10000,13,0.3030303,0.952381,0.4597701
1251,None,uniform,Medium,Low,10000,13,1.0,0.9252525,0.9611752
1252,None,uniform,Very High,Low,10000,13,1.0,0.9230769,0.96
1253,None,uniform,Low,High,10000,13,0.265625,0.85,0.4047619
1254,None,uniform,Medium,High,10000,13,0.9761337,0.8398357,0.9028698
1255,None,uniform,High,High,10000,13,0.9969294,0.7785771,0.8743268
1256,None,uniform,Very High,Low,10000,15,1.0,0.9230769,0.96
1257,None,uniform,Medium,High,10000,15,0.9765258,0.8542094,0.9112815
1258,None,uniform,Low,High,10000,15,0.2642487,0.85,0.4031621
1259,None,uniform,High,High,10000,15,0.9989765,0.7801759,0.8761221
1260,None,uniform,Very High,High,10000,15,1.0,0.8276325,0.9056881
1261,None,uniform,Low,Low,10000,15,0.3141361,0.952381,0.4724409
1262,None,uniform,Medium,Low,10000,15,1.0,0.9292929,0.9633508
1263,None,uniform,High,Low,10000,15,1.0,0.9376997,0.9678483
1264,None,uniform,Very High,Low,10000,17,1.0,0.921762,0.9592884
1265,None,uniform,Very High,High,10000,17,1.0,0.8283032,0.9060895
1266,None,uniform,Medium,Low,10000,17,1.0,0.9191919,0.9578947
1267,None,uniform,Low,Low,10000,17,0.3015075,0.952381,0.4580153
1268,None,uniform,High,High,10000,17,0.9989919,0.7921663,0.883638
1269,None,uniform,High,Low,10000,17,1.0,0.9384984,0.9682736
1270,None,uniform,Low,High,10000,17,0.2642487,0.85,0.4031621
1271,None,uniform,Medium,High,10000,17,0.9830508,0.8336756,0.9022222
1272,None,uniform,High,Low,10000,19,1.0,0.9353035,0.9665704
1273,None,uniform,Low,Low,10000,19,0.3108808,0.952381,0.46875
1274,None,uniform,Very High,High,10000,19,1.0,0.8309859,0.9076923
1275,None,uniform,High,High,10000,19,1.0,0.7841727,0.8790323
1276,None,uniform,Medium,Low,10000,19,1.0,0.9191919,0.9578947
1277,None,uniform,Low,High,10000,19,0.2512315,0.85,0.3878327
1278,None,uniform,Medium,High,10000,19,0.9877451,0.8275154,0.9005587
1279,None,uniform,Very High,Low,10000,19,1.0,0.921762,0.9592884
1280,None,Bounded NBD,Low,Low,10000,0,0.9677419,0.952381,0.96
1281,None,Bounded NBD,High,High,10000,0,0.9958848,0.773781,0.8708952
1282,None,Bounded NBD,Very High,Low,10000,0,1.0,0.921762,0.9592884
1283,None,Bounded NBD,Medium,Low,10000,0,1.0,0.9191919,0.9578947
1284,None,Bounded NBD,Medium,High,10000,0,0.9878641,0.835729,0.9054505
1285,None,Bounded NBD,High,Low,10000,0,1.0,0.9353035,0.9665704
1286,None,Bounded NBD,Low,High,10000,0,0.877193,0.8333333,0.8547009
1287,None,Bounded NBD,Very High,High,10000,0,0.9975845,0.8309859,0.9066959
1288,None,Bounded NBD,High,Low,10000,2,1.0,0.9384984,0.9682736
1289,None,Bounded NBD,Very High,High,10000,2,1.0,0.8249497,0.9040794
1290,None,Bounded NBD,Medium,Low,10000,2,1.0,0.9191919,0.9578947
1291,None,Bounded NBD,Low,Low,10000,2,0.9677419,0.952381,0.96
1292,None,Bounded NBD,High,High,10000,2,0.9969849,0.7929656,0.8833482
1293,None,Bounded NBD,Medium,High,10000,2,0.992665,0.8336756,0.90625
1294,None,Bounded NBD,Low,High,10000,2,0.9107143,0.85,0.8793103
1295,None,Bounded NBD,Very High,Low,10000,2,1.0,0.921762,0.9592884
1296,None,Bounded NBD,Very High,High,10000,4,0.9903382,0.8249497,0.9001098
1297,None,Bounded NBD,Very High,Low,10000,4,1.0,0.921762,0.9592884
1298,None,Bounded NBD,High,Low,10000,4,1.0,0.9353035,0.9665704
1299,None,Bounded NBD,Medium,Low,10000,4,1.0,0.9232323,0.960084
1300,None,Bounded NBD,High,High,10000,4,0.996991,0.7945643,0.8843416
1301,None,Bounded NBD,Low,Low,10000,4,0.9677419,0.952381,0.96
1302,None,Bounded NBD,Low,High,10000,4,0.9272727,0.85,0.8869565
1303,None,Bounded NBD,Medium,High,10000,4,0.9856115,0.8439425,0.909292
1304,None,Bounded NBD,High,High,10000,6,0.9909274,0.7857714,0.8765047
1305,None,Bounded NBD,Very High,Low,10000,6,1.0,0.921762,0.9592884
1306,None,Bounded NBD,High,Low,10000,6,1.0,0.9376997,0.9678483
1307,None,Bounded NBD,Medium,Low,10000,6,1.0,0.9191919,0.9578947
1308,None,Bounded NBD,Low,High,10000,6,0.9272727,0.85,0.8869565
1309,None,Bounded NBD,Low,Low,10000,6,0.9677419,0.952381,0.96
1310,None,Bounded NBD,Very High,High,10000,6,0.9983962,0.8350101,0.9094229
1311,None,Bounded NBD,Medium,High,10000,6,0.9926829,0.835729,0.9074693
1312,None,Bounded NBD,Medium,High,10000,8,0.9926471,0.8316222,0.9050279
1313,None,Bounded NBD,Low,Low,10000,8,0.9677419,0.952381,0.96
1314,None,Bounded NBD,High,Low,10000,8,1.0,0.9376997,0.9678483
1315,None,Bounded NBD,Very High,Low,10000,8,1.0,0.921762,0.9592884
1316,None,Bounded NBD,Low,High,10000,8,0.8644068,0.85,0.8571429
1317,None,Bounded NBD,Very High,High,10000,8,0.9935536,0.8269618,0.9026354
1318,None,Bounded NBD,High,High,10000,8,0.996988,0.793765,0.8838451
1319,None,Bounded NBD,Medium,Low,10000,8,1.0,0.9191919,0.9578947
1320,None,Bounded NBD,High,Low,10000,10,1.0,0.9361022,0.9669967
1321,None,Bounded NBD,Very High,Low,10000,10,1.0,0.921762,0.9592884
1322,None,Bounded NBD,Low,Low,10000,10,0.9836066,0.952381,0.9677419
1323,None,Bounded NBD,Medium,High,10000,10,0.9903846,0.8459959,0.9125138
1324,None,Bounded NBD,Low,High,10000,10,0.8947368,0.85,0.8717949
1325,None,Bounded NBD,Very High,High,10000,10,0.9935484,0.8262911,0.9022336
1326,None,Bounded NBD,Medium,Low,10000,10,1.0,0.9191919,0.9578947
1327,None,Bounded NBD,High,High,10000,10,1.0,0.7889688,0.8820375
1328,None,Bounded NBD,Very High,High,10000,12,0.9959775,0.8303152,0.9056328
1329,None,Bounded NBD,Very High,Low,10000,12,1.0,0.921762,0.9592884
1330,None,Bounded NBD,High,Low,10000,12,1.0,0.9361022,0.9669967
1331,None,Bounded NBD,Medium,High,10000,12,0.9784173,0.8377823,0.9026549
1332,None,Bounded NBD,Low,High,10000,12,0.9107143,0.85,0.8793103
1333,None,Bounded NBD,Low,Low,10000,12,0.9677419,0.952381,0.96
1334,None,Bounded NBD,High,High,10000,12,0.9979737,0.7873701,0.8802502
1335,None,Bounded NBD,Medium,Low,10000,12,0.997807,0.9191919,0.9568875
1336,None,Bounded NBD,Very High,Low,10000,14,1.0,0.921762,0.9592884
1337,None,Bounded NBD,Medium,High,10000,14,0.9878935,0.8377823,0.9066667
1338,None,Bounded NBD,High,Low,10000,14,1.0,0.936901,0.9674227
1339,None,Bounded NBD,Very High,High,10000,14,0.9935743,0.8296445,0.9042398
1340,None,Bounded NBD,Low,High,10000,14,0.8947368,0.85,0.8717949
1341,None,Bounded NBD,High,High,10000,14,0.989858,0.7801759,0.8725972
1342,None,Bounded NBD,Medium,Low,10000,14,1.0,0.9191919,0.9578947
1343,None,Bounded NBD,Low,Low,10000,14,0.9836066,0.952381,0.9677419
1344,None,Bounded NBD,High,High,10000,16,0.994,0.7945643,0.883163
1345,None,Bounded NBD,Low,Low,10000,16,0.9677419,0.952381,0.96
1346,None,Bounded NBD,Medium,High,10000,16,0.9783133,0.8336756,0.9002217
1347,None,Bounded NBD,Low,High,10000,16,0.9107143,0.85,0.8793103
1348,None,Bounded NBD,Very High,High,10000,16,0.9959872,0.8323273,0.9068323
1349,None,Bounded NBD,Very High,Low,10000,16,1.0,0.921762,0.9592884
1350,None,Bounded NBD,High,Low,10000,16,1.0,0.9353035,0.9665704
1351,None,Bounded NBD,Medium,Low,10000,16,1.0,0.9191919,0.9578947
1352,None,Bounded NBD,High,Low,10000,18,1.0,0.9392971,0.9686985
1353,None,Bounded NBD,Low,High,10000,18,0.8947368,0.85,0.8717949
1354,None,Bounded NBD,Medium,High,10000,18,0.9877451,0.8275154,0.9005587
1355,None,Bounded NBD,Very High,High,10000,18,0.9976134,0.8410463,0.9126638
1356,None,Bounded NBD,Medium,Low,10000,18,1.0,0.9191919,0.9578947
1357,None,Bounded NBD,High,High,10000,18,0.9918946,0.7825739,0.8748883
1358,None,Bounded NBD,Low,Low,10000,18,0.9677419,0.952381,0.96
1359,None,Bounded NBD,Very High,Low,10000,18,1.0,0.921762,0.9592884
1360,None,Bounded NBD,High,Low,10000,20,1.0,0.9361022,0.9669967
1361,None,Bounded NBD,Low,Low,10000,20,0.9836066,0.952381,0.9677419
1362,None,Bounded NBD,Very High,Low,10000,20,1.0,0.921762,0.9592884
1363,None,Bounded NBD,Low,High,10000,20,0.9107143,0.85,0.8793103
1364,None,Bounded NBD,Medium,High,10000,20,0.9856115,0.8439425,0.909292
1365,None,Bounded NBD,Medium,Low,10000,20,1.0,0.9232323,0.960084
1366,None,Bounded NBD,Very High,High,10000,20,0.9983779,0.8256204,0.9038179
1367,None,Bounded NBD,High,High,10000,20,0.9939394,0.7865707,0.8781794
1368,None,Bounded NBD,Low,High,10000,3,0.9272727,0.85,0.8869565
1369,None,Bounded NBD,Medium,High,10000,3,0.9951456,0.8418891,0.9121246
1370,None,Bounded NBD,Medium,Low,10000,3,1.0,0.9232323,0.960084
1371,None,Bounded NBD,Very High,High,10000,3,0.9919872,0.8303152,0.9039796
1372,None,Bounded NBD,Very High,Low,10000,3,1.0,0.921762,0.9592884
1373,None,Bounded NBD,High,Low,10000,3,1.0,0.9384984,0.9682736
1374,None,Bounded NBD,High,High,10000,3,0.9969419,0.7817746,0.8763441
1375,None,Bounded NBD,Low,Low,10000,3,0.9836066,0.952381,0.9677419
1376,None,Bounded NBD,High,High,10000,5,0.993921,0.7841727,0.8766756
1377,None,Bounded NBD,Medium,Low,10000,5,1.0,0.9191919,0.9578947
1378,None,Bounded NBD,Low,Low,10000,5,0.9836066,0.952381,0.9677419
1379,None,Bounded NBD,Low,High,10000,5,0.9107143,0.85,0.8793103
1380,None,Bounded NBD,Very High,High,10000,5,0.9951807,0.8309859,0.9057018
1381,None,Bounded NBD,Medium,High,10000,5,0.9784173,0.8377823,0.9026549
1382,None,Bounded NBD,Very High,Low,10000,5,1.0,0.921762,0.9592884
1383,None,Bounded NBD,High,Low,10000,5,1.0,0.9353035,0.9665704
1384,None,Bounded NBD,Very High,Low,10000,7,1.0,0.921762,0.9592884
1385,None,Bounded NBD,Low,Low,10000,7,0.9677419,0.952381,0.96
1386,None,Bounded NBD,High,High,10000,7,0.9939759,0.7913669,0.8811749
1387,None,Bounded NBD,Medium,High,10000,7,0.9856115,0.8439425,0.909292
1388,None,Bounded NBD,High,Low,10000,7,1.0,0.936901,0.9674227
1389,None,Bounded NBD,Low,High,10000,7,0.8947368,0.85,0.8717949
1390,None,Bounded NBD,Very High,High,10000,7,0.9911504,0.8262911,0.9012436
1391,None,Bounded NBD,Medium,Low,10000,7,1.0,0.9191919,0.9578947
1392,None,Bounded NBD,High,High,10000,9,0.9949187,0.7825739,0.8760626
1393,None,Bounded NBD,Very High,High,10000,9,0.9927536,0.8269618,0.9023052
1394,None,Bounded NBD,Low,High,10000,9,0.8947368,0.85,0.8717949
1395,None,Bounded NBD,Low,Low,10000,9,0.9677419,0.952381,0.96
1396,None,Bounded NBD,Very High,Low,10000,9,1.0,0.921762,0.9592884
1397,None,Bounded NBD,High,Low,10000,9,1.0,0.9376997,0.9678483
1398,None,Bounded NBD,Medium,Low,10000,9,1.0,0.9191919,0.9578947
1399,None,Bounded NBD,Medium,High,10000,9,0.9786223,0.8459959,0.907489
1400,None,Bounded NBD,High,Low,10000,11,1.0,0.9353035,0.9665704
1401,None,Bounded NBD,Medium,High,10000,11,0.9831325,0.8377823,0.9046563
1402,None,Bounded NBD,Very High,Low,10000,11,1.0,0.921762,0.9592884
1403,None,Bounded NBD,Very High,High,10000,11,0.9959645,0.8276325,0.9040293
1404,None,Bounded NBD,Low,High,10000,11,0.8947368,0.85,0.8717949
