,model,cluster_size,num_iter,duplicates,distortion,m1,m2,m3,date
3218,None,10,10000,0.1,1,0.8947368,0.85,0.8717949,Wed_Mar__6_11_55_57_2024
3219,None,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_12_24_52_2024
3220,None,10,10000,1,1,0.9807229,0.835729,0.902439,Wed_Mar__6_10_02_11_2024
3221,None,10,10000,0.1,1,0.9107143,0.85,0.8793103,Wed_Mar__6_10_31_06_2024
3222,None,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_12_56_09_2024
3223,None,10,10000,100,1,0.9959936,0.8336687,0.9076305,Wed_Mar__6_12_56_36_2024
3224,None,10,10000,8,1,0.9969481,0.7833733,0.87735,Wed_Mar__6_13_35_44_2024
3225,None,10,10000,0.1,1,0.9107143,0.85,0.8793103,Wed_Mar__6_10_02_07_2024
3226,None,10,50000,8,1,0.9970179,0.8017586,0.8887904,Tue_Mar__5_19_26_55_2024
3227,None,10,50000,8,1,0.9940828,0.8057554,0.8900662,Tue_Mar__5_14_09_12_2024
3228,None,10,50000,8,1,0.9970209,0.802558,0.8892826,Tue_Mar__5_18_00_39_2024
3229,None,10,50000,1,1,0.9904762,0.8542094,0.9173098,Tue_Mar__5_20_08_22_2024
3230,None,10,50000,1,1,0.9903846,0.8459959,0.9125138,Tue_Mar__5_18_41_03_2024
3231,None,10,50000,8,1,0.9970385,0.8073541,0.8922261,Tue_Mar__5_15_47_42_2024
3232,None,10,50000,1,1,0.9904306,0.8501027,0.9149171,Tue_Mar__5_18_00_38_2024
3233,None,10,50000,8,1,0.994,0.7945643,0.883163,Tue_Mar__5_16_31_39_2024
3234,None,10,50000,1,1,0.9927711,0.8459959,0.9135255,Tue_Mar__5_19_26_54_2024
3235,None,10,50000,1,1,0.9741784,0.8521561,0.9090909,Tue_Mar__5_16_31_38_2024
3236,None,10,50000,8,1,0.996994,0.7953637,0.8848377,Tue_Mar__5_17_14_43_2024
3237,None,10,50000,1,1,0.9951691,0.8459959,0.9145394,Tue_Mar__5_20_49_51_2024
3238,None,10,50000,1,1,0.9880668,0.8501027,0.9139073,Tue_Mar__5_17_14_40_2024
3239,None,10,50000,8,1,0.997009,0.7993605,0.8873114,Tue_Mar__5_20_49_53_2024
3240,None,10,50000,8,1,1.0,0.8145484,0.8977974,Tue_Mar__5_20_08_23_2024
3241,None,10,50000,1,1,0.9927711,0.8459959,0.9135255,Tue_Mar__5_15_47_41_2024
3242,None,10,50000,1,1,0.9929078,0.862423,0.9230769,Tue_Mar__5_14_09_10_2024
3243,None,10,50000,8,1,0.992126,0.8057554,0.889281,Tue_Mar__5_18_41_05_2024
3244,None,10,10000,8,1,0.9939024,0.7817746,0.8751678,Wed_Mar__6_15_24_27_2024
3245,None,10,10000,100,1,0.9951456,0.8249497,0.9020902,Wed_Mar__6_14_55_43_2024
3246,None,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_14_23_45_2024
3247,None,10,10000,1,1,0.9784173,0.8377823,0.9026549,Wed_Mar__6_14_19_55_2024
3248,None,10,10000,8,1,0.9969574,0.7857714,0.8788556,Wed_Mar__6_14_52_16_2024
3249,None,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_14_40_03_2024
3250,None,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_14_40_05_2024
3251,None,10,10000,8,1,0.9949444,0.7865707,0.8785714,Wed_Mar__6_14_55_41_2024
3252,None,10,10000,0.1,1,0.9090909,0.8333333,0.8695652,Wed_Mar__6_14_19_50_2024
3253,None,10,10000,1,1,0.9904077,0.8480493,0.9137168,Wed_Mar__6_14_24_17_2024
3254,None,10,10000,0.1,1,0.8947368,0.85,0.8717949,Wed_Mar__6_14_24_15_2024
3255,None,10,10000,1,0,0.9978166,0.9232323,0.9590766,Wed_Mar__6_15_24_04_2024
3256,None,10,10000,100,1,0.9983858,0.8296445,0.9062271,Wed_Mar__6_14_24_22_2024
3257,None,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_14_19_34_2024
3258,None,10,10000,8,1,1.0,0.7889688,0.8820375,Wed_Mar__6_14_24_20_2024
3259,None,10,10000,0.1,1,0.9272727,0.85,0.8869565,Wed_Mar__6_14_40_09_2024
3260,None,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_15_24_05_2024
3261,None,10,10000,8,1,0.996945,0.7825739,0.8768473,Wed_Mar__6_14_19_58_2024
3262,None,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_10_01_45_2024
3263,None,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_14_55_32_2024
3264,None,10,10000,100,1,0.992,0.8316566,0.9047793,Wed_Mar__6_14_23_57_2024
3265,None,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_14_39_46_2024
3266,None,10,10000,100,1,0.9943411,0.8249497,0.9017595,Wed_Mar__6_14_20_02_2024
3267,None,10,10000,100,0,1.0,0.9230769,0.96,Wed_Mar__6_15_24_08_2024
3268,None,10,10000,100,1,0.9959775,0.8303152,0.9056328,Wed_Mar__6_15_24_31_2024
3269,None,10,10000,8,0,1.0,0.9337061,0.9657166,Wed_Mar__6_10_01_50_2024
3270,None,10,10000,8,1,1.0,0.784972,0.8795343,Wed_Mar__6_14_55_19_2024
3271,None,10,10000,100,1,0.9975865,0.8316566,0.9070958,Wed_Mar__6_14_52_20_2024
3272,None,10,10000,100,1,0.9935536,0.8269618,0.9026354,Wed_Mar__6_10_27_57_2024
3273,None,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_14_55_29_2024
3274,None,10,10000,1,1,0.9854015,0.8316222,0.9020045,Wed_Mar__6_14_39_52_2024
3275,None,10,10000,0.1,1,0.8947368,0.85,0.8717949,Wed_Mar__6_14_52_06_2024
3276,None,10,10000,8,0,1.0,0.9361022,0.9669967,Wed_Mar__6_14_55_12_2024
3277,None,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_14_40_08_2024
3278,None,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_14_19_29_2024
3279,None,10,10000,8,0,1.0,0.9337061,0.9657166,Wed_Mar__6_14_23_48_2024
3280,None,10,10000,100,1,1.0,0.8303152,0.907292,Wed_Mar__6_14_40_15_2024
3281,None,10,10000,0.1,0,0.9375,0.952381,0.9448819,Wed_Mar__6_14_24_06_2024
3282,None,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_14_55_35_2024
3283,None,10,10000,100,0,0.9978602,0.9197896,0.9572357,Wed_Mar__6_10_27_44_2024
3284,None,10,10000,1,1,0.9901478,0.825462,0.9003359,Wed_Mar__6_14_55_39_2024
3285,None,10,10000,8,0,1.0,0.9392971,0.9686985,Wed_Mar__6_14_24_11_2024
3286,None,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_10_01_56_2024
3287,None,10,10000,0.1,1,0.9107143,0.85,0.8793103,Wed_Mar__6_14_39_48_2024
3288,None,10,10000,100,0,1.0,0.9230769,0.96,Wed_Mar__6_14_24_12_2024
3289,None,10,10000,1,1,0.9879808,0.8439425,0.910299,Wed_Mar__6_14_23_53_2024
3290,None,10,10000,1,1,0.9878935,0.8377823,0.9066667,Wed_Mar__6_15_24_23_2024
3291,None,10,10000,8,1,0.9919192,0.784972,0.8763945,Wed_Mar__6_14_23_56_2024
3292,None,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_14_23_51_2024
3293,None,10,10000,1,1,0.9903148,0.8398357,0.9088889,Wed_Mar__6_10_02_02_2024
3294,None,10,10000,0.1,1,0.9107143,0.85,0.8793103,Wed_Mar__6_14_55_17_2024
3295,None,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_14_39_45_2024
3296,None,10,10000,100,1,0.9959775,0.8303152,0.9056328,Wed_Mar__6_14_55_21_2024
3297,None,10,10000,0.1,1,0.9272727,0.85,0.8869565,Wed_Mar__6_14_55_34_2024
3298,None,10,10000,1,1,0.9763593,0.8480493,0.9076923,Wed_Mar__6_14_55_17_2024
3299,None,10,10000,100,1,0.9983949,0.8343394,0.9090245,Wed_Mar__6_14_39_56_2024
3300,None,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_15_24_00_2024
3301,None,10,10000,1,0,1.0,0.9252525,0.9611752,Wed_Mar__6_10_01_48_2024
3302,None,10,10000,1,1,0.9856115,0.8439425,0.909292,Wed_Mar__6_14_40_16_2024
3303,None,10,10000,100,1,0.9975826,0.8303152,0.9062958,Wed_Mar__6_10_02_09_2024
3304,None,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_14_55_27_2024
3305,None,10,10000,8,0,1.0,0.9337061,0.9657166,Wed_Mar__6_14_19_39_2024
3306,None,10,10000,0.1,0,0.952381,0.952381,0.952381,Wed_Mar__6_14_39_40_2024
3307,None,10,10000,1,0,0.991342,0.9252525,0.9571578,Wed_Mar__6_10_27_40_2024
3308,None,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_14_51_49_2024
3309,None,10,10000,8,1,0.9969325,0.7793765,0.8748318,Wed_Mar__6_10_02_06_2024
3310,None,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_14_55_14_2024
3311,None,10,10000,8,1,0.9969388,0.7809752,0.8758404,Wed_Mar__6_14_39_54_2024
3312,None,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_14_55_09_2024
3313,None,10,10000,1,1,0.9856115,0.8439425,0.909292,Wed_Mar__6_14_52_12_2024
3314,None,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_14_19_46_2024
3315,None,10,10000,8,1,0.9969419,0.7817746,0.8763441,Wed_Mar__6_14_40_17_2024
3316,None,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_14_39_42_2024
3317,None,10,10000,0.1,1,0.9272727,0.85,0.8869565,Wed_Mar__6_14_23_52_2024
3318,None,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_14_24_08_2024
3319,None,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_14_51_57_2024
3320,None,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_14_23_44_2024
3321,None,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_14_40_11_2024
3322,None,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_14_51_53_2024
3323,None,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_14_55_07_2024
3324,None,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_10_27_42_2024
3325,None,10,10000,0.1,1,0.8947368,0.85,0.8717949,Wed_Mar__6_10_01_59_2024
3326,None,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_14_51_57_2024
3327,None,10,50000,8,1,0.9970472,0.8097522,0.8936921,Tue_Mar__5_19_34_23_2024
3328,None,10,50000,8,1,0.991133,0.8041567,0.8879082,Tue_Mar__5_14_09_11_2024
3329,None,10,50000,8,1,0.9970326,0.8057554,0.8912467,Tue_Mar__5_20_11_06_2024
3330,None,10,50000,1,1,0.992891,0.8603696,0.9218922,Tue_Mar__5_18_52_56_2024
3331,None,10,50000,8,1,0.9970268,0.8041567,0.8902655,Tue_Mar__5_15_47_55_2024
3332,None,10,50000,1,1,0.9881797,0.8583162,0.9186813,Tue_Mar__5_20_11_05_2024
3333,None,10,50000,1,1,0.9855769,0.8418891,0.9080842,Tue_Mar__5_15_47_54_2024
3334,None,10,50000,1,1,0.9905213,0.8583162,0.919692,Tue_Mar__5_16_24_06_2024
3335,None,10,50000,1,1,0.9881517,0.8562628,0.9174917,Tue_Mar__5_17_01_10_2024
3336,None,10,50000,1,1,0.9928058,0.8501027,0.9159292,Tue_Mar__5_17_37_14_2024
3337,None,10,50000,1,1,0.9904077,0.8480493,0.9137168,Tue_Mar__5_19_34_22_2024
3338,None,10,50000,1,1,0.9904306,0.8501027,0.9149171,Tue_Mar__5_18_15_50_2024
3339,None,10,50000,8,1,0.9950348,0.8009592,0.8875111,Tue_Mar__5_16_24_07_2024
3340,None,10,50000,8,1,0.9940476,0.8009592,0.8871182,Tue_Mar__5_18_52_57_2024
3341,None,10,50000,8,1,1.0,0.8009592,0.8894807,Tue_Mar__5_17_01_12_2024
3342,None,10,50000,1,1,0.9928741,0.8583162,0.9207048,Tue_Mar__5_14_09_10_2024
3343,None,10,50000,8,1,1.0,0.8041567,0.8914488,Tue_Mar__5_18_15_51_2024
3344,None,10,50000,8,1,1.0,0.8041567,0.8914488,Tue_Mar__5_17_37_15_2024
3345,No Empirical,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_15_30_40_2024
3346,No Empirical,10,10000,1,1,0.9925,0.8151951,0.8951522,Wed_Mar__6_12_44_00_2024
3347,No Empirical,10,10000,8,1,1.0,0.7809752,0.8770197,Wed_Mar__6_11_24_19_2024
3348,No Empirical,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_11_23_58_2024
3349,No Empirical,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_12_03_13_2024
3350,No Empirical,10,10000,0.1,1,1.0,0.75,0.8571429,Wed_Mar__6_13_29_32_2024
3351,No Empirical,10,10000,8,1,0.996888,0.7681855,0.8677201,Wed_Mar__6_14_10_36_2024
3352,No Empirical,10,10000,1,1,0.9973684,0.7782341,0.8742791,Wed_Mar__6_13_29_42_2024
3353,No Empirical,10,10000,8,1,0.9948718,0.7753797,0.8715184,Wed_Mar__6_13_29_46_2024
3354,No Empirical,10,10000,1,1,0.9894459,0.7700205,0.8660508,Wed_Mar__6_12_03_24_2024
3355,No Empirical,10,10000,1,1,0.9920635,0.7700205,0.867052,Wed_Mar__6_14_10_32_2024
3356,No Empirical,10,10000,1,0,1.0,0.9252525,0.9611752,Wed_Mar__6_13_29_26_2024
3357,No Empirical,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_14_10_15_2024
3358,No Empirical,10,10000,1,0,0.997807,0.9191919,0.9568875,Wed_Mar__6_15_30_37_2024
3359,No Empirical,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_12_43_49_2024
3360,No Empirical,10,10000,0.1,1,1.0,0.7666667,0.8679245,Wed_Mar__6_10_43_10_2024
3361,No Empirical,10,10000,8,0,1.0,0.9337061,0.9657166,Wed_Mar__6_14_10_21_2024
3362,No Empirical,10,10000,8,0,0.9974425,0.9345048,0.9649485,Wed_Mar__6_11_23_59_2024
3363,No Empirical,10,10000,0.1,1,1.0,0.7333333,0.8461538,Wed_Mar__6_10_04_11_2024
3364,No Empirical,10,10000,8,0,1.0,0.9376997,0.9678483,Wed_Mar__6_13_29_30_2024
3365,No Empirical,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_10_42_58_2024
3366,No Empirical,10,10000,100,1,0.9983779,0.8256204,0.9038179,Wed_Mar__6_14_49_33_2024
3367,No Empirical,10,10000,1,1,0.9824121,0.8028747,0.8836158,Wed_Mar__6_14_49_26_2024
3368,No Empirical,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_13_29_34_2024
3369,No Empirical,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_10_43_02_2024
3370,No Empirical,10,10000,8,1,0.9979079,0.7625899,0.864522,Wed_Mar__6_10_43_15_2024
3371,No Empirical,10,10000,0.1,1,1.0,0.8,0.8888889,Wed_Mar__6_12_03_21_2024
3372,No Empirical,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_15_30_33_2024
3373,No Empirical,10,10000,100,1,0.9943639,0.8283032,0.9037688,Wed_Mar__6_13_29_49_2024
3374,No Empirical,10,10000,8,0,1.0,0.9376997,0.9678483,Wed_Mar__6_10_04_03_2024
3375,No Empirical,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_11_23_54_2024
3376,No Empirical,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_12_43_43_2024
3377,No Empirical,10,10000,8,0,1.0,0.9361022,0.9669967,Wed_Mar__6_14_49_11_2024
3378,No Empirical,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_13_29_23_2024
3379,No Empirical,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_10_43_07_2024
3380,No Empirical,10,10000,0.1,1,1.0,0.7833333,0.8785047,Wed_Mar__6_12_43_54_2024
3381,No Empirical,10,10000,100,1,0.9975649,0.824279,0.9026809,Wed_Mar__6_10_43_18_2024
3382,No Empirical,10,10000,100,1,0.9975649,0.824279,0.9026809,Wed_Mar__6_10_04_22_2024
3383,No Empirical,10,10000,100,1,0.9959742,0.8296445,0.9052323,Wed_Mar__6_12_03_29_2024
3384,No Empirical,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_12_03_15_2024
3385,No Empirical,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_03_10_2024
3386,No Empirical,10,10000,8,1,1.0,0.753797,0.8596171,Wed_Mar__6_10_04_19_2024
3387,No Empirical,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_14_10_22_2024
3388,No Empirical,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_10_43_00_2024
3389,No Empirical,10,10000,0.1,1,1.0,0.7833333,0.8785047,Wed_Mar__6_15_30_48_2024
3390,No Empirical,10,10000,8,1,0.9948187,0.7673861,0.866426,Wed_Mar__6_15_30_55_2024
3391,No Empirical,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_11_24_07_2024
3392,No Empirical,10,10000,100,1,1.0,0.8276325,0.9056881,Wed_Mar__6_11_24_23_2024
3393,No Empirical,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_12_43_54_2024
3394,No Empirical,10,10000,1,1,0.9890411,0.7412731,0.8474178,Wed_Mar__6_11_24_15_2024
3395,No Empirical,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_12_03_18_2024
3396,No Empirical,10,10000,1,1,0.9921466,0.7782341,0.872267,Wed_Mar__6_10_43_12_2024
3397,No Empirical,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_14_49_09_2024
3398,No Empirical,10,10000,1,1,0.9897959,0.7967146,0.8828214,Wed_Mar__6_15_30_52_2024
3399,No Empirical,10,10000,0.1,1,1.0,0.7833333,0.8785047,Wed_Mar__6_11_24_11_2024
3400,No Empirical,10,10000,8,1,0.9989659,0.7721823,0.871055,Wed_Mar__6_12_03_27_2024
3401,No Empirical,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_12_43_46_2024
3402,No Empirical,10,10000,0.1,1,1.0,0.7833333,0.8785047,Wed_Mar__6_14_10_25_2024
3403,No Empirical,10,10000,100,0,1.0,0.9230769,0.96,Wed_Mar__6_14_49_19_2024
3404,No Empirical,10,10000,100,1,0.9975787,0.8289738,0.9054945,Wed_Mar__6_12_44_06_2024
3405,No Empirical,10,10000,100,1,0.9959416,0.8229376,0.9012119,Wed_Mar__6_15_30_58_2024
3406,No Empirical,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_10_03_59_2024
3407,No Empirical,10,10000,1,1,0.9822785,0.7967146,0.8798186,Wed_Mar__6_10_04_16_2024
3408,No Empirical,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_14_10_20_2024
3409,No Empirical,10,10000,8,1,0.9907503,0.7705835,0.8669065,Wed_Mar__6_12_44_03_2024
3410,No Empirical,10,10000,100,1,0.997563,0.8236083,0.9022777,Wed_Mar__6_14_10_39_2024
3411,No Empirical,10,10000,8,1,0.9927984,0.7713829,0.8681961,Wed_Mar__6_14_49_30_2024
3412,No Empirical,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_10_04_03_2024
3413,No Empirical,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_10_03_56_2024
3414,No Empirical,10,10000,0.1,0,0.952381,0.952381,0.952381,Wed_Mar__6_14_49_06_2024
3415,No Empirical,10,10000,0.1,1,1.0,0.7666667,0.8679245,Wed_Mar__6_14_49_23_2024
3416,No Empirical,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_15_30_40_2024
3417,No Empirical,10,50000,1,1,0.9895288,0.7761807,0.8699655,Tue_Mar__5_22_25_12_2024
3418,No Empirical,10,50000,1,1,0.9973753,0.7802875,0.875576,Tue_Mar__5_19_36_48_2024
3419,No Empirical,10,50000,1,1,0.9919786,0.761807,0.8617886,Tue_Mar__5_17_48_39_2024
3420,No Empirical,10,50000,1,1,0.9973475,0.7720739,0.8703704,Tue_Mar__5_20_33_16_2024
3421,No Empirical,10,50000,1,1,0.9973958,0.7864476,0.8794489,Tue_Mar__5_15_53_02_2024
3422,No Empirical,10,50000,1,1,0.9899749,0.8110883,0.8916479,Tue_Mar__5_18_43_05_2024
3423,No Empirical,10,50000,1,1,0.9947368,0.7761807,0.8719723,Tue_Mar__5_16_52_55_2024
3424,No Empirical,10,50000,1,1,0.9973475,0.7720739,0.8703704,Tue_Mar__5_21_29_31_2024
3425,No Empirical,10,10000,0.1,1,1.0,0.7833333,0.8785047,Wed_Mar__6_13_34_08_2024
3426,No Empirical,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_12_06_34_2024
3427,No Empirical,10,10000,100,1,0.9975349,0.8142186,0.8966027,Wed_Mar__6_14_57_59_2024
3428,No Empirical,10,10000,100,1,0.9975689,0.8256204,0.9034862,Wed_Mar__6_12_06_50_2024
3429,No Empirical,10,10000,0.1,1,1.0,0.7833333,0.8785047,Wed_Mar__6_11_25_43_2024
3430,No Empirical,10,10000,0.1,1,1.0,0.7833333,0.8785047,Wed_Mar__6_15_38_15_2024
3431,No Empirical,10,10000,100,0,1.0,0.9243918,0.9607106,Wed_Mar__6_13_33_59_2024
3432,No Empirical,10,10000,100,1,0.997559,0.8222669,0.9014706,Wed_Mar__6_14_17_29_2024
3433,No Empirical,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_15_38_08_2024
3434,No Empirical,10,10000,0.1,1,1.0,0.7666667,0.8679245,Wed_Mar__6_10_04_30_2024
3435,No Empirical,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_10_04_27_2024
3436,No Empirical,10,10000,100,1,0.9951417,0.824279,0.9016875,Wed_Mar__6_12_46_48_2024
3437,No Empirical,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_12_06_33_2024
3438,No Empirical,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_10_04_12_2024
3439,No Empirical,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_14_57_31_2024
3440,No Empirical,10,10000,8,1,0.9989474,0.7585931,0.8623353,Wed_Mar__6_10_04_26_2024
3441,No Empirical,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_13_34_01_2024
3442,No Empirical,10,10000,1,1,0.9874687,0.8090349,0.8893905,Wed_Mar__6_13_34_10_2024
3443,No Empirical,10,10000,1,1,0.9817708,0.7741273,0.8656716,Wed_Mar__6_12_46_40_2024
3444,No Empirical,10,10000,8,1,0.996875,0.764988,0.8656716,Wed_Mar__6_11_25_49_2024
3445,No Empirical,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_14_17_00_2024
3446,No Empirical,10,10000,8,1,0.9968783,0.7657874,0.8661844,Wed_Mar__6_12_06_47_2024
3447,No Empirical,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_12_06_27_2024
3448,No Empirical,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_11_25_36_2024
3449,No Empirical,10,10000,8,1,0.9979424,0.7753797,0.8726946,Wed_Mar__6_14_57_55_2024
3450,No Empirical,10,10000,1,1,0.9775,0.8028747,0.8816234,Wed_Mar__6_14_17_21_2024
3451,No Empirical,10,10000,8,1,0.9968487,0.7585931,0.8615524,Wed_Mar__6_13_34_13_2024
3452,No Empirical,10,10000,1,1,0.9873096,0.798768,0.8830874,Wed_Mar__6_10_45_08_2024
3453,No Empirical,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_10_44_59_2024
3454,No Empirical,10,10000,8,1,0.9969168,0.7753797,0.8723022,Wed_Mar__6_14_17_25_2024
3455,No Empirical,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_11_25_38_2024
3456,No Empirical,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_10_04_23_2024
3457,No Empirical,10,10000,100,1,0.995122,0.8209256,0.8996692,Wed_Mar__6_10_04_40_2024
3458,No Empirical,10,10000,0.1,1,1.0,0.7833333,0.8785047,Wed_Mar__6_10_45_04_2024
3459,No Empirical,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_15_38_12_2024
3460,No Empirical,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_14_57_30_2024
3461,No Empirical,10,10000,1,1,0.9923858,0.8028747,0.8876277,Wed_Mar__6_11_25_46_2024
3462,No Empirical,10,10000,1,0,1.0,0.9252525,0.9611752,Wed_Mar__6_13_33_57_2024
3463,No Empirical,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_12_46_29_2024
3464,No Empirical,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_13_33_53_2024
3465,No Empirical,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_10_44_51_2024
3466,No Empirical,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_14_17_05_2024
3467,No Empirical,10,10000,100,0,1.0,0.9230769,0.96,Wed_Mar__6_11_25_41_2024
3468,No Empirical,10,10000,1,1,0.9898734,0.8028747,0.8866213,Wed_Mar__6_12_06_44_2024
3469,No Empirical,10,10000,1,1,0.9824121,0.8028747,0.8836158,Wed_Mar__6_15_38_19_2024
3470,No Empirical,10,10000,8,1,1.0,0.7529976,0.8590971,Wed_Mar__6_15_38_23_2024
3471,No Empirical,10,10000,1,1,0.982716,0.8172485,0.8923767,Wed_Mar__6_14_57_51_2024
3472,No Empirical,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_15_38_01_2024
3473,No Empirical,10,10000,1,0,0.9956332,0.9212121,0.956978,Wed_Mar__6_10_04_16_2024
3474,No Empirical,10,10000,8,1,0.9938525,0.7753797,0.8711271,Wed_Mar__6_12_46_44_2024
3475,No Empirical,10,10000,100,1,0.9951768,0.8303152,0.9053016,Wed_Mar__6_13_34_11_2024
3476,No Empirical,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_14_57_38_2024
3477,No Empirical,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_14_57_42_2024
3478,No Empirical,10,10000,0.1,1,0.9791667,0.7833333,0.8703704,Wed_Mar__6_12_06_36_2024
3479,No Empirical,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_14_17_13_2024
3480,No Empirical,10,10000,100,1,0.997557,0.8215962,0.9010666,Wed_Mar__6_11_25_52_2024
3481,No Empirical,10,10000,0.1,1,1.0,0.7666667,0.8679245,Wed_Mar__6_14_17_09_2024
3482,No Empirical,10,10000,100,1,1.0,0.824279,0.9036765,Wed_Mar__6_10_45_16_2024
3483,No Empirical,10,10000,1,0,1.0,0.9252525,0.9611752,Wed_Mar__6_15_38_04_2024
3484,No Empirical,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_25_32_2024
3485,No Empirical,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_12_46_24_2024
