,model,cluster_size,num_iter,duplicates,distortion,m1,m2,m3,date
897,No Diri,2,50000,8,1,0.9923469,0.3109512,0.473524,Tue_Mar__5_14_02_37_2024
898,No Diri,2,50000,8,1,0.9924051,0.3133493,0.4763062,Tue_Mar__5_20_38_38_2024
899,No Diri,2,50000,8,1,0.994898,0.3117506,0.4747413,Tue_Mar__5_19_19_50_2024
900,No Diri,2,50000,8,1,0.9923858,0.31255,0.4753799,Tue_Mar__5_18_40_56_2024
901,No Diri,2,50000,8,1,0.989899,0.3133493,0.476017,Tue_Mar__5_14_01_42_2024
902,No Diri,2,50000,8,1,0.9898734,0.31255,0.4750911,Tue_Mar__5_14_02_41_2024
903,No Diri,2,50000,8,1,0.9873418,0.3117506,0.4738761,Tue_Mar__5_16_43_10_2024
904,No Diri,2,50000,8,1,0.9899244,0.3141487,0.4769417,Tue_Mar__5_16_03_27_2024
905,No Diri,2,50000,8,1,0.9898477,0.3117506,0.4741641,Tue_Mar__5_18_01_14_2024
906,None,2,10000,100,0,1.0,0.312952,0.4767151,Wed_Mar__6_10_25_20_2024
907,None,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_14_55_40_2024
908,None,2,10000,1,1,0.9843137,0.5154004,0.6765499,Wed_Mar__6_13_07_33_2024
909,None,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_14_55_57_2024
910,None,2,10000,1,1,0.9843137,0.5154004,0.6765499,Wed_Mar__6_10_52_36_2024
911,None,2,10000,100,1,1.0,0.2944333,0.4549223,Wed_Mar__6_13_07_50_2024
912,None,2,10000,100,0,1.0,0.3149244,0.479,Wed_Mar__6_10_52_28_2024
913,None,2,10000,1,1,0.984556,0.523614,0.6836461,Wed_Mar__6_10_25_27_2024
914,None,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_11_20_15_2024
915,None,2,10000,8,0,1.0,0.3386581,0.5059666,Wed_Mar__6_12_13_55_2024
916,None,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_12_13_57_2024
917,None,2,10000,0.1,1,0.9074074,0.8166667,0.8596491,Wed_Mar__6_12_14_12_2024
918,None,2,10000,0.1,1,0.8909091,0.8166667,0.8521739,Wed_Mar__6_09_58_10_2024
919,None,2,10000,100,0,1.0,0.3149244,0.479,Wed_Mar__6_13_59_38_2024
920,None,2,10000,100,1,0.9954442,0.2930919,0.4528497,Wed_Mar__6_12_14_20_2024
921,None,2,10000,8,0,1.0,0.3386581,0.5059666,Wed_Mar__6_13_59_30_2024
922,None,2,10000,8,1,0.9947368,0.3021583,0.4635193,Wed_Mar__6_10_25_30_2024
923,None,2,10000,8,0,1.0,0.3386581,0.5059666,Wed_Mar__6_09_58_03_2024
924,None,2,10000,100,0,1.0,0.3155819,0.4797601,Wed_Mar__6_09_58_09_2024
925,None,2,10000,0.1,1,0.9074074,0.8166667,0.8596491,Wed_Mar__6_10_25_24_2024
926,None,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_10_52_21_2024
927,None,2,10000,1,0,1.0,0.5333333,0.6956522,Wed_Mar__6_15_51_57_2024
928,None,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_10_52_19_2024
929,None,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_15_51_54_2024
930,None,2,10000,8,0,1.0,0.336262,0.5032875,Wed_Mar__6_15_52_06_2024
931,None,2,10000,8,0,1.0,0.3378594,0.5050746,Wed_Mar__6_10_52_25_2024
932,None,2,10000,8,0,0.9976359,0.3370607,0.5038806,Wed_Mar__6_14_55_48_2024
933,None,2,10000,8,1,0.9947781,0.3045564,0.4663403,Wed_Mar__6_13_07_42_2024
934,None,2,10000,0.1,1,0.9074074,0.8166667,0.8596491,Wed_Mar__6_10_52_32_2024
935,None,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_14_55_36_2024
936,None,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_10_25_13_2024
937,None,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_10_25_18_2024
938,None,2,10000,1,1,0.9804688,0.5154004,0.6756393,Wed_Mar__6_13_59_44_2024
939,None,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_09_58_03_2024
940,None,2,10000,8,1,0.9869792,0.3029576,0.4636086,Wed_Mar__6_12_14_23_2024
941,None,2,10000,100,1,0.9977376,0.2957746,0.4562856,Wed_Mar__6_10_52_44_2024
942,None,2,10000,1,1,0.984127,0.5092402,0.6711773,Wed_Mar__6_11_20_36_2024
943,None,2,10000,0.1,1,0.9074074,0.8166667,0.8596491,Wed_Mar__6_13_59_44_2024
944,None,2,10000,0.1,1,0.8909091,0.8166667,0.8521739,Wed_Mar__6_14_56_02_2024
945,None,2,10000,0.1,0,0.9649123,0.8730159,0.9166667,Wed_Mar__6_09_57_59_2024
946,None,2,10000,100,1,0.9977427,0.2964453,0.4570838,Wed_Mar__6_10_25_32_2024
947,None,2,10000,100,1,0.9954955,0.2964453,0.4568475,Wed_Mar__6_14_56_22_2024
948,None,2,10000,8,1,0.9921053,0.3013589,0.4622931,Wed_Mar__6_10_52_40_2024
949,None,2,10000,100,0,1.0,0.3122945,0.4759519,Wed_Mar__6_11_20_26_2024
950,None,2,10000,1,1,0.9843137,0.5154004,0.6765499,Wed_Mar__6_14_56_10_2024
951,None,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_11_20_18_2024
952,None,2,10000,0.1,1,0.875,0.8166667,0.8448276,Wed_Mar__6_13_07_26_2024
953,None,2,10000,1,1,0.9805447,0.5174538,0.6774194,Wed_Mar__6_12_14_18_2024
954,None,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_10_25_15_2024
955,None,2,10000,100,0,1.0,0.312952,0.4767151,Wed_Mar__6_13_07_05_2024
956,None,2,10000,8,1,0.989418,0.2989608,0.4591774,Wed_Mar__6_11_20_41_2024
957,None,2,10000,0.1,1,0.875,0.8166667,0.8448276,Wed_Mar__6_11_20_36_2024
958,None,2,10000,8,1,0.9920635,0.2997602,0.4604052,Wed_Mar__6_09_58_15_2024
959,None,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_11_20_24_2024
960,None,2,10000,100,1,1.0,0.2944333,0.4549223,Wed_Mar__6_09_58_17_2024
961,None,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_12_13_49_2024
962,None,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_13_06_59_2024
963,None,2,10000,100,0,1.0,0.3122945,0.4759519,Wed_Mar__6_12_13_58_2024
964,None,2,10000,8,1,0.9895561,0.3029576,0.4638923,Wed_Mar__6_13_59_56_2024
965,None,2,10000,8,1,0.9921053,0.3013589,0.4622931,Wed_Mar__6_14_56_17_2024
966,None,2,10000,100,1,0.9954233,0.2917505,0.4512448,Wed_Mar__6_14_00_02_2024
967,None,2,10000,1,1,0.9693487,0.5195072,0.6764706,Wed_Mar__6_09_58_11_2024
968,None,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_13_07_07_2024
969,None,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_13_59_24_2024
970,None,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_15_52_07_2024
971,None,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_13_07_00_2024
972,None,2,10000,100,1,1.0,0.2930919,0.4533195,Wed_Mar__6_11_20_53_2024
973,None,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_13_59_24_2024
974,None,2,50000,1,1,0.9844961,0.5215606,0.6818792,Tue_Mar__5_16_57_12_2024
975,None,2,50000,8,1,0.9922879,0.3085532,0.4707317,Tue_Mar__5_18_49_24_2024
976,None,2,50000,8,1,0.9948718,0.3101519,0.4728824,Tue_Mar__5_18_12_04_2024
977,None,2,50000,1,1,0.9804688,0.5154004,0.6756393,Tue_Mar__5_16_19_58_2024
978,None,2,50000,8,1,0.9897436,0.3085532,0.4704449,Tue_Mar__5_14_05_12_2024
979,None,2,50000,1,1,0.9844358,0.5195072,0.6801075,Tue_Mar__5_17_33_55_2024
980,None,2,50000,1,1,0.9883721,0.523614,0.6845638,Tue_Mar__5_18_12_04_2024
981,None,2,50000,1,1,0.976834,0.5195072,0.6782842,Tue_Mar__5_19_26_47_2024
982,None,2,50000,8,1,0.9923077,0.3093525,0.4716636,Tue_Mar__5_17_33_56_2024
983,None,2,50000,8,1,0.9896907,0.3069544,0.4685784,Tue_Mar__5_19_26_48_2024
984,None,2,50000,1,1,0.9807692,0.523614,0.6827309,Tue_Mar__5_15_42_48_2024
985,None,2,50000,1,1,0.9769231,0.5215606,0.6800535,Tue_Mar__5_18_49_23_2024
986,None,2,50000,1,1,0.9805447,0.5174538,0.6774194,Tue_Mar__5_20_04_53_2024
987,None,2,50000,8,1,0.9923077,0.3093525,0.4716636,Tue_Mar__5_20_04_54_2024
988,None,2,50000,8,1,0.9897698,0.3093525,0.4713764,Tue_Mar__5_15_42_49_2024
989,None,2,50000,8,1,0.994832,0.3077538,0.4700855,Tue_Mar__5_16_19_59_2024
990,None,2,50000,8,1,0.9948586,0.3093525,0.4719512,Tue_Mar__5_16_57_13_2024
991,None,2,50000,1,1,0.9844358,0.5195072,0.6801075,Tue_Mar__5_14_05_11_2024
992,None,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_11_22_07_2024
993,None,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_09_58_15_2024
994,None,2,10000,8,1,0.992126,0.3021583,0.4632353,Wed_Mar__6_13_12_28_2024
995,None,2,10000,1,1,0.984375,0.5174538,0.6783311,Wed_Mar__6_13_12_21_2024
996,None,2,10000,1,1,0.9881423,0.513347,0.6756757,Wed_Mar__6_10_52_53_2024
997,None,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_10_52_41_2024
998,None,2,10000,8,1,0.9947781,0.3045564,0.4663403,Wed_Mar__6_12_16_20_2024
999,None,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_12_15_59_2024
1000,None,2,10000,1,0,0.9962547,0.5373737,0.6981627,Wed_Mar__6_15_03_59_2024
1001,None,2,10000,0.1,1,0.875,0.8166667,0.8448276,Wed_Mar__6_13_12_15_2024
1002,None,2,10000,8,1,0.994723,0.3013589,0.4625767,Wed_Mar__6_10_52_56_2024
1003,None,2,10000,100,0,1.0,0.3136095,0.4774775,Wed_Mar__6_10_26_24_2024
1004,None,2,10000,8,1,0.9920635,0.2997602,0.4604052,Wed_Mar__6_14_07_39_2024
1005,None,2,10000,100,1,0.9977376,0.2957746,0.4562856,Wed_Mar__6_12_16_27_2024
1006,None,2,10000,1,1,0.9689922,0.513347,0.6711409,Wed_Mar__6_10_26_31_2024
1007,None,2,10000,100,0,1.0,0.312952,0.4767151,Wed_Mar__6_15_04_10_2024
1008,None,2,10000,0.1,1,0.8888889,0.8,0.8421053,Wed_Mar__6_15_04_14_2024
1009,None,2,10000,8,1,0.9895013,0.3013589,0.4620098,Wed_Mar__6_10_26_35_2024
1010,None,2,10000,8,0,1.0,0.3378594,0.5050746,Wed_Mar__6_13_11_53_2024
1011,None,2,10000,0.1,1,0.9074074,0.8166667,0.8596491,Wed_Mar__6_10_26_28_2024
1012,None,2,10000,100,0,1.0,0.3122945,0.4759519,Wed_Mar__6_09_58_25_2024
1013,None,2,10000,100,1,0.9933036,0.2984574,0.4589995,Wed_Mar__6_15_04_40_2024
1014,None,2,10000,0.1,1,0.9074074,0.8166667,0.8596491,Wed_Mar__6_12_16_06_2024
1015,None,2,10000,100,0,1.0,0.3136095,0.4774775,Wed_Mar__6_10_52_47_2024
1016,None,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_12_15_42_2024
1017,None,2,10000,8,0,1.0,0.336262,0.5032875,Wed_Mar__6_10_52_42_2024
1018,None,2,10000,0.1,0,0.9649123,0.8730159,0.9166667,Wed_Mar__6_10_26_17_2024
1019,None,2,10000,8,1,0.9947917,0.3053557,0.4672783,Wed_Mar__6_15_04_34_2024
1020,None,2,10000,8,0,1.0,0.3378594,0.5050746,Wed_Mar__6_11_22_15_2024
1021,None,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_13_11_48_2024
1022,None,2,10000,100,1,1.0,0.2937626,0.4541213,Wed_Mar__6_13_12_34_2024
1023,None,2,10000,0.1,1,0.9245283,0.8166667,0.8672566,Wed_Mar__6_11_22_24_2024
1024,None,2,10000,1,1,0.96875,0.5092402,0.6675639,Wed_Mar__6_15_04_27_2024
1025,None,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_14_06_55_2024
1026,None,2,10000,100,1,0.9977324,0.295104,0.4554865,Wed_Mar__6_09_58_39_2024
1027,None,2,10000,0.1,1,0.9074074,0.8166667,0.8596491,Wed_Mar__6_09_58_28_2024
1028,None,2,10000,8,1,0.994709,0.3005596,0.4616329,Wed_Mar__6_09_58_36_2024
1029,None,2,10000,8,0,1.0,0.3354633,0.5023923,Wed_Mar__6_12_15_50_2024
1030,None,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_14_06_59_2024
1031,None,2,10000,8,0,1.0,0.3386581,0.5059666,Wed_Mar__6_10_26_22_2024
1032,None,2,10000,0.1,1,0.9245283,0.8166667,0.8672566,Wed_Mar__6_10_52_49_2024
1033,None,2,10000,0.1,0,1.0,0.8888889,0.9411765,Wed_Mar__6_15_04_00_2024
1034,None,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_10_26_19_2024
1035,None,2,10000,0.1,1,0.8909091,0.8166667,0.8521739,Wed_Mar__6_14_07_22_2024
1036,None,2,10000,100,1,0.9954751,0.295104,0.4552509,Wed_Mar__6_10_26_37_2024
1037,None,2,10000,100,1,1.0,0.2957746,0.4565217,Wed_Mar__6_14_07_47_2024
1038,None,2,10000,1,1,0.984375,0.5174538,0.6783311,Wed_Mar__6_11_22_34_2024
1039,None,2,10000,8,0,1.0,0.3386581,0.5059666,Wed_Mar__6_15_04_02_2024
1040,None,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_11_22_12_2024
1041,None,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_11_22_23_2024
1042,None,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_12_15_46_2024
1043,None,2,10000,1,0,1.0,0.5333333,0.6956522,Wed_Mar__6_13_11_53_2024
1044,None,2,10000,8,0,1.0,0.3378594,0.5050746,Wed_Mar__6_09_58_19_2024
1045,None,2,10000,100,1,0.9977011,0.2910798,0.450675,Wed_Mar__6_10_52_59_2024
1046,None,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_13_12_09_2024
1047,None,2,10000,8,1,0.992126,0.3021583,0.4632353,Wed_Mar__6_11_22_40_2024
1048,None,2,10000,1,1,0.9805447,0.5174538,0.6774194,Wed_Mar__6_09_58_32_2024
1049,None,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_14_07_01_2024
1050,None,2,10000,100,1,0.9977477,0.297116,0.4578811,Wed_Mar__6_11_22_46_2024
1051,None,2,10000,1,1,0.9767442,0.5174538,0.6765101,Wed_Mar__6_14_07_31_2024
1052,None,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_10_52_38_2024
1053,None,2,10000,100,0,1.0,0.3149244,0.479,Wed_Mar__6_14_07_15_2024
1054,None,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_09_58_17_2024
1055,None,2,10000,1,1,0.9656489,0.5195072,0.6755674,Wed_Mar__6_12_16_13_2024
1056,None,2,50000,1,1,0.9844961,0.5215606,0.6818792,Tue_Mar__5_18_56_48_2024
1057,None,2,50000,8,1,0.992268,0.3077538,0.4697987,Tue_Mar__5_14_05_45_2024
1058,None,2,50000,1,1,0.9844358,0.5195072,0.6801075,Tue_Mar__5_19_34_33_2024
1059,None,2,50000,1,1,0.9767442,0.5174538,0.6765101,Tue_Mar__5_16_21_18_2024
1060,None,2,50000,1,1,0.9843137,0.5154004,0.6765499,Tue_Mar__5_16_58_39_2024
1061,None,2,50000,8,1,0.992268,0.3077538,0.4697987,Tue_Mar__5_18_17_23_2024
1062,None,2,50000,1,1,0.9806202,0.5195072,0.6791946,Tue_Mar__5_18_17_22_2024
1063,None,2,50000,8,1,0.9922078,0.3053557,0.4669927,Tue_Mar__5_16_58_40_2024
1064,None,2,50000,1,1,0.984375,0.5174538,0.6783311,Tue_Mar__5_14_05_44_2024
1065,None,2,50000,8,1,0.9948454,0.3085532,0.4710189,Tue_Mar__5_17_36_34_2024
1066,None,2,50000,8,1,0.994832,0.3077538,0.4700855,Tue_Mar__5_18_56_49_2024
1067,None,2,50000,8,1,0.994832,0.3077538,0.4700855,Tue_Mar__5_16_21_19_2024
1068,None,2,50000,8,1,0.9897172,0.3077538,0.4695122,Tue_Mar__5_15_43_12_2024
1069,None,2,50000,1,1,0.9692308,0.5174538,0.6746988,Tue_Mar__5_15_43_11_2024
1070,None,2,50000,1,1,0.9844961,0.5215606,0.6818792,Tue_Mar__5_17_36_33_2024
1071,None,2,50000,8,1,0.9897436,0.3085532,0.4704449,Tue_Mar__5_19_34_35_2024
1072,None,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_14_04_42_2024
1073,None,2,10000,100,1,1.0,0.2977867,0.4589147,Wed_Mar__6_10_29_15_2024
1074,None,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_13_03_42_2024
1075,None,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_10_58_13_2024
1076,None,2,10000,0.1,1,0.875,0.8166667,0.8448276,Wed_Mar__6_10_29_02_2024
1077,None,2,10000,100,0,1.0,0.3149244,0.479,Wed_Mar__6_10_29_02_2024
1078,None,2,10000,0.1,1,0.9411765,0.8,0.8648649,Wed_Mar__6_13_03_50_2024
1079,None,2,10000,0.1,1,0.9245283,0.8166667,0.8672566,Wed_Mar__6_12_32_17_2024
1080,None,2,10000,8,1,0.9921671,0.303757,0.4651163,Wed_Mar__6_09_58_58_2024
1081,None,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_12_32_06_2024
1082,None,2,10000,1,1,0.9804688,0.5154004,0.6756393,Wed_Mar__6_13_03_56_2024
1083,None,2,10000,8,1,0.9894737,0.3005596,0.4610668,Wed_Mar__6_13_34_59_2024
1084,None,2,10000,100,0,1.0,0.3136095,0.4774775,Wed_Mar__6_13_03_48_2024
1085,None,2,10000,8,1,0.9921053,0.3013589,0.4622931,Wed_Mar__6_14_05_07_2024
1086,None,2,10000,0.1,1,0.8909091,0.8166667,0.8521739,Wed_Mar__6_11_29_09_2024
1087,None,2,10000,100,1,0.9977169,0.2930919,0.4530845,Wed_Mar__6_14_05_10_2024
1088,None,2,10000,1,0,1.0,0.5333333,0.6956522,Wed_Mar__6_12_32_03_2024
1089,None,2,10000,8,0,1.0,0.3378594,0.5050746,Wed_Mar__6_13_03_44_2024
1090,None,2,10000,1,1,0.9843137,0.5154004,0.6765499,Wed_Mar__6_14_05_03_2024
1091,None,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_11_29_07_2024
1092,None,2,10000,0.1,1,0.9074074,0.8166667,0.8596491,Wed_Mar__6_10_58_30_2024
1093,None,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_14_04_47_2024
1094,None,2,10000,8,0,1.0,0.3386581,0.5059666,Wed_Mar__6_10_58_17_2024
1095,None,2,10000,100,1,1.0,0.2957746,0.4565217,Wed_Mar__6_10_58_42_2024
1096,None,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_10_58_16_2024
1097,None,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_09_58_41_2024
1098,None,2,10000,8,0,1.0,0.3378594,0.5050746,Wed_Mar__6_12_01_04_2024
1099,None,2,10000,1,1,0.9769231,0.5215606,0.6800535,Wed_Mar__6_12_32_21_2024
1100,None,2,10000,100,1,1.0,0.2930919,0.4533195,Wed_Mar__6_09_59_02_2024
1101,None,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_11_29_07_2024
1102,None,2,10000,8,1,0.9894737,0.3005596,0.4610668,Wed_Mar__6_10_29_12_2024
1103,None,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_12_01_03_2024
1104,None,2,10000,1,1,0.9843137,0.5154004,0.6765499,Wed_Mar__6_09_58_55_2024
1105,None,2,10000,0.1,1,0.9074074,0.8166667,0.8596491,Wed_Mar__6_13_34_50_2024
1106,None,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_10_28_56_2024
1107,None,2,10000,8,0,1.0,0.3386581,0.5059666,Wed_Mar__6_09_58_42_2024
1108,None,2,10000,8,0,1.0,0.336262,0.5032875,Wed_Mar__6_10_29_00_2024
1109,None,2,10000,1,1,0.984375,0.5174538,0.6783311,Wed_Mar__6_13_34_56_2024
1110,None,2,10000,100,0,1.0,0.3149244,0.479,Wed_Mar__6_13_34_48_2024
1111,None,2,10000,8,0,1.0,0.3386581,0.5059666,Wed_Mar__6_13_34_44_2024
1112,None,2,10000,8,1,0.994723,0.3013589,0.4625767,Wed_Mar__6_10_58_38_2024
1113,None,2,10000,8,0,1.0,0.3354633,0.5023923,Wed_Mar__6_14_04_46_2024
1114,None,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_11_29_04_2024
1115,None,2,10000,100,1,1.0,0.2957746,0.4565217,Wed_Mar__6_13_35_02_2024
1116,None,2,10000,0.1,0,0.9491525,0.8888889,0.9180328,Wed_Mar__6_10_28_53_2024
1117,None,2,10000,1,1,0.980315,0.5112936,0.6720648,Wed_Mar__6_11_29_14_2024
1118,None,2,10000,100,1,1.0,0.2944333,0.4549223,Wed_Mar__6_13_04_02_2024
1119,None,2,10000,8,1,0.9921671,0.303757,0.4651163,Wed_Mar__6_11_29_18_2024
1120,None,2,10000,0.1,1,0.9074074,0.8166667,0.8596491,Wed_Mar__6_09_58_51_2024
1121,None,2,10000,0.1,1,0.8909091,0.8166667,0.8521739,Wed_Mar__6_14_04_59_2024
1122,None,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_13_34_43_2024
1123,None,2,10000,8,1,0.9921466,0.3029576,0.4641764,Wed_Mar__6_12_01_16_2024
1124,None,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_11_28_59_2024
1125,None,2,10000,100,0,1.0,0.312952,0.4767151,Wed_Mar__6_10_58_19_2024
1126,None,2,10000,8,1,0.9895013,0.3013589,0.4620098,Wed_Mar__6_12_32_25_2024
1127,None,2,10000,100,1,0.9954128,0.2910798,0.4504411,Wed_Mar__6_11_29_19_2024
1128,None,2,10000,8,1,0.9921053,0.3013589,0.4622931,Wed_Mar__6_13_03_59_2024
1129,None,2,10000,0.1,1,0.875,0.8166667,0.8448276,Wed_Mar__6_12_01_11_2024
1130,None,2,10000,1,1,0.972973,0.5174538,0.6756032,Wed_Mar__6_10_58_34_2024
1131,None,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_09_58_37_2024
1132,None,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_12_01_08_2024
1133,None,2,10000,100,1,0.9977273,0.2944333,0.4546867,Wed_Mar__6_12_32_28_2024
1134,None,2,10000,1,1,0.9766537,0.5154004,0.6747312,Wed_Mar__6_12_01_13_2024
1135,None,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_12_32_00_2024
1136,None,2,10000,100,0,1.0,0.3136095,0.4774775,Wed_Mar__6_14_04_56_2024
1137,None,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_12_00_58_2024
1138,None,2,10000,100,1,0.9954442,0.2930919,0.4528497,Wed_Mar__6_12_01_19_2024
1139,None,2,10000,8,0,1.0,0.3378594,0.5050746,Wed_Mar__6_12_32_09_2024
1140,None,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_13_03_40_2024
1141,None,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_09_58_35_2024
1142,None,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_13_34_40_2024
1143,None,2,10000,1,1,0.9880952,0.5112936,0.6738836,Wed_Mar__6_10_29_09_2024
1144,None,2,50000,1,1,0.9805447,0.5174538,0.6774194,Tue_Mar__5_14_06_04_2024
1145,None,2,50000,1,1,0.9883268,0.5215606,0.6827957,Tue_Mar__5_17_48_50_2024
1146,None,2,50000,8,1,0.9923077,0.3093525,0.4716636,Tue_Mar__5_16_26_32_2024
1147,None,2,50000,8,1,0.9923077,0.3093525,0.4716636,Tue_Mar__5_15_43_47_2024
1148,None,2,50000,8,1,0.9845361,0.3053557,0.4661379,Tue_Mar__5_19_12_33_2024
1149,None,2,50000,1,1,0.9727626,0.513347,0.672043,Tue_Mar__5_19_57_57_2024
1150,None,2,50000,1,1,0.9806202,0.5195072,0.6791946,Tue_Mar__5_15_43_46_2024
1151,None,2,50000,1,1,0.9767442,0.5174538,0.6765101,Tue_Mar__5_17_07_33_2024
1152,None,2,50000,1,1,0.9844358,0.5195072,0.6801075,Tue_Mar__5_16_26_30_2024
1153,None,2,50000,8,1,0.9947781,0.3045564,0.4663403,Tue_Mar__5_19_57_58_2024
1154,None,2,50000,1,1,0.9921569,0.5195072,0.6819407,Tue_Mar__5_19_12_32_2024
1155,None,2,50000,8,1,0.9947781,0.3045564,0.4663403,Tue_Mar__5_18_29_08_2024
1156,None,2,50000,8,1,0.9871795,0.3077538,0.4692261,Tue_Mar__5_17_07_34_2024
1157,None,2,50000,8,1,0.9896907,0.3069544,0.4685784,Tue_Mar__5_14_06_06_2024
1158,None,2,50000,8,1,0.9947917,0.3053557,0.4672783,Tue_Mar__5_17_48_52_2024
1159,None,2,50000,1,1,0.984375,0.5174538,0.6783311,Tue_Mar__5_18_29_07_2024
1160,None,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_12_14_17_2024
1161,None,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_13_45_04_2024
1162,None,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_13_00_56_2024
1163,None,2,10000,100,1,1.0,0.2957746,0.4565217,Wed_Mar__6_11_27_12_2024
1164,None,2,10000,0.1,0,0.9491525,0.8888889,0.9180328,Wed_Mar__6_14_31_09_2024
1165,None,2,10000,100,1,0.993228,0.295104,0.4550155,Wed_Mar__6_12_14_50_2024
1166,None,2,10000,1,1,0.9728682,0.5154004,0.6738255,Wed_Mar__6_13_45_18_2024
1167,None,2,10000,100,0,1.0,0.3149244,0.479,Wed_Mar__6_13_01_03_2024
1168,None,2,10000,8,1,0.9922078,0.3053557,0.4669927,Wed_Mar__6_11_27_06_2024
1169,None,2,10000,1,1,0.988189,0.5154004,0.6774629,Wed_Mar__6_09_59_52_2024
1170,None,2,10000,8,1,0.994709,0.3005596,0.4616329,Wed_Mar__6_15_17_15_2024
1171,None,2,10000,0.1,0,0.9491525,0.8888889,0.9180328,Wed_Mar__6_11_26_25_2024
1172,None,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_14_31_16_2024
1173,None,2,10000,8,0,1.0,0.336262,0.5032875,Wed_Mar__6_14_31_25_2024
1174,None,2,10000,1,1,0.9844961,0.5215606,0.6818792,Wed_Mar__6_10_43_56_2024
