,model,prior,duplicates_level,distortion_level,num_iter,replicates,precision,recall,f1score
361,No Diri,Pitman,Low,Low,10000,16,0.8571429,0.952381,0.9022556
362,No Diri,Pitman,Medium,Low,10000,16,1.0,0.9232323,0.960084
363,No Diri,Pitman,Medium,High,10000,16,0.985782,0.8542094,0.9152915
364,No Diri,Pitman,Very High,High,10000,16,0.9945055,0.8497653,0.9164557
365,No Diri,Pitman,High,Low,10000,16,1.0,0.9384984,0.9682736
366,No Diri,Pitman,Low,High,10000,18,0.877193,0.8333333,0.8547009
367,No Diri,Pitman,High,Low,10000,18,1.0,0.936901,0.9674227
368,No Diri,Pitman,Medium,Low,10000,18,1.0,0.9232323,0.960084
369,No Diri,Pitman,Medium,High,10000,18,0.9811321,0.8542094,0.9132821
370,No Diri,Pitman,Low,Low,10000,18,0.8823529,0.952381,0.9160305
371,No Diri,Pitman,Very High,High,10000,18,0.9945141,0.8511066,0.9172389
372,No Diri,Pitman,Very High,Low,10000,18,1.0,0.921762,0.9592884
373,No Diri,Pitman,Medium,Low,10000,20,1.0,0.9232323,0.960084
374,No Diri,Pitman,Low,High,10000,20,0.8928571,0.8333333,0.862069
375,No Diri,Pitman,High,Low,10000,20,1.0,0.9337061,0.9657166
376,No Diri,Pitman,Very High,Low,10000,20,1.0,0.921762,0.9592884
377,No Diri,Pitman,Medium,High,10000,20,0.9858156,0.8562628,0.9164835
378,No Diri,Pitman,Very High,High,10000,20,0.9960754,0.8511066,0.9179024
379,No Diri,Pitman,Low,Low,10000,20,0.9090909,0.952381,0.9302326
380,No Diri,uniform,Low,High,10000,0,0.2947977,0.85,0.4377682
381,No Diri,uniform,Low,Low,10000,0,0.3225806,0.952381,0.4819277
382,No Diri,uniform,Very High,High,10000,0,1.0,0.8490946,0.9183896
383,No Diri,uniform,High,Low,10000,0,1.0,0.9353035,0.9665704
384,No Diri,uniform,Medium,High,10000,0,0.9675174,0.8562628,0.9084967
385,No Diri,uniform,Very High,Low,10000,0,1.0,0.921762,0.9592884
386,No Diri,uniform,Medium,Low,10000,0,1.0,0.9232323,0.960084
387,No Diri,uniform,High,Low,10000,2,1.0,0.936901,0.9674227
388,No Diri,uniform,Medium,Low,10000,2,1.0,0.9252525,0.9611752
389,No Diri,uniform,Low,High,10000,2,0.3,0.85,0.4434783
390,No Diri,uniform,Very High,High,10000,2,1.0,0.8443997,0.9156364
391,No Diri,uniform,Medium,High,10000,2,0.9632184,0.8603696,0.9088937
392,No Diri,uniform,Low,Low,10000,2,0.3333333,0.952381,0.4938272
393,No Diri,uniform,Very High,Low,10000,2,1.0,0.9230769,0.96
394,No Diri,uniform,Very High,High,10000,3,1.0,0.8490946,0.9183896
395,No Diri,uniform,High,Low,10000,3,1.0,0.9353035,0.9665704
396,No Diri,uniform,Low,Low,10000,3,0.3296703,0.952381,0.4897959
397,No Diri,uniform,Medium,High,10000,3,0.9630485,0.8562628,0.9065217
398,No Diri,uniform,Low,High,10000,3,0.2914286,0.85,0.4340426
399,No Diri,uniform,Very High,Low,10000,3,1.0,0.9197896,0.9582192
400,No Diri,uniform,Medium,Low,10000,3,1.0,0.9232323,0.960084
401,No Diri,uniform,Low,High,10000,5,0.3017751,0.85,0.4454148
402,No Diri,uniform,Very High,Low,10000,5,1.0,0.921762,0.9592884
403,No Diri,uniform,Medium,High,10000,5,0.9767442,0.862423,0.9160305
404,No Diri,uniform,Very High,High,10000,5,1.0,0.8511066,0.9195652
405,No Diri,uniform,Medium,Low,10000,5,0.9978166,0.9232323,0.9590766
406,No Diri,uniform,Low,Low,10000,5,0.3174603,0.952381,0.4761905
407,No Diri,uniform,High,Low,10000,5,1.0,0.9353035,0.9665704
408,No Diri,uniform,Low,Low,10000,7,0.3,0.952381,0.4562738
409,No Diri,uniform,Medium,Low,10000,7,1.0,0.9232323,0.960084
410,No Diri,uniform,Medium,High,10000,7,0.9699074,0.8603696,0.9118607
411,No Diri,uniform,High,Low,10000,7,1.0,0.936901,0.9674227
412,No Diri,uniform,Very High,Low,10000,7,1.0,0.921762,0.9592884
413,No Diri,uniform,Very High,High,10000,7,1.0,0.8551308,0.9219089
414,No Diri,uniform,Low,High,10000,7,0.281768,0.85,0.4232365
415,No Diri,uniform,Very High,High,10000,9,1.0,0.8531187,0.9207383
416,No Diri,uniform,Very High,Low,10000,9,1.0,0.9197896,0.9582192
417,No Diri,uniform,Medium,Low,10000,9,1.0,0.9232323,0.960084
418,No Diri,uniform,Low,High,10000,9,0.3109756,0.85,0.4553571
419,No Diri,uniform,Low,Low,10000,9,0.3208556,0.952381,0.48
420,No Diri,uniform,Medium,High,10000,9,0.972028,0.8562628,0.9104803
421,No Diri,uniform,High,Low,10000,9,1.0,0.9353035,0.9665704
422,No Diri,uniform,Low,Low,10000,11,0.3278689,0.952381,0.4878049
423,No Diri,uniform,Very High,Low,10000,11,1.0,0.921762,0.9592884
424,No Diri,uniform,High,Low,10000,11,1.0,0.9353035,0.9665704
425,No Diri,uniform,Low,High,10000,11,0.3072289,0.85,0.4513274
426,No Diri,uniform,Very High,High,10000,11,1.0,0.8450704,0.9160305
427,No Diri,uniform,Medium,Low,10000,11,1.0,0.9272727,0.9622642
428,No Diri,uniform,Medium,High,10000,11,0.9766355,0.8583162,0.9136612
429,No Diri,uniform,Medium,Low,10000,13,1.0,0.9272727,0.9622642
430,No Diri,uniform,Very High,Low,10000,13,1.0,0.9197896,0.9582192
431,No Diri,uniform,Medium,High,10000,13,0.9719626,0.8542094,0.9092896
432,No Diri,uniform,Low,High,10000,13,0.3227848,0.85,0.4678899
433,No Diri,uniform,Very High,High,10000,13,1.0,0.8504359,0.9191736
434,No Diri,uniform,Low,Low,10000,13,0.3125,0.952381,0.4705882
435,No Diri,uniform,High,Low,10000,13,1.0,0.9384984,0.9682736
436,No Diri,uniform,Medium,High,10000,15,0.9792148,0.8706366,0.9217391
437,No Diri,uniform,Very High,High,10000,15,1.0,0.8443997,0.9156364
438,No Diri,uniform,Low,High,10000,15,0.3311688,0.85,0.4766355
439,No Diri,uniform,Low,Low,10000,15,0.3333333,0.952381,0.4938272
440,No Diri,uniform,High,Low,10000,15,1.0,0.936901,0.9674227
441,No Diri,uniform,Very High,Low,10000,15,1.0,0.921762,0.9592884
442,No Diri,uniform,Medium,Low,10000,15,1.0,0.9191919,0.9578947
443,No Diri,uniform,Very High,High,10000,17,1.0,0.8551308,0.9219089
444,No Diri,uniform,Medium,Low,10000,17,1.0,0.9232323,0.960084
445,No Diri,uniform,Very High,Low,10000,17,1.0,0.921762,0.9592884
446,No Diri,uniform,High,Low,10000,17,1.0,0.9353035,0.9665704
447,No Diri,uniform,Low,Low,10000,17,0.3529412,0.952381,0.5150215
448,No Diri,uniform,Medium,High,10000,17,0.9697674,0.8562628,0.9094875
449,No Diri,uniform,Low,High,10000,17,0.3072289,0.85,0.4513274
450,No Diri,uniform,High,Low,10000,19,1.0,0.9353035,0.9665704
451,No Diri,uniform,Low,High,10000,19,0.3090909,0.85,0.4533333
452,No Diri,uniform,Medium,Low,10000,19,1.0,0.9232323,0.960084
453,No Diri,uniform,Very High,Low,10000,19,1.0,0.921762,0.9592884
454,No Diri,uniform,Low,Low,10000,19,0.3488372,0.952381,0.5106383
455,No Diri,uniform,Medium,High,10000,19,0.972093,0.8583162,0.9116685
456,No Diri,uniform,Very High,High,10000,19,0.9992082,0.8464118,0.9164851
457,No Diri,uniform,Very High,Low,10000,4,1.0,0.921762,0.9592884
458,No Diri,uniform,Very High,High,10000,4,1.0,0.852448,0.9203476
459,No Diri,uniform,Low,Low,10000,4,0.3314917,0.952381,0.4918033
460,No Diri,uniform,High,Low,10000,4,1.0,0.9361022,0.9669967
461,No Diri,uniform,Medium,High,10000,4,0.9723502,0.8665298,0.9163952
462,No Diri,uniform,Medium,Low,10000,4,1.0,0.9191919,0.9578947
463,No Diri,uniform,Low,High,10000,4,0.3053892,0.85,0.4493392
464,No Diri,uniform,Low,Low,10000,6,0.3428571,0.952381,0.5042017
465,No Diri,uniform,Low,High,10000,6,0.3072289,0.85,0.4513274
466,No Diri,uniform,High,Low,10000,6,1.0,0.936901,0.9674227
467,No Diri,uniform,Very High,Low,10000,6,1.0,0.921762,0.9592884
468,No Diri,uniform,Medium,High,10000,6,0.9697674,0.8562628,0.9094875
469,No Diri,uniform,Very High,High,10000,6,0.999212,0.8504359,0.9188406
470,No Diri,uniform,Medium,Low,10000,6,1.0,0.9252525,0.9611752
471,No Diri,uniform,Medium,High,10000,8,0.97254,0.8726899,0.9199134
472,No Diri,uniform,Medium,Low,10000,8,1.0,0.9232323,0.960084
473,No Diri,uniform,Low,Low,10000,8,0.3314917,0.952381,0.4918033
474,No Diri,uniform,Low,High,10000,8,0.3109756,0.85,0.4553571
475,No Diri,uniform,High,Low,10000,8,1.0,0.936901,0.9674227
476,No Diri,uniform,Very High,High,10000,8,1.0,0.8443997,0.9156364
477,No Diri,uniform,Very High,Low,10000,8,1.0,0.921762,0.9592884
478,No Diri,uniform,Very High,Low,10000,10,1.0,0.9237344,0.9603554
479,No Diri,uniform,Medium,High,10000,10,0.9722222,0.862423,0.914037
480,No Diri,uniform,Very High,High,10000,10,1.0,0.8464118,0.916818
481,No Diri,uniform,Low,Low,10000,10,0.3278689,0.952381,0.4878049
482,No Diri,uniform,Low,High,10000,10,0.3072289,0.85,0.4513274
483,No Diri,uniform,Medium,Low,10000,10,0.9978166,0.9232323,0.9590766
484,No Diri,uniform,High,Low,10000,10,1.0,0.9353035,0.9665704
485,No Diri,uniform,Medium,High,10000,12,0.9651972,0.8542094,0.9063181
486,No Diri,uniform,Low,High,10000,12,0.3035714,0.85,0.4473684
487,No Diri,uniform,Very High,High,10000,12,1.0,0.8544601,0.921519
488,No Diri,uniform,High,Low,10000,12,1.0,0.936901,0.9674227
489,No Diri,uniform,Low,Low,10000,12,0.3125,0.952381,0.4705882
490,No Diri,uniform,Very High,Low,10000,12,1.0,0.9230769,0.96
491,No Diri,uniform,Medium,Low,10000,12,1.0,0.9292929,0.9633508
492,No Diri,uniform,High,Low,10000,14,1.0,0.9384984,0.9682736
493,No Diri,uniform,Medium,High,10000,14,0.9627907,0.8501027,0.9029444
494,No Diri,uniform,Very High,High,10000,14,1.0,0.8470825,0.9172113
495,No Diri,uniform,Low,High,10000,14,0.2965116,0.85,0.4396552
496,No Diri,uniform,Low,Low,10000,14,0.3076923,0.952381,0.4651163
497,No Diri,uniform,Medium,Low,10000,14,0.9978166,0.9232323,0.9590766
498,No Diri,uniform,Very High,Low,10000,14,1.0,0.921762,0.9592884
499,No Diri,uniform,Very High,Low,10000,16,1.0,0.921762,0.9592884
500,No Diri,uniform,Medium,High,10000,16,0.9675926,0.8583162,0.9096844
501,No Diri,uniform,Low,High,10000,16,0.2881356,0.85,0.4303797
502,No Diri,uniform,Very High,High,10000,16,1.0,0.8484239,0.9179971
503,No Diri,uniform,Medium,Low,10000,16,1.0,0.9232323,0.960084
504,No Diri,uniform,High,Low,10000,16,1.0,0.936901,0.9674227
505,No Diri,uniform,Low,Low,10000,16,0.326087,0.952381,0.48583
506,No Diri,uniform,Low,High,10000,18,0.3355263,0.85,0.4811321
507,No Diri,uniform,Very High,High,10000,18,1.0,0.8464118,0.916818
508,No Diri,uniform,Medium,High,10000,18,0.972093,0.8583162,0.9116685
509,No Diri,uniform,Very High,Low,10000,18,1.0,0.9197896,0.9582192
510,No Diri,uniform,Low,Low,10000,18,0.3296703,0.952381,0.4897959
511,No Diri,uniform,Medium,Low,10000,18,1.0,0.9232323,0.960084
512,No Diri,uniform,High,Low,10000,18,1.0,0.9353035,0.9665704
513,No Diri,uniform,Very High,High,10000,20,0.9992151,0.8537894,0.9207957
514,No Diri,uniform,Medium,Low,10000,20,1.0,0.9272727,0.9622642
515,No Diri,uniform,Low,High,10000,20,0.2756757,0.85,0.4163265
516,No Diri,uniform,Medium,High,10000,20,0.9652778,0.8562628,0.9075082
517,No Diri,uniform,Very High,Low,10000,20,1.0,0.921762,0.9592884
518,No Diri,uniform,High,Low,10000,20,1.0,0.936901,0.9674227
519,No Diri,uniform,Low,Low,10000,20,0.3278689,0.952381,0.4878049
520,No Diri,Bounded NBD,Very High,Low,10000,0,1.0,0.921762,0.9592884
521,No Diri,Bounded NBD,Low,High,10000,0,0.8095238,0.85,0.8292683
522,No Diri,Bounded NBD,Low,Low,10000,0,0.8450704,0.952381,0.8955224
523,No Diri,Bounded NBD,Very High,High,10000,0,0.9960723,0.8504359,0.9175109
524,No Diri,Bounded NBD,Medium,Low,10000,0,1.0,0.9232323,0.960084
525,No Diri,Bounded NBD,Medium,High,10000,0,0.979021,0.862423,0.9170306
526,No Diri,Bounded NBD,High,Low,10000,0,1.0,0.936901,0.9674227
527,No Diri,Bounded NBD,Medium,High,10000,2,0.9812207,0.8583162,0.9156627
528,No Diri,Bounded NBD,Very High,Low,10000,2,1.0,0.9237344,0.9603554
529,No Diri,Bounded NBD,Low,High,10000,2,0.8360656,0.85,0.8429752
530,No Diri,Bounded NBD,Very High,High,10000,2,0.9960692,0.8497653,0.9171191
531,No Diri,Bounded NBD,High,Low,10000,2,1.0,0.9353035,0.9665704
532,No Diri,Bounded NBD,Low,Low,10000,2,0.8333333,0.952381,0.8888889
533,No Diri,Bounded NBD,Medium,Low,10000,2,1.0,0.9232323,0.960084
534,No Diri,Bounded NBD,High,Low,10000,3,1.0,0.9353035,0.9665704
535,No Diri,Bounded NBD,Low,High,10000,3,0.8225806,0.85,0.8360656
536,No Diri,Bounded NBD,Medium,High,10000,3,0.972093,0.8583162,0.9116685
537,No Diri,Bounded NBD,Medium,Low,10000,3,1.0,0.9232323,0.960084
538,No Diri,Bounded NBD,Low,Low,10000,3,0.8823529,0.952381,0.9160305
539,No Diri,Bounded NBD,Very High,High,10000,3,0.9937156,0.8484239,0.9153401
540,No Diri,Bounded NBD,Very High,Low,10000,3,1.0,0.921762,0.9592884
541,No Diri,Bounded NBD,High,Low,10000,5,1.0,0.936901,0.9674227
542,No Diri,Bounded NBD,Very High,High,10000,5,0.9945227,0.852448,0.9180209
543,No Diri,Bounded NBD,Low,High,10000,5,0.796875,0.85,0.8225806
544,No Diri,Bounded NBD,Low,Low,10000,5,0.8450704,0.952381,0.8955224
545,No Diri,Bounded NBD,Very High,Low,10000,5,1.0,0.921762,0.9592884
546,No Diri,Bounded NBD,Medium,Low,10000,5,0.9978308,0.9292929,0.9623431
547,No Diri,Bounded NBD,Medium,High,10000,5,0.9745958,0.8665298,0.9173913
548,No Diri,Bounded NBD,Medium,High,10000,7,0.979021,0.862423,0.9170306
549,No Diri,Bounded NBD,Low,High,10000,7,0.85,0.85,0.85
550,No Diri,Bounded NBD,Very High,Low,10000,7,1.0,0.921762,0.9592884
551,No Diri,Bounded NBD,High,Low,10000,7,1.0,0.936901,0.9674227
552,No Diri,Bounded NBD,Low,Low,10000,7,0.8571429,0.952381,0.9022556
553,No Diri,Bounded NBD,Very High,High,10000,7,0.9914397,0.8544601,0.9178674
554,No Diri,Bounded NBD,Medium,Low,10000,7,1.0,0.9191919,0.9578947
555,No Diri,Bounded NBD,Low,Low,10000,9,0.8219178,0.952381,0.8823529
556,No Diri,Bounded NBD,Medium,Low,10000,9,1.0,0.9191919,0.9578947
557,No Diri,Bounded NBD,Low,High,10000,9,0.85,0.85,0.85
558,No Diri,Bounded NBD,Very High,High,10000,9,0.9937107,0.8477532,0.9149475
559,No Diri,Bounded NBD,Very High,Low,10000,9,1.0,0.921762,0.9592884
560,No Diri,Bounded NBD,Medium,High,10000,9,0.9698376,0.8583162,0.9106754
561,No Diri,Bounded NBD,High,Low,10000,9,1.0,0.936901,0.9674227
562,No Diri,Bounded NBD,Low,Low,10000,11,0.8955224,0.952381,0.9230769
563,No Diri,Bounded NBD,Medium,Low,10000,11,1.0,0.9191919,0.9578947
564,No Diri,Bounded NBD,Low,High,10000,11,0.8360656,0.85,0.8429752
565,No Diri,Bounded NBD,Medium,High,10000,11,0.972028,0.8562628,0.9104803
566,No Diri,Bounded NBD,High,Low,10000,11,1.0,0.9384984,0.9682736
567,No Diri,Bounded NBD,Very High,Low,10000,11,1.0,0.921762,0.9592884
568,No Diri,Bounded NBD,Very High,High,10000,11,0.9984152,0.8450704,0.9153651
569,No Diri,Bounded NBD,Medium,Low,10000,13,1.0,0.9232323,0.960084
570,No Diri,Bounded NBD,Low,Low,10000,13,0.8571429,0.952381,0.9022556
571,No Diri,Bounded NBD,High,Low,10000,13,1.0,0.936901,0.9674227
572,No Diri,Bounded NBD,Medium,High,10000,13,0.9789227,0.8583162,0.9146608
573,No Diri,Bounded NBD,Very High,High,10000,13,0.9984412,0.8591549,0.9235761
574,No Diri,Bounded NBD,Low,High,10000,13,0.8225806,0.85,0.8360656
575,No Diri,Bounded NBD,Very High,Low,10000,13,1.0,0.921762,0.9592884
576,No Diri,Bounded NBD,Very High,High,10000,15,0.9945141,0.8511066,0.9172389
577,No Diri,Bounded NBD,Medium,Low,10000,15,1.0,0.9272727,0.9622642
578,No Diri,Bounded NBD,High,Low,10000,15,1.0,0.9353035,0.9665704
579,No Diri,Bounded NBD,Very High,Low,10000,15,1.0,0.921762,0.9592884
580,No Diri,Bounded NBD,Medium,High,10000,15,0.972028,0.8562628,0.9104803
581,No Diri,Bounded NBD,Low,Low,10000,15,0.8571429,0.952381,0.9022556
582,No Diri,Bounded NBD,Low,High,10000,15,0.85,0.85,0.85
583,No Diri,Bounded NBD,Medium,Low,10000,17,1.0,0.9272727,0.9622642
584,No Diri,Bounded NBD,Very High,Low,10000,17,1.0,0.921762,0.9592884
585,No Diri,Bounded NBD,Medium,High,10000,17,0.9835294,0.8583162,0.9166667
586,No Diri,Bounded NBD,High,Low,10000,17,1.0,0.9353035,0.9665704
587,No Diri,Bounded NBD,Very High,High,10000,17,0.9953015,0.852448,0.9183526
588,No Diri,Bounded NBD,Low,High,10000,17,0.8225806,0.85,0.8360656
589,No Diri,Bounded NBD,Low,Low,10000,17,0.8571429,0.952381,0.9022556
590,No Diri,Bounded NBD,Low,High,10000,19,0.8225806,0.85,0.8360656
591,No Diri,Bounded NBD,Medium,High,10000,19,0.9765808,0.8562628,0.9124726
592,No Diri,Bounded NBD,Very High,High,10000,19,0.9937743,0.8564722,0.9200288
593,No Diri,Bounded NBD,High,Low,10000,19,1.0,0.936901,0.9674227
594,No Diri,Bounded NBD,Low,Low,10000,19,0.9090909,0.952381,0.9302326
595,No Diri,Bounded NBD,Medium,Low,10000,19,1.0,0.9232323,0.960084
596,No Diri,Bounded NBD,Very High,Low,10000,19,1.0,0.921762,0.9592884
597,No Diri,Bounded NBD,Very High,High,10000,4,0.9898596,0.8511066,0.9152542
598,No Diri,Bounded NBD,Low,High,10000,4,0.8360656,0.85,0.8429752
599,No Diri,Bounded NBD,Medium,High,10000,4,0.9722222,0.862423,0.914037
600,No Diri,Bounded NBD,Very High,Low,10000,4,1.0,0.921762,0.9592884
601,No Diri,Bounded NBD,Medium,Low,10000,4,1.0,0.9191919,0.9578947
602,No Diri,Bounded NBD,High,Low,10000,4,1.0,0.936901,0.9674227
603,No Diri,Bounded NBD,Low,Low,10000,4,0.8695652,0.952381,0.9090909
604,No Diri,Bounded NBD,Low,Low,10000,6,0.8823529,0.952381,0.9160305
605,No Diri,Bounded NBD,Low,High,10000,6,0.8225806,0.85,0.8360656
606,No Diri,Bounded NBD,Very High,Low,10000,6,1.0,0.921762,0.9592884
607,No Diri,Bounded NBD,Very High,High,10000,6,0.9968652,0.8531187,0.9194073
608,No Diri,Bounded NBD,Medium,High,10000,6,0.9769053,0.8685832,0.9195652
609,No Diri,Bounded NBD,High,Low,10000,6,1.0,0.9384984,0.9682736
610,No Diri,Bounded NBD,Medium,Low,10000,6,1.0,0.9232323,0.960084
611,No Diri,Bounded NBD,Medium,High,10000,8,0.9699074,0.8603696,0.9118607
612,No Diri,Bounded NBD,Medium,Low,10000,8,1.0,0.9232323,0.960084
613,No Diri,Bounded NBD,Very High,Low,10000,8,1.0,0.921762,0.9592884
614,No Diri,Bounded NBD,Very High,High,10000,8,0.9952978,0.8517773,0.9179617
615,No Diri,Bounded NBD,High,Low,10000,8,1.0,0.9353035,0.9665704
616,No Diri,Bounded NBD,Low,High,10000,8,0.8360656,0.85,0.8429752
617,No Diri,Bounded NBD,Low,Low,10000,8,0.8571429,0.952381,0.9022556
618,No Diri,Bounded NBD,Medium,High,10000,10,0.974359,0.8583162,0.9126638
619,No Diri,Bounded NBD,Low,Low,10000,10,0.8450704,0.952381,0.8955224
620,No Diri,Bounded NBD,High,Low,10000,10,1.0,0.936901,0.9674227
621,No Diri,Bounded NBD,Very High,Low,10000,10,1.0,0.921762,0.9592884
622,No Diri,Bounded NBD,Medium,Low,10000,10,1.0,0.9272727,0.9622642
623,No Diri,Bounded NBD,Very High,High,10000,10,0.9937888,0.8584842,0.9211947
624,No Diri,Bounded NBD,Low,High,10000,10,0.85,0.85,0.85
625,No Diri,Bounded NBD,Low,High,10000,12,0.8225806,0.85,0.8360656
626,No Diri,Bounded NBD,Medium,Low,10000,12,0.9978402,0.9333333,0.9645094
627,No Diri,Bounded NBD,Medium,High,10000,12,0.972028,0.8562628,0.9104803
628,No Diri,Bounded NBD,High,Low,10000,12,1.0,0.936901,0.9674227
629,No Diri,Bounded NBD,Very High,Low,10000,12,1.0,0.921762,0.9592884
630,No Diri,Bounded NBD,Low,Low,10000,12,0.8333333,0.952381,0.8888889
631,No Diri,Bounded NBD,Very High,High,10000,12,1.0,0.8645205,0.9273381
632,No Diri,Bounded NBD,Very High,Low,10000,14,1.0,0.921762,0.9592884
633,No Diri,Bounded NBD,Low,Low,10000,14,0.8955224,0.952381,0.9230769
634,No Diri,Bounded NBD,Low,High,10000,14,0.85,0.85,0.85
635,No Diri,Bounded NBD,Medium,High,10000,14,0.9652778,0.8562628,0.9075082
636,No Diri,Bounded NBD,High,Low,10000,14,1.0,0.9337061,0.9657166
637,No Diri,Bounded NBD,Medium,Low,10000,14,1.0,0.9232323,0.960084
638,No Diri,Bounded NBD,Very High,High,10000,14,0.9976563,0.8564722,0.9216889
639,No Diri,Bounded NBD,Low,High,10000,16,0.8360656,0.85,0.8429752
640,No Diri,Bounded NBD,Medium,High,10000,16,0.9696262,0.8521561,0.9071038
641,No Diri,Bounded NBD,Low,Low,10000,16,0.8450704,0.952381,0.8955224
642,No Diri,Bounded NBD,High,Low,10000,16,1.0,0.9384984,0.9682736
643,No Diri,Bounded NBD,Medium,Low,10000,16,1.0,0.9191919,0.9578947
644,No Diri,Bounded NBD,Very High,Low,10000,16,1.0,0.9230769,0.96
645,No Diri,Bounded NBD,Very High,High,10000,16,0.994544,0.8558015,0.9199712
646,No Diri,Bounded NBD,Low,High,10000,18,0.8225806,0.85,0.8360656
647,No Diri,Bounded NBD,Very High,Low,10000,18,1.0,0.9178172,0.9571478
648,No Diri,Bounded NBD,Medium,Low,10000,18,1.0,0.9232323,0.960084
649,No Diri,Bounded NBD,Low,Low,10000,18,0.8450704,0.952381,0.8955224
650,No Diri,Bounded NBD,Very High,High,10000,18,0.9945483,0.8564722,0.9203604
651,No Diri,Bounded NBD,High,Low,10000,18,1.0,0.9384984,0.9682736
652,No Diri,Bounded NBD,Medium,High,10000,18,0.9652778,0.8562628,0.9075082
653,No Diri,Bounded NBD,Medium,High,10000,20,0.9792148,0.8706366,0.9217391
654,No Diri,Bounded NBD,Very High,Low,10000,20,1.0,0.921762,0.9592884
655,No Diri,Bounded NBD,Low,Low,10000,20,0.8695652,0.952381,0.9090909
656,No Diri,Bounded NBD,Low,High,10000,20,0.8644068,0.85,0.8571429
657,No Diri,Bounded NBD,High,Low,10000,20,1.0,0.9353035,0.9665704
658,No Diri,Bounded NBD,Very High,High,10000,20,0.9960907,0.8544601,0.9198556
659,No Diri,Bounded NBD,Medium,Low,10000,20,1.0,0.9272727,0.9622642
660,None,Pitman,Medium,Low,10000,0,1.0,0.9252525,0.9611752
661,None,Pitman,High,Low,10000,0,1.0,0.9353035,0.9665704
662,None,Pitman,Very High,High,10000,0,0.9935536,0.8269618,0.9026354
663,None,Pitman,Low,High,10000,0,0.9107143,0.85,0.8793103
664,None,Pitman,Very High,Low,10000,0,1.0,0.921762,0.9592884
665,None,Pitman,Low,Low,10000,0,0.9677419,0.952381,0.96
666,None,Pitman,Low,Low,10000,2,0.9836066,0.952381,0.9677419
667,None,Pitman,High,Low,10000,2,1.0,0.9376997,0.9678483
668,None,Pitman,Low,High,10000,2,0.9272727,0.85,0.8869565
669,None,Pitman,Very High,Low,10000,2,1.0,0.921762,0.9592884
670,None,Pitman,Very High,High,10000,2,0.9943775,0.8303152,0.9049708
671,None,Pitman,Medium,Low,10000,2,1.0,0.9191919,0.9578947
672,None,Pitman,Medium,Low,10000,4,1.0,0.9191919,0.9578947
673,None,Pitman,Very High,Low,10000,4,1.0,0.921762,0.9592884
674,None,Pitman,Low,High,10000,4,0.9107143,0.85,0.8793103
675,None,Pitman,Very High,High,10000,4,0.9919808,0.8296445,0.9035793
676,None,Pitman,Low,Low,10000,4,0.9836066,0.952381,0.9677419
677,None,Pitman,High,Low,10000,4,1.0,0.9353035,0.9665704
678,None,Pitman,High,Low,10000,6,1.0,0.936901,0.9674227
679,None,Pitman,Low,High,10000,6,0.9444444,0.85,0.8947368
680,None,Pitman,Very High,High,10000,6,0.994373,0.8296445,0.9045704
681,None,Pitman,Medium,Low,10000,6,1.0,0.9191919,0.9578947
682,None,Pitman,Very High,Low,10000,6,1.0,0.921762,0.9592884
683,None,Pitman,Low,Low,10000,6,1.0,0.952381,0.9756098
684,None,Pitman,Low,High,10000,8,0.9272727,0.85,0.8869565
685,None,Pitman,Very High,High,10000,8,0.994373,0.8296445,0.9045704
686,None,Pitman,Low,Low,10000,8,0.9677419,0.952381,0.96
687,None,Pitman,Very High,Low,10000,8,1.0,0.921762,0.9592884
688,None,Pitman,Medium,Low,10000,8,1.0,0.9191919,0.9578947
689,None,Pitman,High,Low,10000,8,1.0,0.9353035,0.9665704
690,None,Pitman,Low,High,10000,10,0.9272727,0.85,0.8869565
691,None,Pitman,Low,Low,10000,10,0.9677419,0.952381,0.96
692,None,Pitman,Medium,Low,10000,10,1.0,0.9232323,0.960084
693,None,Pitman,High,Low,10000,10,1.0,0.9392971,0.9686985
694,None,Pitman,Very High,High,10000,10,0.9968102,0.8383635,0.9107468
695,None,Pitman,Very High,Low,10000,10,1.0,0.921762,0.9592884
696,None,Pitman,Very High,High,10000,12,0.9951691,0.8289738,0.9045005
697,None,Pitman,Low,Low,10000,12,0.9836066,0.952381,0.9677419
698,None,Pitman,Low,High,10000,12,0.9444444,0.85,0.8947368
699,None,Pitman,High,Low,10000,12,1.0,0.9337061,0.9657166
700,None,Pitman,Very High,Low,10000,12,1.0,0.921762,0.9592884
701,None,Pitman,Medium,Low,10000,12,0.997807,0.9191919,0.9568875
702,None,Pitman,Low,High,10000,14,0.9444444,0.85,0.8947368
703,None,Pitman,High,Low,10000,14,1.0,0.9361022,0.9669967
704,None,Pitman,Very High,Low,10000,14,1.0,0.921762,0.9592884
705,None,Pitman,Medium,Low,10000,14,1.0,0.9191919,0.9578947
706,None,Pitman,Very High,High,10000,14,0.9927711,0.8289738,0.9035088
707,None,Pitman,Low,Low,10000,14,0.9677419,0.952381,0.96
708,None,Pitman,High,Low,10000,16,1.0,0.936901,0.9674227
709,None,Pitman,Low,Low,10000,16,0.9836066,0.952381,0.9677419
710,None,Pitman,Very High,Low,10000,16,1.0,0.921762,0.9592884
711,None,Pitman,Medium,Low,10000,16,1.0,0.9191919,0.9578947
712,None,Pitman,Very High,High,10000,16,0.9967923,0.8336687,0.907962
713,None,Pitman,Low,High,10000,16,0.9259259,0.8333333,0.877193
