,model,cluster_size,num_iter,duplicates_level,distortion_level,precision,recall,f1score,date
1053,Neither,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_14_07_15_2024
1077,Neither,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_10_29_02_2024
1081,Neither,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_12_32_06_2024
1084,Neither,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_13_03_48_2024
1097,Neither,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_09_58_41_2024
1101,Neither,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_11_29_07_2024
1110,Neither,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_13_34_48_2024
1125,Neither,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_10_58_19_2024
1132,Neither,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_12_01_08_2024
1136,Neither,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_14_04_56_2024
1161,Neither,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_13_45_04_2024
1167,Neither,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_13_01_03_2024
1178,Neither,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_15_16_59_2024
1179,Neither,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_11_26_42_2024
1194,Neither,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_14_31_25_2024
1198,Neither,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_09_59_40_2024
1202,Neither,2,10000,Very High,Low,1.0,0.3122945,0.4759519,Wed_Mar__6_12_14_33_2024
1213,Neither,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_10_43_45_2024
1246,Neither,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_16_06_25_2024
1250,Neither,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_13_49_00_2024
1261,Neither,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_10_00_04_2024
1263,Neither,2,10000,Very High,Low,1.0,0.3122945,0.4759519,Wed_Mar__6_15_21_13_2024
1270,Neither,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_12_18_07_2024
1288,Neither,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_13_01_20_2024
1292,Neither,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_10_43_32_2024
1307,Neither,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_11_30_32_2024
1310,Neither,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_14_33_07_2024
1345,Neither,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_11_44_00_2024
1348,Neither,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_13_37_19_2024
1351,Neither,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_14_12_38_2024
1361,Neither,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_10_34_05_2024
1366,Neither,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_13_00_45_2024
1369,Neither,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_14_50_40_2024
1376,Neither,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_11_10_14_2024
975,Neither,2,50000,High,High,0.9922879,0.3085532,0.4707317,Tue_Mar__5_18_49_24_2024
976,Neither,2,50000,High,High,0.9948718,0.3101519,0.4728824,Tue_Mar__5_18_12_04_2024
978,Neither,2,50000,High,High,0.9897436,0.3085532,0.4704449,Tue_Mar__5_14_05_12_2024
982,Neither,2,50000,High,High,0.9923077,0.3093525,0.4716636,Tue_Mar__5_17_33_56_2024
983,Neither,2,50000,High,High,0.9896907,0.3069544,0.4685784,Tue_Mar__5_19_26_48_2024
987,Neither,2,50000,High,High,0.9923077,0.3093525,0.4716636,Tue_Mar__5_20_04_54_2024
988,Neither,2,50000,High,High,0.9897698,0.3093525,0.4713764,Tue_Mar__5_15_42_49_2024
989,Neither,2,50000,High,High,0.994832,0.3077538,0.4700855,Tue_Mar__5_16_19_59_2024
990,Neither,2,50000,High,High,0.9948586,0.3093525,0.4719512,Tue_Mar__5_16_57_13_2024
1057,Neither,2,50000,High,High,0.992268,0.3077538,0.4697987,Tue_Mar__5_14_05_45_2024
1061,Neither,2,50000,High,High,0.992268,0.3077538,0.4697987,Tue_Mar__5_18_17_23_2024
1063,Neither,2,50000,High,High,0.9922078,0.3053557,0.4669927,Tue_Mar__5_16_58_40_2024
1065,Neither,2,50000,High,High,0.9948454,0.3085532,0.4710189,Tue_Mar__5_17_36_34_2024
1066,Neither,2,50000,High,High,0.994832,0.3077538,0.4700855,Tue_Mar__5_18_56_49_2024
1067,Neither,2,50000,High,High,0.994832,0.3077538,0.4700855,Tue_Mar__5_16_21_19_2024
1068,Neither,2,50000,High,High,0.9897172,0.3077538,0.4695122,Tue_Mar__5_15_43_12_2024
1071,Neither,2,50000,High,High,0.9897436,0.3085532,0.4704449,Tue_Mar__5_19_34_35_2024
1146,Neither,2,50000,High,High,0.9923077,0.3093525,0.4716636,Tue_Mar__5_16_26_32_2024
1147,Neither,2,50000,High,High,0.9923077,0.3093525,0.4716636,Tue_Mar__5_15_43_47_2024
1148,Neither,2,50000,High,High,0.9845361,0.3053557,0.4661379,Tue_Mar__5_19_12_33_2024
1153,Neither,2,50000,High,High,0.9947781,0.3045564,0.4663403,Tue_Mar__5_19_57_58_2024
1155,Neither,2,50000,High,High,0.9947781,0.3045564,0.4663403,Tue_Mar__5_18_29_08_2024
1156,Neither,2,50000,High,High,0.9871795,0.3077538,0.4692261,Tue_Mar__5_17_07_34_2024
1157,Neither,2,50000,High,High,0.9896907,0.3069544,0.4685784,Tue_Mar__5_14_06_06_2024
1158,Neither,2,50000,High,High,0.9947917,0.3053557,0.4672783,Tue_Mar__5_17_48_52_2024
1225,Neither,2,50000,High,High,0.992268,0.3077538,0.4697987,Tue_Mar__5_19_04_34_2024
1226,Neither,2,50000,High,High,0.9948187,0.3069544,0.4691509,Tue_Mar__5_15_44_30_2024
1227,Neither,2,50000,High,High,0.9948586,0.3093525,0.4719512,Tue_Mar__5_17_34_18_2024
1228,Neither,2,50000,High,High,0.9896907,0.3069544,0.4685784,Tue_Mar__5_20_48_24_2024
1231,Neither,2,50000,High,High,0.9948187,0.3069544,0.4691509,Tue_Mar__5_14_06_30_2024
1235,Neither,2,50000,High,High,0.992268,0.3077538,0.4697987,Tue_Mar__5_18_19_04_2024
1236,Neither,2,50000,High,High,0.992268,0.3077538,0.4697987,Tue_Mar__5_21_50_49_2024
1238,Neither,2,50000,High,High,0.9948718,0.3101519,0.4728824,Tue_Mar__5_19_56_07_2024
1241,Neither,2,50000,High,High,0.9922879,0.3085532,0.4707317,Tue_Mar__5_16_41_58_2024
1314,Neither,2,50000,High,High,0.9922879,0.3085532,0.4707317,Tue_Mar__5_16_43_09_2024
1315,Neither,2,50000,High,High,0.9896907,0.3069544,0.4685784,Tue_Mar__5_18_26_39_2024
1317,Neither,2,50000,High,High,0.9845361,0.3053557,0.4661379,Tue_Mar__5_20_05_24_2024
1319,Neither,2,50000,High,High,0.9922879,0.3085532,0.4707317,Tue_Mar__5_17_36_18_2024
1320,Neither,2,50000,High,High,0.9948454,0.3085532,0.4710189,Tue_Mar__5_14_07_39_2024
1323,Neither,2,50000,High,High,0.9922481,0.3069544,0.4688645,Tue_Mar__5_19_13_56_2024
1327,Neither,2,50000,High,High,0.9948586,0.3093525,0.4719512,Tue_Mar__5_15_45_28_2024
1328,Neither,2,50000,High,High,0.9948586,0.3093525,0.4719512,Tue_Mar__5_21_02_23_2024
1403,Neither,2,50000,High,High,0.9948718,0.3101519,0.4728824,Tue_Mar__5_17_36_23_2024
1404,Neither,2,50000,High,High,0.9948849,0.3109512,0.4738124,Tue_Mar__5_16_50_53_2024
1405,Neither,2,50000,High,High,0.9897172,0.3077538,0.4695122,Tue_Mar__5_20_00_16_2024
1406,Neither,2,50000,High,High,0.994832,0.3077538,0.4700855,Tue_Mar__5_14_07_51_2024
1408,Neither,2,50000,High,High,0.9948052,0.3061551,0.4682152,Tue_Mar__5_14_07_28_2024
1409,Neither,2,50000,High,High,0.992268,0.3077538,0.4697987,Tue_Mar__5_18_20_32_2024
1410,Neither,2,50000,High,High,0.9923274,0.3101519,0.4725944,Tue_Mar__5_20_45_36_2024
1415,Neither,2,50000,High,High,0.9948586,0.3093525,0.4719512,Tue_Mar__5_19_11_10_2024
974,Neither,2,50000,Medium,High,0.9844961,0.5215606,0.6818792,Tue_Mar__5_16_57_12_2024
977,Neither,2,50000,Medium,High,0.9804688,0.5154004,0.6756393,Tue_Mar__5_16_19_58_2024
979,Neither,2,50000,Medium,High,0.9844358,0.5195072,0.6801075,Tue_Mar__5_17_33_55_2024
980,Neither,2,50000,Medium,High,0.9883721,0.523614,0.6845638,Tue_Mar__5_18_12_04_2024
981,Neither,2,50000,Medium,High,0.976834,0.5195072,0.6782842,Tue_Mar__5_19_26_47_2024
984,Neither,2,50000,Medium,High,0.9807692,0.523614,0.6827309,Tue_Mar__5_15_42_48_2024
985,Neither,2,50000,Medium,High,0.9769231,0.5215606,0.6800535,Tue_Mar__5_18_49_23_2024
986,Neither,2,50000,Medium,High,0.9805447,0.5174538,0.6774194,Tue_Mar__5_20_04_53_2024
991,Neither,2,50000,Medium,High,0.9844358,0.5195072,0.6801075,Tue_Mar__5_14_05_11_2024
1056,Neither,2,50000,Medium,High,0.9844961,0.5215606,0.6818792,Tue_Mar__5_18_56_48_2024
1058,Neither,2,50000,Medium,High,0.9844358,0.5195072,0.6801075,Tue_Mar__5_19_34_33_2024
1059,Neither,2,50000,Medium,High,0.9767442,0.5174538,0.6765101,Tue_Mar__5_16_21_18_2024
1060,Neither,2,50000,Medium,High,0.9843137,0.5154004,0.6765499,Tue_Mar__5_16_58_39_2024
1062,Neither,2,50000,Medium,High,0.9806202,0.5195072,0.6791946,Tue_Mar__5_18_17_22_2024
1064,Neither,2,50000,Medium,High,0.984375,0.5174538,0.6783311,Tue_Mar__5_14_05_44_2024
1069,Neither,2,50000,Medium,High,0.9692308,0.5174538,0.6746988,Tue_Mar__5_15_43_11_2024
1070,Neither,2,50000,Medium,High,0.9844961,0.5215606,0.6818792,Tue_Mar__5_17_36_33_2024
1144,Neither,2,50000,Medium,High,0.9805447,0.5174538,0.6774194,Tue_Mar__5_14_06_04_2024
1145,Neither,2,50000,Medium,High,0.9883268,0.5215606,0.6827957,Tue_Mar__5_17_48_50_2024
1149,Neither,2,50000,Medium,High,0.9727626,0.513347,0.672043,Tue_Mar__5_19_57_57_2024
1150,Neither,2,50000,Medium,High,0.9806202,0.5195072,0.6791946,Tue_Mar__5_15_43_46_2024
1151,Neither,2,50000,Medium,High,0.9767442,0.5174538,0.6765101,Tue_Mar__5_17_07_33_2024
1152,Neither,2,50000,Medium,High,0.9844358,0.5195072,0.6801075,Tue_Mar__5_16_26_30_2024
1154,Neither,2,50000,Medium,High,0.9921569,0.5195072,0.6819407,Tue_Mar__5_19_12_32_2024
1159,Neither,2,50000,Medium,High,0.984375,0.5174538,0.6783311,Tue_Mar__5_18_29_07_2024
1224,Neither,2,50000,Medium,High,0.9843137,0.5154004,0.6765499,Tue_Mar__5_14_06_29_2024
1229,Neither,2,50000,Medium,High,0.9843137,0.5154004,0.6765499,Tue_Mar__5_20_48_23_2024
1230,Neither,2,50000,Medium,High,0.9882812,0.5195072,0.6810229,Tue_Mar__5_21_50_48_2024
1232,Neither,2,50000,Medium,High,0.9882812,0.5195072,0.6810229,Tue_Mar__5_17_34_15_2024
1233,Neither,2,50000,Medium,High,0.9807692,0.523614,0.6827309,Tue_Mar__5_19_04_33_2024
1234,Neither,2,50000,Medium,High,0.980695,0.5215606,0.6809651,Tue_Mar__5_15_44_27_2024
1237,Neither,2,50000,Medium,High,0.984252,0.513347,0.6747638,Tue_Mar__5_16_41_57_2024
1239,Neither,2,50000,Medium,High,0.9844358,0.5195072,0.6801075,Tue_Mar__5_19_56_04_2024
1240,Neither,2,50000,Medium,High,0.9693487,0.5195072,0.6764706,Tue_Mar__5_18_19_03_2024
1316,Neither,2,50000,Medium,High,0.9844358,0.5195072,0.6801075,Tue_Mar__5_19_13_53_2024
1318,Neither,2,50000,Medium,High,0.976834,0.5195072,0.6782842,Tue_Mar__5_15_45_26_2024
1321,Neither,2,50000,Medium,High,0.9731801,0.5215606,0.6791444,Tue_Mar__5_17_36_16_2024
1322,Neither,2,50000,Medium,High,0.9806202,0.5195072,0.6791946,Tue_Mar__5_21_02_22_2024
1324,Neither,2,50000,Medium,High,0.9805447,0.5174538,0.6774194,Tue_Mar__5_16_43_07_2024
1325,Neither,2,50000,Medium,High,0.984556,0.523614,0.6836461,Tue_Mar__5_14_07_37_2024
1326,Neither,2,50000,Medium,High,0.9843137,0.5154004,0.6765499,Tue_Mar__5_18_26_38_2024
1329,Neither,2,50000,Medium,High,0.9767442,0.5174538,0.6765101,Tue_Mar__5_20_05_23_2024
1402,Neither,2,50000,Medium,High,0.984375,0.5174538,0.6783311,Tue_Mar__5_20_00_17_2024
1407,Neither,2,50000,Medium,High,0.9882812,0.5195072,0.6810229,Tue_Mar__5_19_11_08_2024
1411,Neither,2,50000,Medium,High,0.9883721,0.523614,0.6845638,Tue_Mar__5_14_07_50_2024
1412,Neither,2,50000,Medium,High,0.9804688,0.5154004,0.6756393,Tue_Mar__5_18_20_31_2024
1413,Neither,2,50000,Medium,High,0.984375,0.5174538,0.6783311,Tue_Mar__5_14_07_28_2024
1414,Neither,2,50000,Medium,High,0.9693487,0.5195072,0.6764706,Tue_Mar__5_16_50_51_2024
1416,Neither,2,50000,Medium,High,0.9806202,0.5195072,0.6791946,Tue_Mar__5_15_45_55_2024
1417,Neither,2,50000,Medium,High,0.9844358,0.5195072,0.6801075,Tue_Mar__5_17_36_23_2024
2828,Neither,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_17_18_2024
2830,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_44_54_2024
2849,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_10_27_50_2024
2856,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_10_00_30_2024
2881,Neither,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_11_49_49_2024
2882,Neither,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_11_22_26_2024
2886,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_10_54_50_2024
2892,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_13_41_10_2024
2895,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_13_12_47_2024
2919,Neither,10,10000,High,Low,1.0,0.9376997,0.9678483,Wed_Mar__6_12_50_13_2024
2926,Neither,10,10000,High,Low,1.0,0.9376997,0.9678483,Wed_Mar__6_13_59_15_2024
2929,Neither,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_11_53_55_2024
2930,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_20_52_2024
2934,Neither,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_11_26_16_2024
2937,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_13_26_44_2024
2948,Neither,10,10000,High,Low,1.0,0.9408946,0.9695473,Wed_Mar__6_10_00_44_2024
2955,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_10_28_25_2024
2958,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_10_58_08_2024
3002,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_10_57_52_2024
3004,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_10_01_19_2024
3006,Neither,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_10_29_16_2024
3018,Neither,10,10000,High,Low,1.0,0.9376997,0.9678483,Wed_Mar__6_12_23_01_2024
3028,Neither,10,10000,High,Low,1.0,0.9376997,0.9678483,Wed_Mar__6_13_29_14_2024
3029,Neither,10,10000,High,Low,1.0,0.942492,0.9703947,Wed_Mar__6_12_52_01_2024
3038,Neither,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_11_53_26_2024
3059,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_11_25_54_2024
3093,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_23_53_2024
3103,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_10_58_45_2024
3113,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_13_31_29_2024
3127,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_11_54_38_2024
3128,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_10_30_48_2024
3136,Neither,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_12_54_27_2024
3140,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_11_26_39_2024
3141,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_10_01_42_2024
3162,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_10_31_00_2024
3166,Neither,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_13_35_19_2024
3183,Neither,10,10000,High,Low,1.0,0.9392971,0.9686985,Wed_Mar__6_10_59_48_2024
3191,Neither,10,10000,High,Low,1.0,0.9376997,0.9678483,Wed_Mar__6_12_24_47_2024
3203,Neither,10,10000,High,Low,1.0,0.9376997,0.9678483,Wed_Mar__6_10_01_59_2024
3204,Neither,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_11_28_11_2024
3205,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_56_13_2024
3212,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_11_55_46_2024
3260,Neither,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_15_24_05_2024
3263,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_14_55_32_2024
3269,Neither,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_10_01_50_2024
3276,Neither,10,10000,High,Low,1.0,0.9361022,0.9669967,Wed_Mar__6_14_55_12_2024
3277,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_14_40_08_2024
3279,Neither,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_14_23_48_2024
3285,Neither,10,10000,High,Low,1.0,0.9392971,0.9686985,Wed_Mar__6_14_24_11_2024
3295,Neither,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_14_39_45_2024
2832,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_13_41_19_2024
2835,Neither,10,10000,Low,High,0.9272727,0.85,0.8869565,Wed_Mar__6_10_00_39_2024
2851,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_13_12_53_2024
2852,Neither,10,10000,Low,High,0.8947368,0.85,0.8717949,Wed_Mar__6_10_54_55_2024
2855,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_11_22_31_2024
2858,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_11_49_59_2024
2872,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_10_27_57_2024
2873,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_12_17_25_2024
2889,Neither,10,10000,Low,High,0.8793103,0.85,0.8644068,Wed_Mar__6_12_45_01_2024
2920,Neither,10,10000,Low,High,0.8947368,0.85,0.8717949,Wed_Mar__6_11_26_20_2024
2924,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_13_59_28_2024
2933,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_12_21_03_2024
2936,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_11_54_02_2024
2941,Neither,10,10000,Low,High,0.9444444,0.85,0.8947368,Wed_Mar__6_10_58_18_2024
2947,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_10_28_37_2024
2974,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_12_50_21_2024
2981,Neither,10,10000,Low,High,0.8793103,0.85,0.8644068,Wed_Mar__6_13_26_53_2024
2982,Neither,10,10000,Low,High,0.8947368,0.85,0.8717949,Wed_Mar__6_10_00_57_2024
3003,Neither,10,10000,Low,High,0.8793103,0.85,0.8644068,Wed_Mar__6_10_57_59_2024
3012,Neither,10,10000,Low,High,0.8947368,0.85,0.8717949,Wed_Mar__6_12_52_04_2024
3016,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_12_23_10_2024
3017,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_11_26_03_2024
3022,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_10_29_26_2024
3030,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_11_53_36_2024
3037,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_13_29_18_2024
3045,Neither,10,10000,Low,High,0.8947368,0.85,0.8717949,Wed_Mar__6_10_01_29_2024
3082,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_11_54_46_2024
3090,Neither,10,10000,Low,High,0.9272727,0.85,0.8869565,Wed_Mar__6_12_24_05_2024
3095,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_12_54_39_2024
3100,Neither,10,10000,Low,High,0.9272727,0.85,0.8869565,Wed_Mar__6_10_01_50_2024
3101,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_10_30_58_2024
3106,Neither,10,10000,Low,High,0.8947368,0.85,0.8717949,Wed_Mar__6_11_26_49_2024
3120,Neither,10,10000,Low,High,0.9272727,0.85,0.8869565,Wed_Mar__6_10_58_51_2024
3134,Neither,10,10000,Low,High,0.8947368,0.85,0.8717949,Wed_Mar__6_13_31_32_2024
3189,Neither,10,10000,Low,High,0.8947368,0.85,0.8717949,Wed_Mar__6_12_24_53_2024
3194,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_11_28_20_2024
3195,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_12_56_22_2024
3207,Neither,10,10000,Low,High,0.8947368,0.85,0.8717949,Wed_Mar__6_10_59_55_2024
3216,Neither,10,10000,Low,High,0.9272727,0.85,0.8869565,Wed_Mar__6_13_35_33_2024
3218,Neither,10,10000,Low,High,0.8947368,0.85,0.8717949,Wed_Mar__6_11_55_57_2024
3221,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_10_31_06_2024
3225,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_10_02_07_2024
3252,Neither,10,10000,Low,High,0.9090909,0.8333333,0.8695652,Wed_Mar__6_14_19_50_2024
3254,Neither,10,10000,Low,High,0.8947368,0.85,0.8717949,Wed_Mar__6_14_24_15_2024
3259,Neither,10,10000,Low,High,0.9272727,0.85,0.8869565,Wed_Mar__6_14_40_09_2024
3275,Neither,10,10000,Low,High,0.8947368,0.85,0.8717949,Wed_Mar__6_14_52_06_2024
3287,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_14_39_48_2024
3294,Neither,10,10000,Low,High,0.9107143,0.85,0.8793103,Wed_Mar__6_14_55_17_2024
3297,Neither,10,10000,Low,High,0.9272727,0.85,0.8869565,Wed_Mar__6_14_55_34_2024
3317,Neither,10,10000,Low,High,0.9272727,0.85,0.8869565,Wed_Mar__6_14_23_52_2024
2840,Neither,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_44_48_2024
2846,Neither,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_22_18_2024
2848,Neither,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_49_44_2024
2850,Neither,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_13_41_04_2024
2857,Neither,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_10_27_44_2024
2864,Neither,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_13_12_41_2024
2875,Neither,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_17_11_2024
2891,Neither,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_10_00_23_2024
2894,Neither,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_10_54_44_2024
2923,Neither,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_11_53_53_2024
2945,Neither,10,10000,Low,Low,0.952381,0.952381,0.952381,Wed_Mar__6_12_20_48_2024
2956,Neither,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_13_26_34_2024
2960,Neither,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_50_05_2024
2965,Neither,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_10_57_59_2024
2966,Neither,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_13_59_08_2024
2975,Neither,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_10_28_22_2024
2976,Neither,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_11_26_06_2024
2978,Neither,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_10_00_39_2024
3007,Neither,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_22_53_2024
3011,Neither,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_10_57_46_2024
3019,Neither,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_51_54_2024
3034,Neither,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_10_29_12_2024
3036,Neither,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_10_01_12_2024
3042,Neither,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_13_29_08_2024
3048,Neither,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_53_20_2024
3058,Neither,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_11_25_48_2024
3088,Neither,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_54_32_2024
3094,Neither,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_54_17_2024
3099,Neither,10,10000,Low,Low,0.952381,0.952381,0.952381,Wed_Mar__6_13_31_22_2024
3110,Neither,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_10_01_33_2024
