,model,prior,duplicates_level,distortion_level,replicates,precision,recall,f1score,date,num_iter
258,Both,uniform,Low,Low,23,0.4081633,0.952381,0.5714286,Tue_Feb__6_21_30_29_2024,
259,Both,uniform,Very High,Low,23,1.0,0.921762,0.9592884,Tue_Feb__6_21_30_38_2024,
260,Both,uniform,High,Low,23,1.0,0.9384984,0.9682736,Tue_Feb__6_21_30_35_2024,
261,Both,uniform,Low,High,23,0.4949495,0.8166667,0.6163522,Thu_Feb_29_12_45_15_2024,
262,Both,uniform,Very High,High,23,1.0,0.6626425,0.7970956,Thu_Feb_29_12_45_23_2024,
263,Both,uniform,Medium,High,23,0.986413,0.7453799,0.8491228,Thu_Feb_29_12_45_17_2024,
264,Both,uniform,High,Low,24,1.0,0.936901,0.9674227,Wed_Feb_28_10_28_00_2024,
265,Both,uniform,Medium,Low,24,1.0,0.9232323,0.960084,Wed_Feb_28_10_27_58_2024,
266,Both,uniform,Very High,High,24,1.0,0.6901408,0.8166667,Wed_Feb_28_11_19_37_2024,
267,Both,uniform,Medium,High,24,0.9891599,0.7494867,0.8528037,Wed_Feb_28_11_19_31_2024,
268,Both,uniform,Very High,Low,24,1.0,0.9237344,0.9603554,Wed_Feb_28_10_28_06_2024,
269,Both,uniform,High,High,24,1.0,0.716227,0.834653,Wed_Feb_28_11_19_35_2024,
270,Both,uniform,Low,High,24,0.5833333,0.8166667,0.6805556,Wed_Feb_28_11_19_29_2024,
271,Both,uniform,Low,Low,24,0.4255319,0.952381,0.5882353,Wed_Feb_28_10_27_58_2024,
272,Both,uniform,Medium,Low,25,1.0,0.9232323,0.960084,Wed_Feb_28_10_29_04_2024,
273,Both,uniform,Low,Low,25,0.4195804,0.952381,0.5825243,Wed_Feb_28_10_29_03_2024,
274,Both,uniform,Very High,Low,25,1.0,0.921762,0.9592884,Wed_Feb_28_10_29_06_2024,
275,Both,uniform,Low,High,25,0.5157895,0.8166667,0.6322581,Wed_Feb_28_11_19_46_2024,
276,Both,uniform,High,High,25,1.0,0.647482,0.7860262,Wed_Feb_28_11_19_49_2024,
277,Both,uniform,Medium,High,25,0.9865952,0.7556468,0.855814,Wed_Feb_28_11_19_47_2024,
278,Both,uniform,Very High,High,25,1.0,0.6686787,0.8014469,Wed_Feb_28_11_19_50_2024,
279,Both,uniform,High,Low,25,1.0,0.936901,0.9674227,Wed_Feb_28_10_29_05_2024,
280,Both,uniform,Medium,Low,26,1.0,0.9232323,0.960084,Wed_Feb_28_10_30_41_2024,
281,Both,uniform,Medium,High,26,0.9864865,0.7494867,0.8518086,Wed_Feb_28_11_20_18_2024,
282,Both,uniform,Low,High,26,0.5212766,0.8166667,0.6363636,Wed_Feb_28_11_20_17_2024,
283,Both,uniform,Very High,Low,26,1.0,0.921762,0.9592884,Wed_Feb_28_10_30_43_2024,
284,Both,uniform,Very High,High,26,1.0,0.6713615,0.8033708,Wed_Feb_28_11_20_21_2024,
285,Both,uniform,Low,Low,26,0.4166667,0.952381,0.5797101,Wed_Feb_28_10_30_40_2024,
286,Both,uniform,High,Low,26,1.0,0.936901,0.9674227,Wed_Feb_28_10_30_42_2024,
287,Both,uniform,High,High,26,0.9966368,0.7106315,0.829678,Wed_Feb_28_11_20_20_2024,
288,Both,uniform,Very High,High,27,1.0,0.7572099,0.8618321,Wed_Feb_28_14_31_02_2024,
289,Both,uniform,Low,Low,27,0.4255319,0.952381,0.5882353,Wed_Feb_28_18_00_09_2024,
290,Both,uniform,Medium,Low,27,0.997807,0.9191919,0.9568875,Wed_Feb_28_18_00_19_2024,
291,Both,uniform,High,Low,27,1.0,0.936901,0.9674227,Wed_Feb_28_18_00_22_2024,
292,Both,uniform,Very High,Low,27,1.0,0.921762,0.9592884,Wed_Feb_28_18_00_27_2024,
293,Both,uniform,Low,High,27,0.4851485,0.8166667,0.6086957,Wed_Feb_28_14_30_55_2024,
294,Both,uniform,Medium,High,27,0.9865229,0.75154,0.8531469,Wed_Feb_28_14_30_57_2024,
295,Both,uniform,High,High,27,1.0,0.6458833,0.784847,Wed_Feb_28_14_30_59_2024,
296,Both,uniform,Very High,Low,28,1.0,0.921762,0.9592884,Wed_Feb_28_10_31_26_2024,
297,Both,uniform,High,High,28,1.0,0.6402878,0.7807018,Wed_Feb_28_11_21_01_2024,
298,Both,uniform,Medium,High,28,0.9891599,0.7494867,0.8528037,Wed_Feb_28_11_20_59_2024,
299,Both,uniform,Low,High,28,0.5106383,0.8,0.6233766,Wed_Feb_28_11_20_58_2024,
300,Both,uniform,Medium,Low,28,1.0,0.9272727,0.9622642,Wed_Feb_28_10_31_23_2024,
301,Both,uniform,Low,Low,28,0.4166667,0.952381,0.5797101,Wed_Feb_28_10_31_21_2024,
302,Both,uniform,Very High,High,28,1.0,0.7659289,0.8674516,Wed_Feb_28_11_21_02_2024,
303,Both,uniform,High,Low,28,1.0,0.9353035,0.9665704,Wed_Feb_28_10_31_25_2024,
304,Both,uniform,Low,Low,29,0.3947368,0.952381,0.5581395,Wed_Feb_28_14_31_41_2024,
305,Both,uniform,Low,High,29,0.5157895,0.8166667,0.6322581,Wed_Feb_28_13_15_46_2024,
306,Both,uniform,High,Low,29,1.0,0.9384984,0.9682736,Wed_Feb_28_14_31_43_2024,
307,Both,uniform,Very High,High,29,1.0,0.6626425,0.7970956,Wed_Feb_28_13_15_49_2024,
308,Both,uniform,Medium,High,29,0.9865229,0.75154,0.8531469,Wed_Feb_28_13_15_47_2024,
309,Both,uniform,Medium,Low,29,1.0,0.9232323,0.960084,Wed_Feb_28_14_31_42_2024,
310,Both,uniform,Very High,Low,29,1.0,0.921762,0.9592884,Wed_Feb_28_14_31_45_2024,
311,Both,uniform,High,High,29,1.0,0.6530775,0.7901354,Wed_Feb_28_13_15_48_2024,
312,Both,uniform,Very High,Low,30,1.0,0.9197896,0.9582192,Wed_Feb_28_14_32_09_2024,
313,Both,uniform,Low,Low,30,0.4026846,0.952381,0.5660377,Wed_Feb_28_14_32_05_2024,
314,Both,uniform,High,Low,30,1.0,0.9384984,0.9682736,Wed_Feb_28_14_32_08_2024,
315,Both,uniform,Medium,High,30,0.9865229,0.75154,0.8531469,Wed_Feb_28_13_16_20_2024,
316,Both,uniform,High,High,30,1.0,0.6506795,0.7883777,Wed_Feb_28_13_16_21_2024,
317,Both,uniform,Very High,High,30,1.0,0.6727029,0.8043304,Wed_Feb_28_13_16_24_2024,
318,Both,uniform,Medium,Low,30,0.9978166,0.9232323,0.9590766,Wed_Feb_28_14_32_06_2024,
319,Both,uniform,Low,High,30,0.5333333,0.8,0.64,Wed_Feb_28_13_16_18_2024,
320,Both,uniform,Medium,High,31,0.986413,0.7453799,0.8491228,Thu_Feb_29_12_48_33_2024,
321,Both,uniform,Low,Low,31,0.3797468,0.952381,0.5429864,Wed_Feb_28_18_26_17_2024,
322,Both,uniform,Very High,High,31,1.0,0.6626425,0.7970956,Thu_Feb_29_12_48_38_2024,
323,Both,uniform,Low,High,31,0.5051546,0.8166667,0.6242038,Thu_Feb_29_12_48_30_2024,
324,Both,uniform,High,High,31,1.0,0.6482814,0.7866149,Thu_Feb_29_12_48_36_2024,
325,Both,uniform,Very High,Low,31,1.0,0.9197896,0.9582192,Wed_Feb_28_18_26_24_2024,
326,Both,uniform,Medium,Low,31,0.9934498,0.9191919,0.9548793,Wed_Feb_28_18_26_19_2024,
327,Both,uniform,High,Low,31,1.0,0.9353035,0.9665704,Wed_Feb_28_18_26_21_2024,
328,Both,uniform,Low,Low,32,0.4026846,0.952381,0.5660377,Wed_Feb_28_14_32_44_2024,
329,Both,uniform,Very High,Low,32,1.0,0.9197896,0.9582192,Wed_Feb_28_14_32_49_2024,
330,Both,uniform,Medium,Low,32,1.0,0.9272727,0.9622642,Wed_Feb_28_14_32_45_2024,
331,Both,uniform,Low,High,32,0.5268817,0.8166667,0.6405229,Wed_Feb_28_13_16_56_2024,
332,Both,uniform,High,Low,32,1.0,0.9353035,0.9665704,Wed_Feb_28_14_32_48_2024,
333,Both,uniform,High,High,32,1.0,0.6426859,0.7824818,Wed_Feb_28_13_16_59_2024,
334,Both,uniform,Very High,High,32,1.0,0.6706908,0.8028904,Wed_Feb_28_13_17_00_2024,
335,Both,uniform,Medium,High,32,0.9891599,0.7494867,0.8528037,Wed_Feb_28_13_16_58_2024,
336,Both,uniform,Low,Low,33,0.4026846,0.952381,0.5660377,Wed_Feb_28_18_01_21_2024,
337,Both,uniform,Very High,Low,33,1.0,0.921762,0.9592884,Wed_Feb_28_18_01_27_2024,
338,Both,uniform,High,Low,33,1.0,0.9392971,0.9686985,Wed_Feb_28_18_01_25_2024,
339,Both,uniform,Low,High,33,0.5051546,0.8166667,0.6242038,Wed_Feb_28_21_35_11_2024,
340,Both,uniform,Very High,High,33,1.0,0.6606304,0.7956381,Wed_Feb_28_21_35_18_2024,
341,Both,uniform,Medium,Low,33,0.9978166,0.9232323,0.9590766,Wed_Feb_28_18_01_23_2024,
342,Both,uniform,Medium,High,33,0.9867021,0.761807,0.8597914,Wed_Feb_28_21_35_14_2024,
343,Both,uniform,High,High,33,1.0,0.6458833,0.784847,Wed_Feb_28_21_35_16_2024,
344,Both,uniform,High,Low,34,1.0,0.9353035,0.9665704,Wed_Feb_28_18_01_42_2024,
345,Both,uniform,Very High,High,34,1.0,0.6646546,0.7985496,Thu_Feb_29_00_29_40_2024,
346,Both,uniform,High,High,34,1.0,0.6586731,0.7942169,Thu_Feb_29_00_29_38_2024,
347,Both,uniform,Medium,High,34,0.9890411,0.7412731,0.8474178,Thu_Feb_29_00_29_37_2024,
348,Both,uniform,Low,High,34,0.5326087,0.8166667,0.6447368,Thu_Feb_29_00_29_35_2024,
349,Both,uniform,Very High,Low,34,1.0,0.9197896,0.9582192,Wed_Feb_28_18_01_43_2024,
350,Both,uniform,Low,Low,34,0.3921569,0.952381,0.5555556,Wed_Feb_28_18_01_38_2024,
351,Both,uniform,Medium,Low,34,1.0,0.9232323,0.960084,Wed_Feb_28_18_01_39_2024,
352,Both,uniform,Very High,High,35,1.0,0.6693494,0.8019285,Thu_Feb_29_12_48_48_2024,
353,Both,uniform,Medium,High,35,0.9865591,0.7535934,0.854482,Thu_Feb_29_12_48_43_2024,
354,Both,uniform,High,High,35,1.0,0.6506795,0.7883777,Thu_Feb_29_12_48_46_2024,
355,Both,uniform,Medium,Low,35,1.0,0.9232323,0.960084,Wed_Feb_28_19_41_40_2024,
356,Both,uniform,Very High,Low,35,1.0,0.921762,0.9592884,Wed_Feb_28_19_41_47_2024,
357,Both,uniform,Low,Low,35,0.3947368,0.952381,0.5581395,Wed_Feb_28_19_41_38_2024,
358,Both,uniform,High,Low,35,1.0,0.9361022,0.9669967,Wed_Feb_28_19_41_45_2024,
359,Both,uniform,Low,High,35,0.5268817,0.8166667,0.6405229,Thu_Feb_29_12_48_41_2024,
360,Both,uniform,Medium,High,36,0.9891892,0.75154,0.8541424,Wed_Feb_28_21_36_30_2024,
361,Both,uniform,Low,Low,36,0.4054054,0.952381,0.5687204,Wed_Feb_28_19_43_40_2024,
362,Both,uniform,Low,High,36,0.6049383,0.8166667,0.6950355,Wed_Feb_28_21_36_26_2024,
363,Both,uniform,Very High,High,36,1.0,0.665996,0.7995169,Wed_Feb_28_21_36_34_2024,
364,Both,uniform,High,High,36,1.0,0.6498801,0.7877907,Wed_Feb_28_21_36_32_2024,
365,Both,uniform,Very High,Low,36,1.0,0.921762,0.9592884,Wed_Feb_28_19_43_45_2024,
366,Both,uniform,High,Low,36,1.0,0.936901,0.9674227,Wed_Feb_28_19_43_44_2024,
367,Both,uniform,Medium,Low,36,1.0,0.9252525,0.9611752,Wed_Feb_28_19_43_42_2024,
368,Both,uniform,Medium,Low,37,1.0,0.9191919,0.9578947,Wed_Feb_28_18_28_42_2024,
369,Both,uniform,High,High,37,1.0,0.6506795,0.7883777,Thu_Feb_29_00_28_55_2024,
370,Both,uniform,Very High,Low,37,1.0,0.9237344,0.9603554,Wed_Feb_28_18_28_47_2024,
371,Both,uniform,Low,Low,37,0.4166667,0.952381,0.5797101,Wed_Feb_28_18_28_40_2024,
372,Both,uniform,Low,High,37,0.5104167,0.8166667,0.6282051,Thu_Feb_29_00_28_52_2024,
373,Both,uniform,Medium,High,37,0.9863388,0.7412731,0.8464244,Thu_Feb_29_00_28_53_2024,
374,Both,uniform,High,Low,37,1.0,0.936901,0.9674227,Wed_Feb_28_18_28_45_2024,
375,Both,uniform,Very High,High,37,1.0,0.6753856,0.806245,Thu_Feb_29_00_28_56_2024,
376,Both,uniform,Medium,High,38,0.9865591,0.7535934,0.854482,Thu_Feb_29_09_40_39_2024,
377,Both,uniform,Low,High,38,0.5268817,0.8166667,0.6405229,Thu_Feb_29_09_40_38_2024,
378,Both,uniform,Very High,Low,38,1.0,0.921762,0.9592884,Wed_Feb_28_18_28_58_2024,
379,Both,uniform,High,High,38,1.0,0.6482814,0.7866149,Thu_Feb_29_09_40_41_2024,
380,Both,uniform,High,Low,38,1.0,0.9353035,0.9665704,Wed_Feb_28_18_28_56_2024,
381,Both,uniform,Low,Low,38,0.4081633,0.952381,0.5714286,Wed_Feb_28_18_28_50_2024,
382,Both,uniform,Very High,High,38,1.0,0.6666667,0.8,Thu_Feb_29_09_40_42_2024,
383,Both,uniform,Medium,Low,38,1.0,0.9191919,0.9578947,Wed_Feb_28_18_28_54_2024,
384,Both,uniform,High,High,39,1.0,0.6450839,0.7842566,Thu_Feb_29_16_27_00_2024,
385,Both,uniform,Low,Low,39,0.4081633,0.952381,0.5714286,Wed_Feb_28_20_07_45_2024,
386,Both,uniform,Low,High,39,0.4949495,0.8166667,0.6163522,Thu_Feb_29_16_26_56_2024,
387,Both,uniform,Very High,High,39,1.0,0.6787391,0.8086296,Thu_Feb_29_16_27_02_2024,
388,Both,uniform,High,Low,39,1.0,0.9353035,0.9665704,Wed_Feb_28_20_07_51_2024,
389,Both,uniform,Medium,Low,39,1.0,0.9292929,0.9633508,Wed_Feb_28_20_07_48_2024,
390,Both,uniform,Medium,High,39,0.9891599,0.7494867,0.8528037,Thu_Feb_29_16_26_58_2024,
391,Both,uniform,Very High,Low,39,1.0,0.921762,0.9592884,Wed_Feb_28_20_07_52_2024,
392,Both,uniform,High,High,40,1.0,0.6466827,0.7854369,Thu_Feb_29_00_28_20_2024,
393,Both,uniform,Very High,Low,40,1.0,0.9197896,0.9582192,Wed_Feb_28_20_10_13_2024,
394,Both,uniform,Low,Low,40,0.4166667,0.952381,0.5797101,Wed_Feb_28_20_10_09_2024,
395,Both,uniform,High,Low,40,1.0,0.9353035,0.9665704,Wed_Feb_28_20_10_12_2024,
396,Both,uniform,Medium,High,40,0.9891304,0.7474333,0.851462,Thu_Feb_29_00_28_19_2024,
397,Both,uniform,Medium,Low,40,0.9956427,0.9232323,0.9580713,Wed_Feb_28_20_10_10_2024,
398,Both,uniform,Low,High,40,0.5157895,0.8166667,0.6322581,Thu_Feb_29_00_28_17_2024,
399,Both,uniform,Very High,High,40,1.0,0.6639839,0.7980653,Thu_Feb_29_00_28_22_2024,
400,Both,uniform,Low,High,41,0.5326087,0.8166667,0.6447368,Thu_Feb_29_09_40_01_2024,
401,Both,uniform,Very High,High,41,1.0,0.6700201,0.8024096,Thu_Feb_29_09_40_05_2024,
402,Both,uniform,High,Low,41,1.0,0.9353035,0.9665704,Wed_Feb_28_19_41_41_2024,
403,Both,uniform,High,High,41,1.0,0.6442846,0.7836655,Thu_Feb_29_09_40_03_2024,
404,Both,uniform,Low,Low,41,0.3797468,0.952381,0.5429864,Wed_Feb_28_19_41_38_2024,
405,Both,uniform,Very High,Low,41,1.0,0.921762,0.9592884,Wed_Feb_28_19_41_42_2024,
406,Both,uniform,Medium,Low,41,1.0,0.9232323,0.960084,Wed_Feb_28_19_41_39_2024,
407,Both,uniform,Medium,High,41,0.9891892,0.75154,0.8541424,Thu_Feb_29_09_40_02_2024,
408,Both,uniform,Very High,High,42,1.0,0.6633132,0.7975806,Thu_Feb_29_12_45_34_2024,
409,Both,uniform,Low,Low,42,0.4166667,0.952381,0.5797101,Wed_Feb_28_19_42_50_2024,
410,Both,uniform,High,High,42,1.0,0.6434852,0.7830739,Thu_Feb_29_12_45_32_2024,
411,Both,uniform,Medium,High,42,0.9891599,0.7494867,0.8528037,Thu_Feb_29_12_45_31_2024,
412,Both,uniform,Very High,Low,42,1.0,0.921762,0.9592884,Wed_Feb_28_19_42_54_2024,
413,Both,uniform,High,Low,42,1.0,0.9337061,0.9657166,Wed_Feb_28_19_42_53_2024,
414,Both,uniform,Medium,Low,42,1.0,0.9232323,0.960084,Wed_Feb_28_19_42_52_2024,
415,Both,uniform,Low,High,42,0.5051546,0.8166667,0.6242038,Thu_Feb_29_12_45_28_2024,
416,Both,uniform,Low,High,43,0.5104167,0.8166667,0.6282051,Thu_Feb_29_16_27_09_2024,
417,Both,uniform,High,Low,43,1.0,0.9353035,0.9665704,Wed_Feb_28_20_29_59_2024,
418,Both,uniform,Very High,High,43,1.0,0.6666667,0.8,Thu_Feb_29_16_27_15_2024,
419,Both,uniform,Medium,Low,43,1.0,0.9232323,0.960084,Wed_Feb_28_20_29_55_2024,
420,Both,uniform,Very High,Low,43,1.0,0.9237344,0.9603554,Wed_Feb_28_20_30_00_2024,
421,Both,uniform,Low,Low,43,0.3896104,0.952381,0.5529954,Wed_Feb_28_20_29_52_2024,
422,Both,uniform,High,High,43,1.0,0.6442846,0.7836655,Thu_Feb_29_16_27_13_2024,
423,Both,uniform,Medium,High,43,0.9891599,0.7494867,0.8528037,Thu_Feb_29_16_27_11_2024,
424,Both,uniform,Medium,High,44,0.9865229,0.75154,0.8531469,Thu_Feb_29_09_41_10_2024,
425,Both,uniform,Very High,High,44,1.0,0.6673374,0.8004827,Thu_Feb_29_09_41_13_2024,
426,Both,uniform,Low,Low,44,0.4285714,0.952381,0.591133,Wed_Feb_28_20_30_27_2024,
427,Both,uniform,Very High,Low,44,1.0,0.9197896,0.9582192,Wed_Feb_28_20_30_33_2024,
428,Both,uniform,High,Low,44,1.0,0.9376997,0.9678483,Wed_Feb_28_20_30_31_2024,
429,Both,uniform,Medium,Low,44,1.0,0.9272727,0.9622642,Wed_Feb_28_20_30_29_2024,
430,Both,uniform,Low,High,44,0.5051546,0.8166667,0.6242038,Thu_Feb_29_09_41_08_2024,
431,Both,uniform,High,High,44,1.0,0.6530775,0.7901354,Thu_Feb_29_09_41_12_2024,
432,Both,uniform,Very High,Low,45,1.0,0.921762,0.9592884,Wed_Feb_28_20_08_58_2024,
433,Both,uniform,Very High,High,45,1.0,0.6847753,0.8128981,Thu_Feb_29_12_45_20_2024,
434,Both,uniform,Low,Low,45,0.4255319,0.952381,0.5882353,Wed_Feb_28_20_08_53_2024,
435,Both,uniform,Medium,Low,45,1.0,0.9292929,0.9633508,Wed_Feb_28_20_08_55_2024,
436,Both,uniform,High,Low,45,1.0,0.936901,0.9674227,Wed_Feb_28_20_08_57_2024,
437,Both,uniform,Low,High,45,0.5051546,0.8166667,0.6242038,Thu_Feb_29_12_45_15_2024,
438,Both,uniform,Medium,High,45,0.9864499,0.7474333,0.8504673,Thu_Feb_29_12_45_17_2024,
439,Both,uniform,High,High,45,1.0,0.6482814,0.7866149,Thu_Feb_29_12_45_19_2024,
440,Both,uniform,High,Low,46,1.0,0.9400958,0.9691231,Wed_Feb_28_20_09_20_2024,
441,Both,uniform,Medium,Low,46,1.0,0.9333333,0.9655172,Wed_Feb_28_20_09_18_2024,
442,Both,uniform,Low,Low,46,0.397351,0.952381,0.5607477,Wed_Feb_28_20_09_16_2024,
443,Both,uniform,Medium,High,46,0.9865229,0.75154,0.8531469,Thu_Feb_29_12_48_08_2024,
444,Both,uniform,Very High,Low,46,1.0,0.921762,0.9592884,Wed_Feb_28_20_09_21_2024,
445,Both,uniform,High,High,46,1.0,0.6418865,0.781889,Thu_Feb_29_12_48_11_2024,
446,Both,uniform,Very High,High,46,1.0,0.6639839,0.7980653,Thu_Feb_29_12_48_12_2024,
447,Both,uniform,Low,High,46,0.5052632,0.8,0.6193548,Thu_Feb_29_12_48_07_2024,
448,Both,uniform,High,Low,47,1.0,0.9408946,0.9695473,Wed_Feb_28_21_03_17_2024,
449,Both,uniform,High,High,47,1.0,0.6402878,0.7807018,Thu_Feb_29_16_23_33_2024,
450,Both,uniform,Medium,High,47,0.9864499,0.7474333,0.8504673,Thu_Feb_29_16_23_31_2024,
451,Both,uniform,Very High,High,47,1.0,0.6693494,0.8019285,Thu_Feb_29_16_23_34_2024,
452,Both,uniform,Medium,Low,47,1.0,0.9191919,0.9578947,Wed_Feb_28_21_03_15_2024,
453,Both,uniform,Low,High,47,0.5104167,0.8166667,0.6282051,Thu_Feb_29_16_23_30_2024,
454,Both,uniform,Very High,Low,47,1.0,0.921762,0.9592884,Wed_Feb_28_21_03_18_2024,
455,Both,uniform,Low,Low,47,0.4166667,0.952381,0.5797101,Wed_Feb_28_21_03_14_2024,
456,Both,uniform,Very High,High,48,1.0,0.6727029,0.8043304,Thu_Feb_29_12_45_43_2024,
457,Both,uniform,Very High,Low,48,1.0,0.9197896,0.9582192,Wed_Feb_28_21_03_55_2024,
458,Both,uniform,High,High,48,1.0,0.6482814,0.7866149,Thu_Feb_29_12_45_41_2024,
459,Both,uniform,Low,High,48,0.5212766,0.8166667,0.6363636,Thu_Feb_29_12_45_36_2024,
460,Both,uniform,High,Low,48,1.0,0.9384984,0.9682736,Wed_Feb_28_21_03_53_2024,
461,Both,uniform,Medium,High,48,0.986413,0.7453799,0.8491228,Thu_Feb_29_12_45_39_2024,
462,Both,uniform,Low,Low,48,0.3896104,0.952381,0.5529954,Wed_Feb_28_21_03_51_2024,
463,Both,uniform,Medium,Low,48,1.0,0.9232323,0.960084,Wed_Feb_28_21_03_52_2024,
464,Both,uniform,High,High,49,1.0,0.6578737,0.7936355,Thu_Feb_29_16_23_21_2024,
465,Both,uniform,Low,High,49,0.49,0.8166667,0.6125,Thu_Feb_29_16_23_18_2024,
466,Both,uniform,Very High,Low,49,1.0,0.9243918,0.9607106,Wed_Feb_28_20_29_59_2024,
467,Both,uniform,Low,Low,49,0.4166667,0.952381,0.5797101,Wed_Feb_28_20_29_55_2024,
468,Both,uniform,High,Low,49,1.0,0.936901,0.9674227,Wed_Feb_28_20_29_58_2024,
469,Both,uniform,Medium,High,49,0.9891008,0.7453799,0.8501171,Thu_Feb_29_16_23_20_2024,
470,Both,uniform,Very High,High,49,1.0,0.668008,0.800965,Thu_Feb_29_16_23_23_2024,
471,Both,uniform,Medium,Low,49,1.0,0.9191919,0.9578947,Wed_Feb_28_20_29_56_2024,
472,Both,uniform,Low,Low,50,0.3947368,0.952381,0.5581395,Wed_Feb_28_20_30_10_2024,
473,Both,uniform,High,Low,50,1.0,0.9353035,0.9665704,Wed_Feb_28_20_30_15_2024,
474,Both,uniform,High,High,50,1.0,0.6490807,0.7872031,Thu_Feb_29_12_48_21_2024,
475,Both,uniform,Very High,High,50,1.0,0.6633132,0.7975806,Thu_Feb_29_12_48_23_2024,
476,Both,uniform,Very High,Low,50,1.0,0.921762,0.9592884,Wed_Feb_28_20_30_18_2024,
477,Both,uniform,Low,High,50,0.5212766,0.8166667,0.6363636,Thu_Feb_29_12_48_18_2024,
478,Both,uniform,Medium,High,50,0.9864865,0.7494867,0.8518086,Thu_Feb_29_12_48_19_2024,
479,Both,uniform,Medium,Low,50,0.9978166,0.9232323,0.9590766,Wed_Feb_28_20_30_13_2024,
480,Both,Bounded NBD,Low,Low,21,0.9836066,0.952381,0.9677419,Tue_Feb__6_20_12_52_2024,
481,Both,Bounded NBD,High,High,21,1.0,0.6922462,0.8181389,Fri_Feb__9_08_52_37_2024,
482,Both,Bounded NBD,Low,High,21,1.0,0.7333333,0.8461538,Fri_Feb__9_08_52_30_2024,
483,Both,Bounded NBD,Very High,High,21,0.9974138,0.7759893,0.8728782,Fri_Feb__9_08_52_40_2024,
484,Both,Bounded NBD,Medium,High,21,0.9917127,0.7371663,0.8457008,Fri_Feb__9_08_52_36_2024,
485,Both,Bounded NBD,Very High,Low,21,1.0,0.921762,0.9592884,Tue_Feb__6_20_13_02_2024,
486,Both,Bounded NBD,Medium,Low,21,1.0,0.9232323,0.960084,Tue_Feb__6_20_12_56_2024,
487,Both,Bounded NBD,High,Low,21,1.0,0.9337061,0.9657166,Tue_Feb__6_20_13_00_2024,
488,Both,Bounded NBD,Very High,High,22,0.9975787,0.8289738,0.9054945,Wed_Feb_28_21_09_45_2024,
489,Both,Bounded NBD,Low,High,22,1.0,0.75,0.8571429,Tue_Feb__6_21_46_54_2024,
490,Both,Bounded NBD,High,Low,22,1.0,0.9384984,0.9682736,Tue_Feb__6_21_46_51_2024,
491,Both,Bounded NBD,High,High,22,1.0,0.7194245,0.8368201,Wed_Feb_28_21_09_41_2024,
492,Both,Bounded NBD,Low,Low,22,0.9836066,0.952381,0.9677419,Tue_Feb__6_21_46_45_2024,
493,Both,Bounded NBD,Medium,Low,22,1.0,0.9232323,0.960084,Tue_Feb__6_21_46_47_2024,
494,Both,Bounded NBD,Medium,High,22,0.989011,0.7392197,0.8460635,Wed_Feb_28_21_09_37_2024,
495,Both,Bounded NBD,Very High,Low,22,1.0,0.9237344,0.9603554,Tue_Feb__6_21_46_56_2024,
496,Both,Bounded NBD,Low,High,23,1.0,0.7666667,0.8679245,Tue_Feb__6_21_31_13_2024,
497,Both,Bounded NBD,Medium,Low,23,1.0,0.9232323,0.960084,Tue_Feb__6_21_31_04_2024,
498,Both,Bounded NBD,Very High,Low,23,1.0,0.921762,0.9592884,Tue_Feb__6_21_31_13_2024,
499,Both,Bounded NBD,Very High,High,23,0.9976,0.8363514,0.9098869,Tue_Feb__6_21_31_25_2024,
500,Both,Bounded NBD,High,High,23,1.0,0.6946443,0.8198113,Thu_Feb_29_09_46_08_2024,
501,Both,Bounded NBD,Medium,High,23,0.9917355,0.7392197,0.8470588,Tue_Feb__6_21_31_17_2024,
502,Both,Bounded NBD,High,Low,23,1.0,0.9353035,0.9665704,Tue_Feb__6_21_31_09_2024,
503,Both,Bounded NBD,Low,Low,23,0.9677419,0.952381,0.96,Tue_Feb__6_21_31_00_2024,
504,Both,Bounded NBD,High,High,24,1.0,0.696243,0.8209237,Wed_Feb_28_11_22_45_2024,
505,Both,Bounded NBD,Very High,Low,24,1.0,0.921762,0.9592884,Wed_Feb_28_10_32_35_2024,
506,Both,Bounded NBD,High,Low,24,1.0,0.936901,0.9674227,Wed_Feb_28_10_32_34_2024,
507,Both,Bounded NBD,Very High,High,24,1.0,0.7887324,0.8818898,Wed_Feb_28_11_22_46_2024,
508,Both,Bounded NBD,Medium,High,24,0.9889807,0.7371663,0.8447059,Wed_Feb_28_11_22_43_2024,
509,Both,Bounded NBD,Medium,Low,24,1.0,0.9252525,0.9611752,Wed_Feb_28_10_32_33_2024,
510,Both,Bounded NBD,Low,Low,24,0.9677419,0.952381,0.96,Wed_Feb_28_10_32_32_2024,
511,Both,Bounded NBD,Low,High,24,1.0,0.75,0.8571429,Wed_Feb_28_11_22_42_2024,
512,Both,Bounded NBD,High,High,25,0.9977011,0.6938449,0.8184818,Wed_Feb_28_11_23_25_2024,
513,Both,Bounded NBD,Low,Low,25,0.9836066,0.952381,0.9677419,Wed_Feb_28_10_33_17_2024,
514,Both,Bounded NBD,Very High,Low,25,1.0,0.921762,0.9592884,Wed_Feb_28_10_33_22_2024,
515,Both,Bounded NBD,High,Low,25,1.0,0.9353035,0.9665704,Wed_Feb_28_10_33_21_2024,
516,Both,Bounded NBD,Medium,High,25,0.9917127,0.7371663,0.8457008,Wed_Feb_28_11_23_24_2024,
517,Both,Bounded NBD,Medium,Low,25,1.0,0.9191919,0.9578947,Wed_Feb_28_10_33_19_2024,
